evidence_id,title,authors,year,venue,primary_url,doi,topic,direction_id,screening_depth,reading_basis,sections_checked,method_family,measured_quantity,selection_unit,training_stage_dependency,distinguishes_beneficial_harmful,required_fields,stage1_testability,stage1_implication,method_summary,claim_boundary,evidence_relation,primary_source_verified,verified_at,abstract
DEEP_NP_LEARNING_2005,A Neyman-Pearson Approach to Statistical Learning,Clayton Scott; Robert Nowak,2005,IEEE Transactions on Information Theory,https://doi.org/10.1109/TIT.2005.856955,10.1109/TIT.2005.856955,OPERATIONAL_TAIL,D7_OPERATIONAL_TAIL,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Neyman-Pearson constrained learning,one error type minimized subject to a bound on the other,classifier and decision threshold,EVALUATION_AND_LEARNING,AT_OUTCOME_LEVEL,raw_predictions;labels;predeclared_error_constraint,DIRECT_FOR_PRIMARY_ENDPOINT,Keep FN at or below the preregistered bound and maximize TN; do not replace the constraint with average accuracy.,Develops statistical learning under an asymmetric error constraint in the Neyman-Pearson style.,Finite-sample guarantees depend on assumptions and do not transfer automatically to the reused Stage1 validation set.,SUPPORTS,True,2026-08-07,Asymmetric deployment objectives require constrained evaluation rather than an unconstrained aggregate metric.
DEEP_INFOBATCH_2024,InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,Ziheng Qin; Kai Wang; Zangwei Zheng; Jianyang Gu; Xiangyu Peng; et al.,2024,ICLR 2024,https://openreview.net/forum?id=C61sk5LsK6,,OPTIMIZATION_STABILITY,D5_REALIZED_EXPOSURE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,unbiased dynamic data pruning,loss-based retention probability and rescaled gradient contribution,sample at each training stage,YES,NO_FOR_TARGET_VALUE,per_sample_loss;retention_probability;realized_selection;loss_scale,DIRECT_TELEMETRY_ANALOGY,"Log configured and realized replay inclusion plus effective loss scaling, not only manifest membership.",Randomly prunes lower-loss samples and rescales retained contributions to reduce gradient-expectation bias.,Preserving the full-data expected gradient is a different objective from improving Stage1's asymmetric tail frontier.,SUPPORTS,True,2026-08-07,Dynamic sample inclusion changes gradient expectation unless realized sampling and correction are controlled.
DEEP_SGD_STABILITY_2016,"Train faster, generalize better: Stability of stochastic gradient descent",Moritz Hardt; Ben Recht; Yoram Singer,2016,ICML 2016,https://proceedings.mlr.press/v48/hardt16.html,,OPTIMIZATION_STABILITY,D5_REALIZED_EXPOSURE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,algorithmic stability of stochastic gradient methods,parameter and generalization sensitivity to one-example dataset changes,training algorithm and exposure sequence,YES,AT_ALGORITHM_LEVEL,optimizer_steps;learning_rate;sample_exposure_order;paired_dataset_runs,DIRECT_FOR_TELEMETRY,Record realized exposure and optimizer steps; identical configured replay weight need not imply identical optimization impact.,"Bounds and empirically probes how SGD sensitivity depends on step count, learning rate, and when a changed example is encountered.",The smoothness assumptions and simple experimental models do not hold exactly for YOLO training.,CONTEXT,True,2026-08-07,The timing and number of stochastic updates affect stability and generalization sensitivity.
DEEP_DATA_DIET_2021,Deep Learning on a Data Diet: Finding Important Examples Early in Training,Mansheej Paul; Surya Ganguli; Gintare Karolina Dziugaite,2021,NeurIPS 2021,https://proceedings.neurips.cc/paper/2021/hash/ac56f8fe9eea3e4a365f29f0f1957c55-Abstract.html,,STATIC_SCORE_BASELINES,D8_STATIC_SCORE_BASELINES,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,GraNd and EL2N early-training scores,expected gradient norm and error-vector norm,sample averaged over initializations,EARLY_TRAINING,NO,early_per_sample_gradients_or_probabilities;multiple_initializations,EL2N_DIRECT_GRAND_PILOT,Keep EL2N and GraNd as preregistered baselines; require paired-seed operational validation before promotion.,Scores examples early using expected gradient norm or prediction-error norm and evaluates data pruning across architectures.,Importance for pruning average accuracy is not equivalent to beneficial replay at an FN-constrained operating point.,CAUTIONS,True,2026-08-07,"Early gradient or error magnitude can identify important examples, but the score does not encode target-direction benefit."
DEEP_RHO_LOSS_2022,"Prioritized Training on Points that are Learnable, Worth Learning, and not yet Learnt",Soren Mindermann; Jan M. Brauner; Muhammed T. Razzak; Mrinank Sharma; et al.,2022,ICML 2022,https://proceedings.mlr.press/v162/mindermann22a.html,,TRAINING_DYNAMICS,D1_CONDITIONAL_VALUE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,reducible holdout loss selection,current loss minus irreducible holdout loss,sample at a training step,YES,PARTIAL_FOR_GENERALIZATION,online_sample_loss;independent_holdout_loss_model;training_step,PILOT_REQUIRES_NEW_MODEL,Test reducible loss only in a bounded pilot; existing OOF probabilities do not reconstruct the independent irreducible-loss model.,Selects examples estimated to reduce generalization loss by discounting points that are hard because they are noisy or unlearnable.,"Its objective is average holdout loss, not the asymmetric Stage1 weak-defect and difficult-normal frontier.",SUPPORTS,True,2026-08-07,Raw high loss conflates useful learnable points with noisy or unlearnable points.
DEEP_DATASET_CARTOGRAPHY_2020,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,Swabha Swayamdipta; Roy Schwartz; Nicholas Lourie; Yizhong Wang; Hannaneh Hajishirzi; Noah A. Smith; Yejin Choi,2020,EMNLP 2020,https://aclanthology.org/2020.emnlp-main.746/,10.18653/v1/2020.emnlp-main.746,TRAINING_DYNAMICS,D1_CONDITIONAL_VALUE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,dataset cartography,mean true-class confidence and variability over epochs,sample,YES,NO_OR_PARTIAL,per_sample_probability_trajectory;label;epoch,DIRECT_FOR_OOF_DIAGNOSIS,"Define easy, ambiguous, and hard-to-learn strata descriptively, then test replay effects within each stratum.",Builds data maps from per-example confidence and variability and compares subsets across in-domain and out-of-domain tests.,The original NLP buckets are model-relative and should not be treated as universal Stage1 value classes.,CAUTIONS,True,2026-08-07,"Training trajectories reveal easy, ambiguous, and hard-to-learn regions with different roles."
DEEP_FORGETTING_2019,An Empirical Study of Example Forgetting during Deep Neural Network Learning,Mariya Toneva; Alessandro Sordoni; Remi Tachet des Combes; Adam Trischler; Yoshua Bengio; Geoffrey J. Gordon,2019,ICLR 2019,https://openreview.net/forum?id=BJlxm30cKm,,TRAINING_DYNAMICS,D1_CONDITIONAL_VALUE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,example forgetting,correct-to-incorrect transitions over epochs,sample,YES,NO_OR_PARTIAL,per_sample_correctness_trajectory;epoch;label,DIRECT_FOR_OOF_DIAGNOSIS,"Use forgetting as a reproducible sample descriptor and test its interaction with seed, not as a final value label.",Counts forgetting events from correctness transitions and studies the effect of removing unforgettable examples.,Forgetting depends on model and training recipe and does not encode the direction of an operational-tail update.,CAUTIONS,True,2026-08-07,Samples differ in how often they are learned and later forgotten during training.
DEEP_MEMORIZATION_2017,A Closer Look at Memorization in Deep Networks,Devansh Arpit; Stanislaw Jastrzebski; Nicolas Ballas; David Krueger; et al.,2017,ICML 2017,https://proceedings.mlr.press/v70/arpit17a.html,,TRAINING_DYNAMICS,D1_CONDITIONAL_VALUE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,memorization dynamics,"learning order for simple patterns, real data, and noise",sample population over training,YES,NO,per_sample_loss_or_margin_trajectory;epoch;label_quality_review,DIRECT_FOR_DIAGNOSIS,Separate early learnability from late memorization before calling persistent hard samples valuable.,Contrasts optimization on real and noise data and finds that deep networks tend to learn simple patterns before memorizing noise.,Population-level memorization behavior does not identify whether replaying one Stage1 sample helps the protected tail.,CAUTIONS,True,2026-08-07,"Deep networks can eventually fit noise, while learning simpler regularities earlier."
DEEP_DISTRIBUTIONAL_TDA_2025,Distributional Training Data Attribution: What do Influence Functions Sample?,Bruno Kacper Mlodozeniec; Isaac Reid; Sam Power; David Krueger; Murat A. Erdogdu; Richard E. Turner; Roger Baker Grosse,2025,NeurIPS 2025,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0e8909cae8248c98279f6cd82074aa6d-Abstract-Conference.html,,TRAINING_RANDOMNESS,D1_CONDITIONAL_VALUE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,distributional training-data attribution,change in the distribution of model outputs over training runs,sample or subset across random training runs,YES_ACROSS_RUNS,YES_AS_A_DISTRIBUTION,multi_seed_outputs;paired_dataset_perturbations;raw_predictions,DIRECT_CONCEPTUAL_TARGET,"Estimate arm effects and sample-set effects over seeds, including variance and tail-risk, instead of only the mean.",Defines attribution for stochastic training as the dependence of an output distribution on the training dataset and evaluates distribution-aware pruning.,The demonstrated pruning tasks do not establish the number of seeds needed for Stage1's constrained operating frontier.,SUPPORTS,True,2026-08-07,"Training on one dataset yields a distribution of models, so attribution should target output distributions."
DEEP_BAYESIAN_TDA_2023,A Bayesian Approach To Analysing Training Data Attribution In Deep Learning,Elisa Nguyen; Minjoon Seo; Seong Joon Oh,2023,NeurIPS 2023,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ca774047bc3b46cc81e53ead34cd5d5a-Abstract-Conference.html,10.52202/075280-2803,TRAINING_RANDOMNESS,D1_CONDITIONAL_VALUE,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Bayesian training-data attribution,distribution of attribution over initialization and SGD batches,training-test sample pair across model draws,YES_ACROSS_RUNS,YES_AS_A_DISTRIBUTION,paired_seeds;batch_order;per_run_attribution_or_outcome,DIRECT_DESIGN_GUIDANCE,"Treat the 23 same-selection seed reversals as a distributional effect, not ranking noise to average away.",Treats learned models and attribution estimates as random variables and tests whether sample influence survives initialization and mini-batch noise.,The paper warns that noise-independent influential pairs are rare; it does not provide a cheap scalar ranking for Stage1.,SUPPORTS,True,2026-08-07,Individual attribution can be overshadowed by initialization and SGD batch composition.
OPENALEX_W3173017111,How to measure uncertainty in uncertainty sampling for active learning,Vu-Linh Nguyen; Mohammad Shaker; Eyke Hüllermeier,2021,Machine Learning,https://doi.org/10.1007/s10994-021-06003-9,https://doi.org/10.1007/s10994-021-06003-9,ACTIVE_LEARNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,uncertainty and diversity acquisition,"uncertainty, coverage, or gradient embedding",batch of samples,YES,PARTIAL,model_uncertainty;sample_or_gradient_embedding;budget,ADAPTABLE_NOT_DIRECT,Use diversity after defining a tail-relevant candidate pool.,Method family classified from the primary title and abstract.,Label-acquisition value is not identical to replay value for already labeled samples.,CONTEXT,True,2026-08-07,"Abstract Various strategies for active learning have been proposed in the machine learning literature. In uncertainty sampling, which is among the most popular approaches, the active learner sequentially queries the label of those instances for which its current prediction is maximally uncertain. The predictions as well as the measures used to quantify the degree of uncertainty, such as entropy, are traditionally of a probabilistic nature. Yet, alternative approaches to capturing uncertainty in machine learning, alongside with corresponding uncertainty measures, have been proposed in recent years. In particular, some of these measures seek to distinguish different sources and to separate different types of uncertainty, such as the reducible (epistemic) and the irreducible (aleatoric) part of the total uncertainty in a prediction. The goal of this paper is to elaborate on the usefulness of such measures for uncertainty sampling, and to compare their performance in active learning. To this end, we instantiate uncertainty sampling with different measures, analyze the properties of the sampling strategies thus obtained, and compare them in an experimental study."
OPENALEX_W4319792801,Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection,Xilie Xu; Jingfeng Zhang; Feng Liu; Masashi Sugiyama; Mohan Kankanhalli,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2302.03857,https://doi.org/10.48550/arxiv.2302.03857,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Adversarial contrastive learning (ACL) does not require expensive data annotations but outputs a robust representation that withstands adversarial attacks and also generalizes to a wide range of downstream tasks. However, ACL needs tremendous running time to generate the adversarial variants of all training data, which limits its scalability to large datasets. To speed up ACL, this paper proposes a robustness-aware coreset selection (RCS) method. RCS does not require label information and searches for an informative subset that minimizes a representational divergence, which is the distance of the representation between natural data and their virtual adversarial variants. The vanilla solution of RCS via traversing all possible subsets is computationally prohibitive. Therefore, we theoretically transform RCS into a surrogate problem of submodular maximization, of which the greedy search is an efficient solution with an optimality guarantee for the original problem. Empirically, our comprehensive results corroborate that RCS can speed up ACL by a large margin without significantly hurting the robustness transferability. Notably, to the best of our knowledge, we are the first to conduct ACL efficiently on the large-scale ImageNet-1K dataset to obtain an effective robust representation via RCS. Our source code is at https://github.com/GodXuxilie/Efficient_ACL_via_RCS."
OPENALEX_W4385567975,Efficient Coreset Selection with Cluster-based Methods,Chengliang Chai; Jiayi Wang; Nan Tang; Ye Yuan; Jiabin Liu; Yuhao Deng; Guoren Wang,2023,nan,https://doi.org/10.1145/3580305.3599326,https://doi.org/10.1145/3580305.3599326,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Coreset selection is a technique for efficient machine learning, which selects a subset of the training data to achieve similar model performance as using the full dataset. It can be performed with or without training machine learning models. Coreset selection with training, which iteratively trains the machine model and updates data items in the coreset, is time consuming. Coreset selection without training can select the coreset before training. Gradient approximation is the typical method, but it can also be slow when dealing with large training datasets as it requires multiple iterations and pairwise distance computations for each iteration. The state-of-the-art (SOTA) results w.r.t. effectiveness are achieved by the latter approach, i.e. gradient approximation."
OPENALEX_W4380559146,Efficient and Robust Quantization-aware Training via Adaptive Coreset Selection,Xijie Huang; Zechun Liu; Shih-Yang Liu; Kwang‐Ting Cheng,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.07215,https://doi.org/10.48550/arxiv.2306.07215,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Quantization-aware training (QAT) is a representative model compression method to reduce redundancy in weights and activations. However, most existing QAT methods require end-to-end training on the entire dataset, which suffers from long training time and high energy costs. In addition, the potential label noise in the training data undermines the robustness of QAT. We propose two metrics based on analysis of loss and gradient of quantized weights: error vector score and disagreement score, to quantify the importance of each sample during training. Guided by these two metrics, we proposed a quantization-aware Adaptive Coreset Selection (ACS) method to select the data for the current training epoch. We evaluate our method on various networks (ResNet-18, MobileNetV2, RetinaNet), datasets(CIFAR-10, CIFAR-100, ImageNet-1K, COCO), and under different quantization settings. Specifically, our method can achieve an accuracy of 68.39\% of 4-bit quantized ResNet-18 on the ImageNet-1K dataset with only a 10\% subset, which has an absolute gain of 4.24\% compared to the baseline. Our method can also improve the robustness of QAT by removing noisy samples in the training set."
OPENALEX_W4283761305,Beyond neural scaling laws: beating power law scaling via data pruning,Ben Sorscher; Robert Geirhos; Shashank Shekhar; Surya Ganguli; Ari S. Morcos,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2206.14486,https://doi.org/10.48550/arxiv.2206.14486,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Widely observed neural scaling laws, in which error falls off as a power of the training set size, model size, or both, have driven substantial performance improvements in deep learning. However, these improvements through scaling alone require considerable costs in compute and energy. Here we focus on the scaling of error with dataset size and show how in theory we can break beyond power law scaling and potentially even reduce it to exponential scaling instead if we have access to a high-quality data pruning metric that ranks the order in which training examples should be discarded to achieve any pruned dataset size. We then test this improved scaling prediction with pruned dataset size empirically, and indeed observe better than power law scaling in practice on ResNets trained on CIFAR-10, SVHN, and ImageNet. Next, given the importance of finding high-quality pruning metrics, we perform the first large-scale benchmarking study of ten different data pruning metrics on ImageNet. We find most existing high performing metrics scale poorly to ImageNet, while the best are computationally intensive and require labels for every image. We therefore developed a new simple, cheap and scalable self-supervised pruning metric that demonstrates comparable performance to the best supervised metrics. Overall, our work suggests that the discovery of good data-pruning metrics may provide a viable path forward to substantially improved neural scaling laws, thereby reducing the resource costs of modern deep learning."
OPENALEX_W4307783342,Coverage-centric Coreset Selection for High Pruning Rates,Haizhong Zheng; Rui Liu; Fan Lai; Atul Prakash,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2210.15809,https://doi.org/10.48550/arxiv.2210.15809,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"One-shot coreset selection aims to select a representative subset of the training data, given a pruning rate, that can later be used to train future models while retaining high accuracy. State-of-the-art coreset selection methods pick the highest importance examples based on an importance metric and are found to perform well at low pruning rates. However, at high pruning rates, they suffer from a catastrophic accuracy drop, performing worse than even random sampling. This paper explores the reasons behind this accuracy drop both theoretically and empirically. We first propose a novel metric to measure the coverage of a dataset on a specific distribution by extending the classical geometric set cover problem to a distribution cover problem. This metric helps explain why coresets selected by SOTA methods at high pruning rates perform poorly compared to random sampling because of worse data coverage. We then propose a novel one-shot coreset selection method, Coverage-centric Coreset Selection (CCS), that jointly considers overall data coverage upon a distribution as well as the importance of each example. We evaluate CCS on five datasets and show that, at high pruning rates (e.g., 90%), it achieves significantly better accuracy than previous SOTA methods (e.g., at least 19.56% higher on CIFAR10) as well as random selection (e.g., 7.04% higher on CIFAR10) and comparable accuracy at low pruning rates. We make our code publicly available at https://github.com/haizhongzheng/Coverage-centric-coreset-selection."
OPENALEX_W3135865967,GRAD-MATCH: A Gradient Matching Based Data Subset Selection for Efficient Learning.,Krishnateja Killamsetty; Durga Sivasubramanian; Baharan Mirzasoleiman; Ganesh Ramakrishnan; Abir De; Rishabh Iyer,2021,arXiv (Cornell University),https://arxiv.org/pdf/2103.00123,,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"The great success of modern machine learning models on large datasets is
contingent on extensive computational resources with high financial and
environmental costs. One way to address this is by extracting subsets that
generalize on par with the full data. In this work, we propose a general
framework, GRAD-MATCH, which finds subsets that closely match the gradient of
the training or validation set. We find such subsets effectively using an
orthogonal matching pursuit algorithm. We show rigorous theoretical and
convergence guarantees of the proposed algorithm and, through our extensive
experiments on real-world datasets, show the effectiveness of our proposed
framework. We show that GRAD-MATCH significantly and consistently outperforms
several recent data-selection algorithms and is Pareto-optimal with respect to
the accuracy-efficiency trade-off. The code of GRADMATCH is available as a part
of the CORDS toolkit: https://github.com/decile-team/cords."
OPENALEX_W3056296174,Data-Independent Structured Pruning of Neural Networks via Coresets,Ben Mussay; Daniel E. Feldman; Samson Zhou; Vladimir Braverman; Margarita Osadchy,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2008.08316,https://doi.org/10.48550/arxiv.2008.08316,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Method family classified from the primary title and abstract.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Model compression is crucial for deployment of neural networks on devices with limited computational and memory resources. Many different methods show comparable accuracy of the compressed model and similar compression rates. However, the majority of the compression methods are based on heuristics and offer no worst-case guarantees on the trade-off between the compression rate and the approximation error for an arbitrarily new sample. We propose the first efficient structured pruning algorithm with a provable trade-off between its compression rate and the approximation error for any future test sample. Our method is based on the coreset framework and it approximates the output of a layer of neurons/filters by a coreset of neurons/filters in the previous layer and discards the rest. We apply this framework in a layer-by-layer fashion from the bottom to the top. Unlike previous works, our coreset is data independent, meaning that it provably guarantees the accuracy of the function for any input $x\in \mathbb{R}^d$, including an adversarial one."
OPENALEX_W4393386256,Bridging efficacy and efficiency: Innovations in Shapley value estimation for model-agnostic data valuation in machine learning,Yilu Yang,2024,nan,https://doi.org/10.1117/12.3027116,https://doi.org/10.1117/12.3027116,INFLUENCE_ATTRIBUTION,D4_GRADIENT_PILOT,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,data attribution and valuation,counterfactual or gradient-based target influence,sample or subset,OFTEN_YES,YES_IF_TARGET_SIGN_IS_RETAINED,candidate_gradient;target_gradient;checkpoint;training_state,PILOT_REQUIRED,Measure target-aligned sign across seeds; magnitude alone is insufficient.,Method family classified from the primary title and abstract.,"Attribution approximations can be unstable in non-convex, non-converged, seed-sensitive training.",CAUTIONS,True,2026-08-07,"The escalating advancement of generative AI models amplifies the imperative for adept data valuation techniques. Amidst a myriad of methodologies, various Shapley value estimation techniques, such as Data Shapley, have garnered attention for their proficient data valuation capabilities, despite computational challenges when grappling with large datasets. This paper introduces an innovative, empirically-driven batch method, aiming to expedite data valuation while preserving precision. This method strategically optimizes training batch sizes and testing subsets, effectively striking a balance between computational efficiency and valuation accuracy, a critical step forward given the substantial volume of data processed in contemporary machine learning tasks. A thorough evaluation of different Shapley value estimation techniques is conducted, underscoring TMC-Shapley for its notable efficacy. Furthermore, the exploration delves into the modelagnostic nature of Shapley value estimations, utilizing diverse machine learning models across distinct training phases. This practice not only demonstrates the versatility of Shapley value methods but also highlights their adaptability and generalizability across varied model architectures, reaffirming the significance of this approach in the broader context of machine learning research. The holistic approach and findings presented herein serve as a robust foundation for future explorations and optimizations in the realm of data valuation, paving the way for more nuanced and efficient methodologies"
OPENALEX_W4391685200,Shapley value: from cooperative game to explainable artificial intelligence,Meng Li; Hengyang Sun; Yanjun Huang; Hong Chen,2024,Autonomous Intelligent Systems,https://doi.org/10.1007/s43684-023-00060-8,https://doi.org/10.1007/s43684-023-00060-8,INFLUENCE_ATTRIBUTION,D4_GRADIENT_PILOT,ABSTRACT_SCREEN,PRIMARY_TITLE_AND_ABSTRACT,TITLE;ABSTRACT,data attribution and valuation,counterfactual or gradient-based target influence,sample or subset,OFTEN_YES,YES_IF_TARGET_SIGN_IS_RETAINED,candidate_gradient;target_gradient;checkpoint;training_state,PILOT_REQUIRED,Measure target-aligned sign across seeds; magnitude alone is insufficient.,Method family classified from the primary title and abstract.,"Attribution approximations can be unstable in non-convex, non-converged, seed-sensitive training.",CAUTIONS,True,2026-08-07,"Abstract With the tremendous success of machine learning (ML), concerns about their black-box nature have grown. The issue of interpretability affects trust in ML systems and raises ethical concerns such as algorithmic bias. In recent years, the feature attribution explanation method based on Shapley value has become the mainstream explainable artificial intelligence approach for explaining ML models. This paper provides a comprehensive overview of Shapley value-based attribution methods. We begin by outlining the foundational theory of Shapley value rooted in cooperative game theory and discussing its desirable properties. To enhance comprehension and aid in identifying relevant algorithms, we propose a comprehensive classification framework for existing Shapley value-based feature attribution methods from three dimensions: Shapley value type, feature replacement method, and approximation method. Furthermore, we emphasize the practical application of the Shapley value at different stages of ML model development, encompassing pre-modeling, modeling, and post-modeling phases. Finally, this work summarizes the limitations associated with the Shapley value and discusses potential directions for future research."
