evidence_id,title,screening_depth,reading_basis,sections_checked,method_summary,claim_boundary,stage1_implication,primary_url
DEEP_BADGE_2020,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Uses k-means++ style sampling in hallucinated gradient space to combine uncertainty and batch diversity without a tuned blend weight.,Active-label informativeness is not the same as replay benefit for already labeled samples.,Use last-layer gradient embeddings for diversity only after positive target alignment is checked.,https://openreview.net/forum?id=ryghZJBKPS
DEEP_OGA_2025,Outlier Gradient Analysis: Efficiently Identifying Detrimental Training Samples for Deep Learning Models,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Reformulates detrimental-sample identification as Hessian-free gradient outlier detection and evaluates noise detection and data selection.,Gradient outlierness is model- and representation-dependent and may also flag rare but valid Stage1 modes.,"Add gradient outlier status as a risk flag, not a positive-value score, in the key-checkpoint pilot.",https://proceedings.mlr.press/v267/chhabra25a.html
DEEP_SOURCE_2024,Training Data Attribution via Approximate Unrolling,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Connects implicit differentiation and unrolling to handle non-converged models and multi-stage training more faithfully.,Approximate unrolling remains costly and is not justified before the bounded gradient pilot shows signal.,Preserve optimizer and stage provenance now so a path-aware attribution study remains possible after the campaign.,https://proceedings.neurips.cc/paper_files/paper/2024/hash/7af60ccb99c7a434a0d9d9c1fb00ca94-Abstract-Conference.html
DEEP_TRAK_2023,TRAK: Attributing Model Behavior at Scale,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Uses random projection and a small ensemble of trained models to scale predictive data attribution.,It remains substantially heavier than the first last-layer pilot and does not remove stochastic attribution uncertainty.,Reserve TRAK for escalation if last-layer alignment is reproducible and informative across seeds.,https://proceedings.mlr.press/v202/park23c.html
DEEP_TRACIN_2020,Estimating Training Data Influence by Tracing Gradient Descent,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Approximates training-point influence by accumulating target-training gradient similarity at saved checkpoints.,Checkpoint and layer subsampling are approximations and can miss path effects outside the measured layers or times.,"Collect last-layer gradient alignment at 120, 140, 150, 160, 180, and 200 for candidates and fixed tail probes.",https://proceedings.neurips.cc/paper/2020/hash/e6385d39ec9394f2f3a354d9d2b88eec-Abstract.html
DEEP_INFLUENCE_FUNCTIONS_2017,Understanding Black-box Predictions via Influence Functions,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Approximates the effect of infinitesimal training-point upweighting using gradients and inverse-Hessian-vector products.,"Classical assumptions fail for non-convex, non-converged deep training and large finite replay weights.","Use the target-loss formulation, but avoid claiming exact influence without Hessian and convergence checks.",https://proceedings.mlr.press/v70/koh17a.html
DEEP_INFOMAX_PRUNING_2025,Data Pruning by Information Maximization,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Frames coreset selection as discrete quadratic optimization of total importance minus pairwise redundancy.,The method assumes the supplied importance score is meaningful; it does not solve Stage1's conditional-value problem.,Use a transparent coverage optimizer within each preregistered candidate stratum rather than an arbitrary blended score.,https://arxiv.org/abs/2506.01701
DEEP_D2_PRUNING_2024,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Uses forward and reverse graph message passing to combine difficulty with coverage of neighboring sample regions.,Diversity can reduce redundancy but cannot make a target-opposed gradient beneficial.,Apply video limits and embedding-space coverage after defining a candidate mechanism signal.,https://openreview.net/forum?id=thbtoAkCe9
DEEP_DSDM_2024,DsDm: Model-Aware Dataset Selection with Datamodels,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Optimizes dataset selection for explicit target tasks by modeling how training-set membership changes downstream performance.,Datamodels require broad randomized subset variation; the current fixed method-budget design is not sufficient for causal per-sample coefficients.,"Use the existing 240 runs as set-level evidence, but require new randomized subset coverage before fitting a Stage1 datamodel.",https://proceedings.mlr.press/v235/engstrom24a.html
DEEP_DATASET_PRUNING_2023,Dataset Pruning: Reducing Training Data by Examining Generalization Influence,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Optimizes a proxy subset under a constrained generalization gap and analyzes set-level removal influence.,Its average generalization objective does not directly encode the Stage1 FN-constrained raw frontier.,"Evaluate sample sets, not only isolated ranks, because opposite gradients and interactions can cancel or reinforce.",https://openreview.net/forum?id=4wZiAXD29TQ
DEEP_MODERATE_CORESET_2023,Moderate Coreset: A Universal Method of Data Selection for Real-world Data-efficient Deep Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Selects samples near the class-conditional score median as a scenario-robust proxy for the full distribution.,"Median proximity is a robust baseline, not evidence of positive operational-tail influence.",Include moderate-band controls so extreme hardest-tail replay is not the only non-random comparator.,https://openreview.net/forum?id=7D5EECbOaf9
DEEP_GLISTER_2021,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Formulates subset selection as bilevel optimization of held-out likelihood and provides an iterative online approximation.,A single held-out objective can obscure conflict between false-positive reduction and defect-tail preservation.,"If gradient selection escalates, define separate difficult-normal and weak-defect held-out targets rather than one average validation loss.",https://ojs.aaai.org/index.php/AAAI/article/view/16988
DEEP_GRADMATCH_2021,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Uses orthogonal matching pursuit to choose a weighted subset whose gradient matches a training or validation reference gradient.,Matching one aggregate validation gradient can hide conflict between the two protected Stage1 tails.,Compare aggregate selected-set gradient with separate difficult-normal and weak-defect target gradients.,https://proceedings.mlr.press/v139/killamsetty21a.html
DEEP_REPLAY_SCHEDULING_2022,Learn the Time to Learn: Replay Scheduling in Continual Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Uses search and reinforcement learning to choose replay schedules and compares them with equal replay policies.,"Continual task replay differs from same-task sample replay, so only the timing hypothesis transfers directly.",Hold selection fixed and compare continuous replay with preregistered decay and stop schedules.,https://arxiv.org/abs/2209.08660
DEEP_EXPERIENCE_REPLAY_2019,Experience Replay for Continual Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Combines current and replayed experience with behavioral cloning to balance plasticity and stability.,The experiments are multi-task reinforcement learning rather than supervised industrial inspection.,Track the replay/base mixture explicitly and protect old behavior instead of assuming more replay is always safer.,https://proceedings.neurips.cc/paper_files/paper/2019/hash/fa7cdfad1a5aaf8370ebeda47a1ff1c3-Abstract.html
DEEP_MAX_INTERFERED_REPLAY_2019,Online Continual Learning with Maximal Interfered Retrieval,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Retrieves memories whose predictions would be most negatively affected by the prospective parameter update.,Preventing forgetting in task streams is not equivalent to maximizing Stage1 TN under an FN constraint.,Measure whether difficult-normal replay is predicted to damage weak-defect probes at key checkpoints.,https://proceedings.neurips.cc/paper_files/paper/2019/hash/15825aee15eb335cc13f9b559f166ee8-Abstract.html
DEEP_UNDERSPECIFICATION_2022,Underspecification Presents Challenges for Credibility in Modern Machine Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Shows that pipelines can return many predictors with similar in-domain performance but materially different deployment behavior.,It diagnoses a broad credibility failure mode rather than a sample-selection algorithm.,Treat models with similar aggregate metrics as non-equivalent until the protected tails agree.,https://jmlr.org/papers/v23/20-1335.html
DEEP_BENCHMARK_VARIANCE_2021,Accounting for Variance in Machine Learning Benchmarks,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Models the complete benchmark process and compares estimators that include multiple sources of experimental variation.,Its benchmark error analysis is general and does not specify Stage1's operational success criterion.,Use paired seeds and report uncertainty over six-arm effects; a best run is not evidence of a reliable policy.,https://proceedings.mlsys.org/paper_files/paper/2021/hash/0184b0cd3cfb185989f858a1d9f5c1eb-Abstract.html
DEEP_CODIS_2023,Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,"Maintains two-network divergence by selecting likely-clean examples with high probability discrepancy, admitting more hard-clean samples than disagreement-only rules.",Requires two networks and noisy-label assumptions; discrepancy does not prove a positive Stage1 tail effect.,Distinguish persistent hard-clean candidates from consensus errors before increasing replay dose.,https://openaccess.thecvf.com/content/ICCV2023/html/Xia_Combating_Noisy_Labels_with_Sample_Selection_by_Mining_High-Discrepancy_Examples_ICCV_2023_paper.html
DEEP_AUM_2020,Identifying Mislabeled Data using the Area Under the Margin Ranking,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Uses the average training-time margin and synthetic threshold samples to identify likely mislabeled data.,Low margin also includes valid ambiguous or hard-clean examples; AUM is not a direct replay-benefit estimator.,"Use margin trajectories to quarantine noise-like replay candidates, while retaining a separate protected weak-defect probe.",https://proceedings.neurips.cc/paper_files/paper/2020/hash/c6102b3727b2a7d8b1bb6981147081ef-Abstract.html
DEEP_COTEACHING_2018,Co-teaching: Robust training of deep neural networks with extremely noisy labels,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Two networks exchange their small-loss examples so each updates from the peer's selected data rather than its own errors.,Small loss can favor easy samples and the assumed noise-rate schedule is unavailable in Stage1.,Use its clean-first caution to interpret extreme hard samples; do not add two-network training to the first campaign.,https://proceedings.neurips.cc/paper_files/paper/2018/hash/a19744e268754fb0148b017647355b7b-Abstract.html
DEEP_CALIBRATION_2017,On Calibration of Modern Neural Networks,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Evaluates calibration failures in modern networks and compares post-processing methods including temperature scaling.,Monotone temperature scaling changes probability interpretation but cannot repair a damaged sample ordering.,Report raw ranking/frontier separately from calibrated probabilities; calibration must not be called a sample-value gain.,https://proceedings.mlr.press/v70/guo17a.html
DEEP_PARTIAL_AUC_2013,A Structural SVM Based Approach for Optimizing Partial AUC,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Optimizes a structural surrogate for ROC area restricted to a specified operating interval.,Stage1 will evaluate the raw frontier after training rather than implement the paper's structural SVM objective.,Use the complete raw FN 0-95 frontier and a preregistered partial region to distinguish ranking improvement from threshold movement.,https://proceedings.mlr.press/v28/narasimhan13.html
DEEP_NP_LEARNING_2005,A Neyman-Pearson Approach to Statistical Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Develops statistical learning under an asymmetric error constraint in the Neyman-Pearson style.,Finite-sample guarantees depend on assumptions and do not transfer automatically to the reused Stage1 validation set.,Keep FN at or below the preregistered bound and maximize TN; do not replace the constraint with average accuracy.,https://doi.org/10.1109/TIT.2005.856955
DEEP_INFOBATCH_2024,InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Randomly prunes lower-loss samples and rescales retained contributions to reduce gradient-expectation bias.,Preserving the full-data expected gradient is a different objective from improving Stage1's asymmetric tail frontier.,"Log configured and realized replay inclusion plus effective loss scaling, not only manifest membership.",https://openreview.net/forum?id=C61sk5LsK6
DEEP_SGD_STABILITY_2016,"Train faster, generalize better: Stability of stochastic gradient descent",DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,"Bounds and empirically probes how SGD sensitivity depends on step count, learning rate, and when a changed example is encountered.",The smoothness assumptions and simple experimental models do not hold exactly for YOLO training.,Record realized exposure and optimizer steps; identical configured replay weight need not imply identical optimization impact.,https://proceedings.mlr.press/v48/hardt16.html
DEEP_DATA_DIET_2021,Deep Learning on a Data Diet: Finding Important Examples Early in Training,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Scores examples early using expected gradient norm or prediction-error norm and evaluates data pruning across architectures.,Importance for pruning average accuracy is not equivalent to beneficial replay at an FN-constrained operating point.,Keep EL2N and GraNd as preregistered baselines; require paired-seed operational validation before promotion.,https://proceedings.neurips.cc/paper/2021/hash/ac56f8fe9eea3e4a365f29f0f1957c55-Abstract.html
DEEP_RHO_LOSS_2022,"Prioritized Training on Points that are Learnable, Worth Learning, and not yet Learnt",DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Selects examples estimated to reduce generalization loss by discounting points that are hard because they are noisy or unlearnable.,"Its objective is average holdout loss, not the asymmetric Stage1 weak-defect and difficult-normal frontier.",Test reducible loss only in a bounded pilot; existing OOF probabilities do not reconstruct the independent irreducible-loss model.,https://proceedings.mlr.press/v162/mindermann22a.html
DEEP_DATASET_CARTOGRAPHY_2020,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Builds data maps from per-example confidence and variability and compares subsets across in-domain and out-of-domain tests.,The original NLP buckets are model-relative and should not be treated as universal Stage1 value classes.,"Define easy, ambiguous, and hard-to-learn strata descriptively, then test replay effects within each stratum.",https://aclanthology.org/2020.emnlp-main.746/
DEEP_FORGETTING_2019,An Empirical Study of Example Forgetting during Deep Neural Network Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Counts forgetting events from correctness transitions and studies the effect of removing unforgettable examples.,Forgetting depends on model and training recipe and does not encode the direction of an operational-tail update.,"Use forgetting as a reproducible sample descriptor and test its interaction with seed, not as a final value label.",https://openreview.net/forum?id=BJlxm30cKm
DEEP_MEMORIZATION_2017,A Closer Look at Memorization in Deep Networks,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Contrasts optimization on real and noise data and finds that deep networks tend to learn simple patterns before memorizing noise.,Population-level memorization behavior does not identify whether replaying one Stage1 sample helps the protected tail.,Separate early learnability from late memorization before calling persistent hard samples valuable.,https://proceedings.mlr.press/v70/arpit17a.html
DEEP_DISTRIBUTIONAL_TDA_2025,Distributional Training Data Attribution: What do Influence Functions Sample?,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Defines attribution for stochastic training as the dependence of an output distribution on the training dataset and evaluates distribution-aware pruning.,The demonstrated pruning tasks do not establish the number of seeds needed for Stage1's constrained operating frontier.,"Estimate arm effects and sample-set effects over seeds, including variance and tail-risk, instead of only the mean.",https://proceedings.neurips.cc/paper_files/paper/2025/hash/0e8909cae8248c98279f6cd82074aa6d-Abstract-Conference.html
DEEP_BAYESIAN_TDA_2023,A Bayesian Approach To Analysing Training Data Attribution In Deep Learning,DEEP_READ,PRIMARY_PAPER_METHOD_EXPERIMENTS_AND_SCOPE,ABSTRACT;METHOD;EXPERIMENTS;LIMITATIONS_OR_SCOPE_BOUNDARY,Treats learned models and attribution estimates as random variables and tests whether sample influence survives initialization and mini-batch noise.,The paper warns that noise-independent influential pairs are rare; it does not provide a cheap scalar ranking for Stage1.,"Treat the 23 same-selection seed reversals as a distributional effect, not ranking noise to average away.",https://proceedings.neurips.cc/paper_files/paper/2023/hash/ca774047bc3b46cc81e53ead34cd5d5a-Abstract-Conference.html
