run_slot,completed_epochs,expected_steps_per_epoch,optimizer_steps_total,loss_finite,best_top1_epoch,best_top1,final_top1,final_train_loss,final_val_loss,last_window_epochs,last_window_top1_mean,last_window_top1_std,last_window_val_loss_mean,last_window_val_loss_std,last_window_val_loss_slope,top1_normalized_auc
RUN_158,200,985,197000,True,200,0.94479,0.94479,0.02908,0.2579,20,0.9438745,0.0005589049561419,0.230706,0.0152986974608951,0.0026446165413533,0.927142185929648
RUN_159,200,985,197000,True,199,0.94633,0.94621,0.02616,0.26304,20,0.945511,0.0004959929434981,0.2387355,0.014459617379101,0.0025001729323308,0.9307040452261306
RUN_160,200,985,197000,True,190,0.9445,0.94354,0.02556,0.27004,20,0.943771,0.0004414849940824,0.2457759999999999,0.0147686453000943,0.0025590375939849,0.93048959798995
RUN_161,200,985,197000,True,186,0.94421,0.94321,0.03005,0.2627,20,0.9436005000000002,0.0003891461807598,0.2359099999999999,0.0156658459714118,0.0027074586466165,0.92728283919598
RUN_162,200,985,197000,True,198,0.94542,0.94525,0.02571,0.26718,20,0.944871,0.0002478689169702,0.2434415,0.0146372484692308,0.0025350300751879,0.9306868844221104
RUN_163,200,961,192200,True,192,0.94508,0.94488,0.0256,0.26172,20,0.944738,0.0002155597365001,0.2356945,0.0157060852776877,0.0027175864661654,0.9303047236180904
RUN_164,200,961,192200,True,197,0.94483,0.9445,0.02909,0.25645,20,0.9440445,0.0005613953597955,0.232696,0.0137741077387974,0.0023818045112781,0.9276870603015074
RUN_165,200,961,192200,True,200,0.94617,0.94617,0.02742,0.26231,20,0.9452085,0.0005662444260211,0.237137,0.0148308776206939,0.0025670977443608,0.9295401256281408
RUN_166,200,961,192200,True,195,0.94563,0.94521,0.02646,0.26417,20,0.9446229999999998,0.0006633181740311,0.239468,0.0138364549650551,0.0023893834586466,0.9298303015075376
RUN_167,200,961,192200,True,199,0.94442,0.94412,0.02939,0.26095,20,0.9426355,0.0007981696248292,0.2364754999999999,0.0145962757150582,0.0025288796992481,0.9273680904522612
RUN_168,200,961,192200,True,196,0.94492,0.94442,0.0277,0.26781,20,0.9442835,0.0002656176763696,0.241317,0.0160915661450338,0.0027898345864661,0.929620376884422
RUN_169,200,961,192200,True,198,0.945,0.94496,0.02624,0.26123,20,0.944452,0.0004743163501293,0.236431,0.0147739046632906,0.0025558195488721,0.9295783165829146
RUN_170,200,961,192200,True,192,0.94446,0.94396,0.02944,0.26313,20,0.9438665,0.000338899321333,0.234687,0.0160162876784852,0.0027673984962405,0.92774608040201
RUN_171,200,961,192200,True,196,0.94554,0.94529,0.02608,0.26377,20,0.9445805,0.0008020191705938,0.2377254999999999,0.0151688920079879,0.0026234812030075,0.9294507537688445
RUN_172,200,961,192200,True,197,0.94638,0.94608,0.02732,0.26443,20,0.94553,0.0005401758972779,0.2391749999999999,0.0148116300588422,0.0025636090225563,0.9310303015075376
RUN_173,200,961,192200,True,198,0.94563,0.94542,0.02713,0.26492,20,0.9447965,0.0004422813018882,0.240725,0.0147157108221111,0.0025502406015037,0.9301022110552764
RUN_174,200,961,192200,True,185,0.94467,0.94446,0.02602,0.26605,20,0.9441755,0.0002747084818493,0.2398349999999999,0.0155658730882658,0.0026966015037594,0.9305943467336684
RUN_175,200,961,192200,True,197,0.94479,0.94458,0.02665,0.26498,20,0.944412,0.0002222071105973,0.2403984999999999,0.0151406685040654,0.0026218120300751,0.9302752763819094
RUN_176,200,961,192200,True,190,0.94529,0.94496,0.02717,0.26258,20,0.944882,0.0001971446169693,0.2375149999999999,0.0148343063538542,0.0025696090225563,0.9306030904522614
RUN_177,200,961,192200,True,185,0.94571,0.94483,0.02698,0.26585,20,0.9451625,0.00026040113287,0.240323,0.0155467080438271,0.0026938195488721,0.9300551256281406
RUN_178,200,961,192200,True,194,0.94617,0.94567,0.02676,0.26213,20,0.9452825,0.000573906569051,0.237775,0.0146361793170212,0.0025364210526315,0.9306779648241206
RUN_179,200,961,192200,True,187,0.94546,0.94458,0.02668,0.26785,20,0.9450245,0.0002614474134505,0.242197,0.0155338920106971,0.0026922406015037,0.9294471859296484
RUN_180,200,961,192200,True,198,0.946,0.94596,0.02674,0.26898,20,0.9450235,0.000610280877957,0.2451229999999999,0.0146413124753213,0.0025381052631578,0.930330703517588
RUN_181,200,961,192200,True,190,0.94575,0.94529,0.02632,0.26527,20,0.9452215,0.0002287853797776,0.2398585,0.0154197140943014,0.0026701127819548,0.9307838190954774
RUN_182,200,961,192200,True,191,0.94417,0.94354,0.02719,0.27394,20,0.9438544999999998,0.000173218792283,0.2455474999999999,0.0171116226217737,0.0029637669172932,0.9300872361809044
RUN_183,200,961,192200,True,197,0.94538,0.94508,0.02657,0.2686,20,0.9445515,0.0005401506734236,0.2428885,0.0156552631006316,0.0027137969924812,0.9305051758793972
RUN_184,200,961,192200,True,199,0.94596,0.94567,0.02586,0.26052,20,0.9449270000000002,0.0006664015306104,0.2362739999999999,0.014026207755484,0.0024263458646616,0.9300603768844222
RUN_185,200,961,192200,True,186,0.94538,0.94517,0.02645,0.2648,20,0.945012,0.0002012361796496,0.2391275,0.0150177164958591,0.0025958120300751,0.9303126130653264
RUN_186,200,961,192200,True,192,0.94463,0.94362,0.02609,0.27326,20,0.944117,0.0002583621489305,0.2463844999999999,0.0162624630591432,0.0028157669172932,0.9305848743718592
RUN_187,200,961,192200,True,189,0.94575,0.94571,0.02667,0.25925,20,0.9451885,0.0003207534099584,0.2375165,0.013427374380347,0.0023275714285714,0.930262889447236
RUN_188,200,961,192200,True,195,0.94454,0.9445,0.02739,0.26653,20,0.9440575,0.0003364353578326,0.240391,0.0154615561635949,0.0026766315789473,0.9304117085427136
RUN_189,200,961,192200,True,192,0.94533,0.94479,0.02693,0.26147,20,0.94485,0.0002334095113743,0.235975,0.0142225533924116,0.0024534135338345,0.9305825628140704
RUN_190,200,961,192200,True,198,0.94596,0.94579,0.02541,0.25969,20,0.9452064999999996,0.0005227740907887,0.2384764999999999,0.0126468226345592,0.0021916616541353,0.9309006783919598
RUN_191,200,961,192200,True,192,0.94546,0.94458,0.02723,0.26631,20,0.944687,0.0004192743731734,0.240672,0.0151955814630437,0.0026293834586466,0.9298323115577888
RUN_192,200,961,192200,True,194,0.94538,0.94454,0.02497,0.26556,20,0.9446870000000004,0.0004143561270211,0.2411644999999999,0.013989793949519,0.0024176466165413,0.930680552763819
RUN_193,200,961,192200,True,195,0.94642,0.94608,0.02707,0.25894,20,0.9456459999999998,0.0006262539421033,0.2364434999999999,0.0129911020606413,0.0022482631578947,0.9308340201005024
RUN_194,200,961,192200,True,197,0.94542,0.94508,0.02636,0.26791,20,0.9447485,0.0003838264581813,0.2410369999999999,0.0161812323696311,0.0028015789473684,0.9306712562814072
RUN_195,200,961,192200,True,200,0.94567,0.94567,0.02602,0.26155,20,0.9448845,0.0004533924900127,0.235844,0.0151817039228144,0.0026253383458646,0.930916783919598
RUN_196,200,961,192200,True,198,0.94604,0.94592,0.0253,0.26952,20,0.945259,0.0007863071918785,0.242803,0.0151062206060946,0.0026091578947368,0.93102216080402
RUN_197,200,961,192200,True,193,0.94612,0.94567,0.0263,0.26665,20,0.945571,0.0002718437050953,0.241284,0.0147135901125456,0.0025443007518796,0.9309758291457289
RUN_198,200,961,192200,True,192,0.94496,0.94412,0.02572,0.26588,20,0.9442985,0.0003169901418025,0.2395554999999999,0.0148968927884307,0.0025776015037593,0.9303908291457288
RUN_199,200,961,192200,True,189,0.94538,0.94454,0.02655,0.26648,20,0.9448235,0.0003050618789688,0.2421019999999999,0.0139760275471966,0.0024164962406014,0.9311212060301508
RUN_200,200,961,192200,True,199,0.94683,0.94667,0.02661,0.25836,20,0.945532,0.0009688322868278,0.2363955,0.012682439621382,0.0021926390977443,0.930062864321608
RUN_201,200,961,192200,True,198,0.94571,0.94533,0.02614,0.26479,20,0.9451195,0.000358028979274,0.239468,0.0150526461461099,0.0026066616541353,0.9305063567839196
RUN_202,200,961,192200,True,196,0.94587,0.94567,0.02682,0.26315,20,0.944976,0.000647382421757,0.240693,0.0131622099588177,0.0022808721804511,0.9311342211055276
RUN_203,200,961,192200,True,182,0.94512,0.9445,0.02645,0.2622,20,0.944753,0.0002090478414143,0.2376074999999999,0.014797554147561,0.0025628045112781,0.9302289447236182
RUN_204,200,961,192200,True,188,0.94533,0.94504,0.02617,0.26381,20,0.9450149999999996,0.0001428460709995,0.239506,0.014429962023512,0.0024998796992481,0.930989648241206
RUN_205,200,961,192200,True,186,0.94429,0.94358,0.02593,0.2667,20,0.94381,0.0003060065358779,0.2424875,0.0145225858148609,0.0025160977443608,0.9311307788944724
RUN_206,200,961,192200,True,200,0.94496,0.94496,0.02626,0.26618,20,0.9443725,0.0003187612743104,0.242086,0.014945205719561,0.002590947368421,0.930297864321608
RUN_207,200,961,192200,True,200,0.94546,0.94546,0.02597,0.26505,20,0.9448705,0.0004021501585229,0.2392949999999999,0.0149409586372494,0.0025864060150375,0.9310777386934672
RUN_208,200,961,192200,True,200,0.94525,0.94525,0.02563,0.26755,20,0.9442585,0.000594190836348,0.242461,0.0147452415714358,0.0025523759398496,0.930738266331658
RUN_209,200,961,192200,True,199,0.9455,0.94538,0.02688,0.265,20,0.944492,0.0005186578833875,0.2390229999999999,0.0156598308100694,0.0027134586466165,0.9301132663316584
RUN_210,200,961,192200,True,200,0.94579,0.94579,0.02585,0.26808,20,0.944983,0.0006675335197576,0.2416269999999999,0.0153588173698367,0.002651984962406,0.9307352010050252
RUN_211,200,961,192200,True,195,0.94458,0.94437,0.02563,0.26787,20,0.9439989999999998,0.0004422318396497,0.2431439999999999,0.0150158081367604,0.0026033533834586,0.9310061306532664
RUN_212,200,961,192200,True,200,0.94467,0.94467,0.02673,0.26341,20,0.9440915,0.0002868845586642,0.2375105,0.0157657608363821,0.0027314661654135,0.9302402261306532
RUN_213,200,961,192200,True,199,0.94529,0.94517,0.02546,0.26376,20,0.9448345,0.0003036358839136,0.2381075,0.0149412663034295,0.0025841729323308,0.9311816582914572
RUN_214,200,961,192200,True,199,0.94571,0.94558,0.02619,0.26055,20,0.9449135,0.0004540294593966,0.2363105,0.0142193450886459,0.0024577368421052,0.931128216080402
RUN_215,200,961,192200,True,189,0.94558,0.94508,0.02751,0.26513,20,0.945107,0.0003422440649594,0.2384069999999999,0.0156684185864432,0.0027121203007518,0.9305552763819096
RUN_216,200,961,192200,True,198,0.945,0.94492,0.02533,0.26835,20,0.9442995000000002,0.0004607545441989,0.242627,0.0153528111758075,0.0026592932330827,0.9307080653266332
RUN_217,200,961,192200,True,200,0.94525,0.94525,0.02595,0.26527,20,0.944303,0.0004214154719513,0.2410005,0.0139889890538952,0.0024157067669172,0.9311083417085428
RUN_218,200,961,192200,True,196,0.94538,0.94512,0.02689,0.26354,20,0.9448185,0.0003226030843001,0.2399944999999999,0.0140314181303957,0.0024292105263157,0.9301744221105528
RUN_219,200,961,192200,True,194,0.94471,0.94437,0.02666,0.26846,20,0.944043,0.0004519081765137,0.2420389999999999,0.0156420266909374,0.0027098796992481,0.9303559296482412
RUN_220,200,961,192200,True,191,0.94563,0.94546,0.02526,0.26231,20,0.9452275,0.0003085753554644,0.2357135,0.015129682837059,0.0026180977443609,0.9309452512562814
RUN_221,200,961,192200,True,200,0.94571,0.94571,0.02724,0.26173,20,0.9448609999999998,0.0005350971874342,0.235728,0.0146110378139268,0.0025301804511278,0.93114283919598
RUN_222,200,961,192200,True,200,0.94662,0.94662,0.02559,0.26141,20,0.9456245,0.0005311824074647,0.2379995,0.0141351789783504,0.0024501578947368,0.9310726381909548
RUN_223,200,961,192200,True,199,0.94638,0.94617,0.02704,0.26434,20,0.945276,0.0007255714988889,0.2391555,0.0146414130038736,0.0025336315789473,0.9307835175879396
RUN_224,200,961,192200,True,188,0.94367,0.94317,0.02702,0.26961,20,0.9432564999999998,0.0002349739347246,0.2422144999999999,0.0161335152632648,0.0027832706766917,0.9302396482412062
RUN_225,200,961,192200,True,190,0.94658,0.94567,0.02588,0.26293,20,0.9456395,0.0004949492398216,0.235501,0.0157432416928661,0.0027238045112781,0.930852185929648
RUN_226,200,961,192200,True,200,0.94617,0.94617,0.02635,0.26057,20,0.944694,0.0006367448468578,0.2384125,0.0132562437647321,0.0022955112781954,0.9308670854271356
RUN_227,200,961,192200,True,200,0.94521,0.94521,0.02861,0.25707,20,0.9436785,0.0010634391143831,0.2335674999999999,0.013674157332355,0.0023627443609022,0.9272441206030152
RUN_228,200,961,192200,True,200,0.94567,0.94567,0.02565,0.2672,20,0.944502,0.0005223849155555,0.243153,0.0150241059966974,0.0026044511278195,0.9305450753768844
RUN_229,200,961,192200,True,187,0.94467,0.94446,0.02641,0.26628,20,0.944312,0.0002176143377629,0.241065,0.0152032757983271,0.0026337744360902,0.9304621859296484
RUN_230,200,961,192200,True,200,0.94479,0.94479,0.02868,0.25935,20,0.9440910000000002,0.000526240439343,0.235374,0.0141424744652412,0.0024418796992481,0.9272956030150752
RUN_231,200,961,192200,True,196,0.94483,0.94471,0.02665,0.26629,20,0.9442035,0.0005092865107186,0.2404759999999999,0.0157023174722714,0.0027208571428571,0.9298454522613064
RUN_232,200,961,192200,True,190,0.94683,0.94596,0.02582,0.26835,20,0.946026,0.000499993999964,0.2424825,0.0158581086120003,0.0027477669172932,0.9307410552763818
RUN_233,200,961,192200,True,200,0.94546,0.94546,0.02929,0.25835,20,0.9442655,0.0006397614789904,0.2348175,0.0141807351272774,0.0024533458646616,0.9274393216080402
RUN_234,200,961,192200,True,192,0.94621,0.94587,0.02634,0.26045,20,0.9454684999999998,0.0003816054900024,0.2356284999999999,0.0148447247448378,0.0025720827067669,0.9305754522613068
RUN_235,200,961,192200,True,193,0.94533,0.94508,0.02581,0.25942,20,0.9448525,0.0002720638711773,0.2365265,0.0138653132943327,0.0024031954887217,0.9303144974874372
RUN_236,200,961,192200,True,200,0.94458,0.94458,0.03026,0.25873,20,0.9438335,0.0004108196076138,0.2347369999999999,0.0138516219627883,0.0023953684210526,0.9278335427135678
RUN_237,200,961,192200,True,199,0.94479,0.94446,0.02661,0.26434,20,0.9439355,0.0004852883163646,0.24294,0.0133035863585726,0.0023067067669172,0.929258567839196
RUN_238,200,961,192200,True,186,0.94604,0.94483,0.02671,0.26487,20,0.9450345,0.0004528738786902,0.2389335,0.0159654246028722,0.0027678721804511,0.9300148743718594
RUN_239,200,961,192200,True,199,0.9445,0.94417,0.03034,0.26182,20,0.9435745,0.0005852732267923,0.236887,0.0148583983322564,0.0025724210526315,0.9282390201005024
RUN_240,200,961,192200,True,188,0.94625,0.94571,0.02719,0.26428,20,0.945558,0.0003998949862151,0.2385095,0.0152356396239212,0.0026372556390977,0.9299038693467336
