reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
46,PRIMARY,P0327,RGA82414DB45D68A66,Data-efficient flood depth prediction through domain-aware coreset selection and tabular foundation models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0327.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0327.pdf,PDF,https://arxiv.org/abs/2606.05265,https://arxiv.org/pdf/2606.05265,10.48550/arxiv.2606.05265,NOT_ASSESSED_AT_BROAD_LEVEL
47,PRIMARY,P0206,RG870C4700F1ABF444,HYperbolic Self-Paced Learning for Self-Supervised Skeleton-based Action Representations,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0206.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0206.pdf,PDF,http://arxiv.org/abs/2303.06242,https://arxiv.org/pdf/2303.06242,10.48550/arxiv.2303.06242,NOT_ASSESSED_AT_BROAD_LEVEL
48,PRIMARY,P0123,RGEF55B4AA75DDA72D,Automatic Lecture Transcription Based on Discriminative Data Selection for Lightly Supervised Acoustic Model Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0123.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0123.pdf,PDF,https://doi.org/10.1587/transinf.2015edp7047,https://www.jstage.jst.go.jp/article/transinf/E98.D/8/E98.D_2015EDP7047/_pdf,10.1587/transinf.2015edp7047,NOT_ASSESSED_AT_BROAD_LEVEL
49,PRIMARY,P0184,RG6701A4112FBFD660,On The Power of Curriculum Learning in Training Deep Networks,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0184.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0184.pdf,PDF,http://arxiv.org/abs/1904.03626,https://arxiv.org/pdf/1904.03626,10.48550/arxiv.1904.03626,NOT_ASSESSED_AT_BROAD_LEVEL
50,PRIMARY,P0041,RG90CBD815709C5863,Training Data Selection by Categorical Variables for Better Rare Event Prediction in Multiple Products Production Line,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/2079-9292/11/7/1056/pdf?version=1648453224,sources/screened_method_anchor_complete_v3/P0041.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0041.html,HTML,https://doi.org/10.3390/electronics11071056,https://www.mdpi.com/2079-9292/11/7/1056/pdf?version=1648453224,10.3390/electronics11071056,NOT_ASSESSED_AT_BROAD_LEVEL
51,PRIMARY,P0213,RG715DDF8EBDD2C6DC,Data Selection in Neural Networks,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://ieeexplore.ieee.org/ielx7/8782710/9006934/09519166.pdf,sources/screened_method_anchor_complete_v3/P0213.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0213.html,HTML,https://doi.org/10.1109/ojsp.2021.3106197,https://ieeexplore.ieee.org/ielx7/8782710/9006934/09519166.pdf,10.1109/ojsp.2021.3106197,NOT_ASSESSED_AT_BROAD_LEVEL
52,PRIMARY,P0460,RG8847A586A685ED41,RANSAC-based training data selection for speaker state recognition,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0460.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0460.pdf,PDF,https://doi.org/10.21437/interspeech.2011-811,http://hdl.handle.net/10679/2029,10.21437/interspeech.2011-811,NOT_ASSESSED_AT_BROAD_LEVEL
53,PRIMARY,P0265,RG0A720D1044C91A86,Coreset Selection for Object Detection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0265.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0265.pdf,PDF,http://arxiv.org/abs/2404.09161,https://arxiv.org/pdf/2404.09161,10.48550/arxiv.2404.09161,NOT_ASSESSED_AT_BROAD_LEVEL
54,PRIMARY,P0173,RGBB8E4E864A80CC35,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0173.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0173.pdf,PDF,http://arxiv.org/abs/2103.00123,https://arxiv.org/pdf/2103.00123,10.48550/arxiv.2103.00123,NOT_ASSESSED_AT_BROAD_LEVEL
55,PRIMARY,P0446,RG33A7022B49B56BB8,An Attribute Recognition Method Based on ResNeSt and Person Online Hard Example Mining,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0446.html,HTML,https://doi.org/10.1109/cvaa66438.2025.11193368,NOT_REPORTED_BY_SOURCE,10.1109/cvaa66438.2025.11193368,NOT_ASSESSED_AT_BROAD_LEVEL
56,PRIMARY,P0302,RGDADCF7A52C480EC0,Influences of non-landslide sample selection strategies on landslide susceptibility mapping by machine learning,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.tandfonline.com/doi/pdf/10.1080/19475705.2023.2285719?needAccess=true,sources/screened_method_anchor_complete_v3/P0302.pdf,AUTHOR_HOSTED,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0302.html,HTML,https://doi.org/10.1080/19475705.2023.2285719,https://www.tandfonline.com/doi/pdf/10.1080/19475705.2023.2285719?needAccess=true,10.1080/19475705.2023.2285719,NOT_ASSESSED_AT_BROAD_LEVEL
57,PRIMARY,P0474,RG0E4A6EDAE8FA4E36,Learning to Detect Noisy Labels Using Model-Based Features,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0474.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0474.pdf,PDF,http://dx.doi.org/10.18653/v1/2022.findings-emnlp.426,https://aclanthology.org/2022.findings-emnlp.426.pdf,10.18653/v1/2022.findings-emnlp.426,NOT_ASSESSED_AT_BROAD_LEVEL
58,PRIMARY,P0022,RG8605B5F5774B2C10,Class-Independent Regularization for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0022.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0022.pdf,PDF,https://doi.org/10.1609/aaai.v37i3.25434,NOT_REPORTED_BY_SOURCE,10.1609/aaai.v37i3.25434,NOT_ASSESSED_AT_BROAD_LEVEL
59,PRIMARY,P0053,RG255C26ED82A4C79E,Calibrated Semi-Supervised Models for Disaster Response based on Training Dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0053.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0053.pdf,PDF,https://doi.org/10.59297/5xkjq067,https://ojs.iscram.org/index.php/Proceedings/article/download/171/141,10.59297/5xkjq067,NOT_ASSESSED_AT_BROAD_LEVEL
60,PRIMARY,P0035,RG6C5FDBE117793A29,A CNN-Based Method of Vehicle Detection from Aerial Images Using Hard Example Mining,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/2072-4292/10/1/124/pdf?version=1516264546,sources/screened_method_anchor_complete_v3/P0035.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0035.html,HTML,https://doi.org/10.3390/rs10010124,https://www.mdpi.com/2072-4292/10/1/124/pdf?version=1516264546,10.3390/rs10010124,NOT_ASSESSED_AT_BROAD_LEVEL
61,PRIMARY,P0402,RG23777DF75AF056AE,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0402.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0402.pdf,PDF,https://openreview.net/forum?id=thbtoAkCe9,https://openreview.net/pdf?id=thbtoAkCe9,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
62,PRIMARY,P0444,RGC4A44E0A1148CFB4,Transfer Learning With Intelligent Training Data Selection for Prediction of Alzheimer’s Disease,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0444.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0444.pdf,PDF,https://doi.org/10.1109/access.2019.2920448,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08727911.pdf,10.1109/access.2019.2920448;10.32920/22734281;10.48550/arxiv.1906.01160,NOT_ASSESSED_AT_BROAD_LEVEL
63,PRIMARY,P0212,RG124AE52E7CF3D6B2,Constraint-Data-Value-Maximization: Utilizing Data Attribution for Effective Data Pruning in Low-Data Environments,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0212.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0212.pdf,PDF,https://arxiv.org/abs/2605.11312,https://arxiv.org/pdf/2605.11312,10.48550/arxiv.2605.11312,NOT_ASSESSED_AT_BROAD_LEVEL
64,PRIMARY,P0091,RG2B3641065FEFADDD,Video-based Person Re-identification via Self-Paced Learning and Deep Reinforcement Learning Framework,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0091.html,HTML,https://doi.org/10.1145/3240508.3240622,NOT_REPORTED_BY_SOURCE,10.1145/3240508.3240622,NOT_ASSESSED_AT_BROAD_LEVEL
65,PRIMARY,P0370,RG9A75797FA41095AC,MHD-Protonet: Margin-Aware Hard Example Mining for SAR Few-Shot Learning via Dual-Loss Optimization,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/1999-4893/18/8/519/pdf?version=1755336576,sources/screened_method_anchor_complete_v3/P0370.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0370.html,HTML,https://doi.org/10.3390/a18080519,https://www.mdpi.com/1999-4893/18/8/519/pdf?version=1755336576,10.3390/a18080519,NOT_ASSESSED_AT_BROAD_LEVEL
66,PRIMARY,P0491,RG9E8D0DEFF0281A38,Exploring 3D Dataset Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0491.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0491.pdf,PDF,http://arxiv.org/abs/2603.00651,https://arxiv.org/pdf/2603.00651,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
67,PRIMARY,P0382,RGADDFA268E7143B7C,A Bayesian Approach To Analysing Training Data Attribution In Deep Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0382.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0382.pdf,PDF,http://arxiv.org/abs/2305.19765,https://arxiv.org/pdf/2305.19765,10.48550/arxiv.2305.19765,NOT_ASSESSED_AT_BROAD_LEVEL
68,PRIMARY,P0125,RG3EF67134F23E18B8,DsDm: Model-Aware Dataset Selection with Datamodels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0125.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0125.pdf,PDF,https://proceedings.mlr.press/v235/engstrom24a.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
69,PRIMARY,P0251,RG9BE47F5B4499831F,Self-Paced Learning with Adaptive Deep Visual Embeddings,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0251.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0251.pdf,PDF,http://arxiv.org/abs/1807.09200,https://arxiv.org/pdf/1807.09200,10.48550/arxiv.1807.09200,NOT_ASSESSED_AT_BROAD_LEVEL
70,PRIMARY,P0059,RG7847D09333510B20,Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0059.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0059.pdf,PDF,http://arxiv.org/abs/2302.03857,https://arxiv.org/pdf/2302.03857,10.48550/arxiv.2302.03857,NOT_ASSESSED_AT_BROAD_LEVEL
71,PRIMARY,P0165,RGB86125EC3F244E8D,MODE: Multi-Objective Adaptive Coreset Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0165.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0165.pdf,PDF,http://arxiv.org/abs/2512.21152,https://arxiv.org/pdf/2512.21152,10.48550/arxiv.2512.21152,NOT_ASSESSED_AT_BROAD_LEVEL
72,PRIMARY,P0318,RG200EB44A242AEFC7,Sample Selection for Fair and Robust Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0318.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0318.pdf,PDF,http://arxiv.org/abs/2110.14222,https://arxiv.org/pdf/2110.14222,10.48550/arxiv.2110.14222,NOT_ASSESSED_AT_BROAD_LEVEL
73,PRIMARY,P0246,RG756A41981DC69BA5,Example Forgetting: A Novel Approach to Explain and Interpret Deep Neural Networks in Seismic Interpretation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0246.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0246.pdf,PDF,https://doi.org/10.1109/tgrs.2022.3178112,https://arxiv.org/pdf/2302.14644,10.1109/tgrs.2022.3178112,NOT_ASSESSED_AT_BROAD_LEVEL
74,PRIMARY,P0255,RG62D350DB6CD76259,Adversarial Coreset Selection for Efficient Robust Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0255.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0255.pdf,PDF,https://doi.org/10.1007/s11263-023-01860-4,https://link.springer.com/content/pdf/10.1007/s11263-023-01860-4.pdf,10.1007/s11263-023-01860-4;10.48550/arxiv.2209.05785,NOT_ASSESSED_AT_BROAD_LEVEL
75,PRIMARY,P0150,RG2B999F5102DF8588,Data-driven method for training data selection for deep learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0150.html,HTML,https://doi.org/10.3997/2214-4609.202112817,NOT_REPORTED_BY_SOURCE,10.3997/2214-4609.202112817,NOT_ASSESSED_AT_BROAD_LEVEL
76,PRIMARY,P0454,RGCBDDF743A884393C,Batch Sampling for Experience Replay,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0454.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0454.pdf,PDF,https://doi.org/10.1145/3632410.3632469,https://dl.acm.org/doi/pdf/10.1145/3632410.3632469,10.1145/3632410.3632469,NOT_ASSESSED_AT_BROAD_LEVEL
77,PRIMARY,P0086,RG2FE1022F8EA86700,A Comprehensive Empirical Evaluation on Online Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0086.html,HTML,https://doi.org/10.1109/iccvw60793.2023.00378,NOT_REPORTED_BY_SOURCE,10.1109/iccvw60793.2023.00378,NOT_ASSESSED_AT_BROAD_LEVEL
78,PRIMARY,P0336,RGB6E5175FEF9960BD,On the Effectiveness of Curriculum Learning in Educational Text Scoring,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0336.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0336.pdf,PDF,https://doi.org/10.1609/aaai.v37i12.26707,https://ojs.aaai.org/index.php/AAAI/article/download/26707/26479,10.1609/aaai.v37i12.26707,NOT_ASSESSED_AT_BROAD_LEVEL
79,PRIMARY,P0417,RG5D8A3E8CDC70E4D7,Dynamic Data Selection for Curriculum Learning via Ability Estimation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0417.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0417.pdf,PDF,https://doi.org/10.18653/v1/2020.findings-emnlp.48,https://www.aclweb.org/anthology/2020.findings-emnlp.48.pdf,10.18653/v1/2020.findings-emnlp.48;10.48550/arxiv.2011.00080,NOT_ASSESSED_AT_BROAD_LEVEL
80,PRIMARY,P0014,RG1A1846705145CEAF,FedCSS: Joint Client-and-Sample Selection for Hard Sample-Aware Noise-Robust Federated Learning,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://dl.acm.org/doi/pdf/10.1145/3617332,sources/screened_method_anchor_complete_v3/P0014.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0014.html,HTML,https://doi.org/10.1145/3617332,https://dl.acm.org/doi/pdf/10.1145/3617332,10.1145/3617332,NOT_ASSESSED_AT_BROAD_LEVEL
81,PRIMARY,P0272,RGAA447F4B312AD3C0,Cold-Start Data Selection for Better Few-shot Language Model Fine-tuning: A Prompt-based Uncertainty Propagation Approach,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0272.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0272.pdf,PDF,https://doi.org/10.18653/v1/2023.acl-long.141,https://aclanthology.org/2023.acl-long.141.pdf,10.18653/v1/2023.acl-long.141,NOT_ASSESSED_AT_BROAD_LEVEL
82,PRIMARY,P0412,RG8979E3BD1560FA0E,The impact of training data selection on the software defect prediction performance and data complexity,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0412.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0412.pdf,PDF,https://doi.org/10.11591/eei.v11i5.3698,https://beei.org/index.php/EEI/article/download/3698/2959,10.11591/eei.v11i5.3698,NOT_ASSESSED_AT_BROAD_LEVEL
83,PRIMARY,P0089,RGB59672C40EA2E983,Smartwatch-Based Eating Detection: Data Selection for Machine Learning from Imbalanced Data with Imperfect Labels,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/1424-8220/21/5/1902/pdf?version=1615282803,sources/screened_method_anchor_complete_v3/P0089.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0089.html,HTML,https://doi.org/10.3390/s21051902,https://www.mdpi.com/1424-8220/21/5/1902/pdf?version=1615282803,10.3390/s21051902,NOT_ASSESSED_AT_BROAD_LEVEL
84,PRIMARY,P0465,RGE1C48F6064F76B9A,Initial training data selection for active learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0465.html,HTML,https://doi.org/10.1145/1968613.1968619,NOT_REPORTED_BY_SOURCE,10.1145/1968613.1968619,NOT_ASSESSED_AT_BROAD_LEVEL
85,PRIMARY,P0416,RGE5D522CCAF8B579E,Intriguing Properties of Data Attribution on Diffusion Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0416.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0416.pdf,PDF,http://arxiv.org/abs/2311.00500,https://arxiv.org/pdf/2311.00500,10.48550/arxiv.2311.00500,NOT_ASSESSED_AT_BROAD_LEVEL
86,PRIMARY,P0478,RG726D7C1FF0238F0A,Navigating Coreset Selection and Model Compression for Efficient Maritime Image Classification,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0478.html,HTML,https://doi.org/10.1109/wacvw65960.2025.00175,NOT_REPORTED_BY_SOURCE,10.1109/wacvw65960.2025.00175,NOT_ASSESSED_AT_BROAD_LEVEL
87,PRIMARY,P0289,RGED1DACF969323F31,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0289.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0289.pdf,PDF,http://arxiv.org/abs/2206.07137,https://arxiv.org/pdf/2206.07137,10.48550/arxiv.2206.07137,NOT_ASSESSED_AT_BROAD_LEVEL
88,PRIMARY,P0224,RGB6D371B9EDD8E67A,NLU on Data Diets: Dynamic Data Subset Selection for NLP Classification Tasks,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0224.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0224.pdf,PDF,https://doi.org/10.18653/v1/2023.sustainlp-1.9,https://aclanthology.org/2023.sustainlp-1.9.pdf,10.18653/v1/2023.sustainlp-1.9;10.48550/arxiv.2306.03208,NOT_ASSESSED_AT_BROAD_LEVEL
89,PRIMARY,P0279,RGDC8CD65503E66D87,Learning to Classify Skin Lesions via Self-Training and Self-Paced Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0279.html,HTML,https://doi.org/10.1109/bibm49941.2020.9313150,NOT_REPORTED_BY_SOURCE,10.1109/bibm49941.2020.9313150,NOT_ASSESSED_AT_BROAD_LEVEL
90,PRIMARY,P0429,RG7F3F7EB83A85BA9C,Class-Incremental Experience Replay for Continual Learning under Concept Drift,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0429.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0429.pdf,PDF,https://doi.org/10.1109/cvprw53098.2021.00404,https://arxiv.org/pdf/2104.11861,10.1109/cvprw53098.2021.00404;10.48550/arxiv.2104.11861,NOT_ASSESSED_AT_BROAD_LEVEL
91,PRIMARY,P0146,RG094904F05EA0056B,Imbalanced Sample Selection With Deep Reinforcement Learning for Fault Diagnosis,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0146.html,HTML,https://doi.org/10.1109/tii.2021.3100284,NOT_REPORTED_BY_SOURCE,10.1109/tii.2021.3100284,NOT_ASSESSED_AT_BROAD_LEVEL
