reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,primary_url,full_text_url,doi,screened_credit
78,PRIMARY,P0154,RG19FB518F86EA562E,”Diversity and Uncertainty in Moderation” are the Key to Data Selection for Multilingual Few-shot Transfer,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0154.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0154.pdf,PDF,sources/P0154.pdf,PDF,C3ADE648F187A871B29829C43B87D7A711109C4EB2D5776EF6D2BB776F47D2E1,497440,BROAD_SOURCE,https://doi.org/10.18653/v1/2022.findings-naacl.78,https://aclanthology.org/2022.findings-naacl.78.pdf,10.18653/v1/2022.findings-naacl.78,NOT_ASSESSED_AT_BROAD_LEVEL
79,PRIMARY,P0325,AXB4D35C6558F3F40B,Repeated Random Sampling for Minimizing the Time-to-Accuracy of Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0325.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0325.pdf,PDF,sources/P0325.pdf,PDF,926A30E30C2283C2F95C7CB6301651BE7D334C96197E94F255391D4BDC526FB1,653014,BROAD_SOURCE,https://proceedings.iclr.cc/paper_files/paper/2024/hash/68b8d2bc77268facfc75a78782da9559-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/68b8d2bc77268facfc75a78782da9559-Paper-Conference.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
80,PRIMARY,P0349,RGF50ED803CA18569B,Distill on a Diet: Efficient Knowledge Distillation via Learnable Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0349.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0349.pdf,PDF,sources/P0349.pdf,PDF,9C990060F4B9CDA4E70A9A0728162A7DFC6610DD178DF95A0FCA9853595C5648,2229970,BROAD_SOURCE,https://arxiv.org/abs/2606.25488,https://arxiv.org/pdf/2606.25488,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
81,PRIMARY,P0087,RGD16B918E822E2FF0,A Simple and Efficient Baseline for Data Attribution on Images,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0087.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0087.pdf,PDF,sources/P0087.pdf,PDF,1FC59CF9831D8A8B1CA89B86C659BC6C810BEE9A737D355B4796FEFA2004D0F7,3395250,BROAD_SOURCE,http://arxiv.org/abs/2311.03386,https://arxiv.org/pdf/2311.03386,10.48550/arxiv.2311.03386,NOT_ASSESSED_AT_BROAD_LEVEL
82,PRIMARY,P0130,RG7743F30ED832B3A4,Reducing annotation effort in agricultural data: simple and fast unsupervised coreset selection with DINOv2 and K-means,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0130.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0130.pdf,PDF,sources/P0130.pdf,PDF,DE824E92A7D58F7841D65FD24F8EC0B1F571351570F538CA6035F60CCACD46D9,4224001,BROAD_SOURCE,https://doi.org/10.3389/fpls.2025.1546756,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1546756/pdf,10.3389/fpls.2025.1546756,NOT_ASSESSED_AT_BROAD_LEVEL
83,PRIMARY,P0106,RG904A68758AC8060A,Investigating Active-Learning-Based Training Data Selection for Speech Spoofing Countermeasure,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0106.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0106.pdf,PDF,sources/P0106.pdf,PDF,7B07775ED214C0A12359AA84C1F77EBA88100CFEF1CA49C93A10771A569A7EFC,544247,BROAD_SOURCE,https://doi.org/10.1109/slt54892.2023.10023350,NOT_REPORTED_BY_SOURCE,10.1109/slt54892.2023.10023350,NOT_ASSESSED_AT_BROAD_LEVEL
84,PRIMARY,P0479,RG96ED71161DE9A09A,Cross-Platform Chinese Offensive Comment Detection via Dual-Threshold Hard Example Mining,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0479.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0479.pdf,PDF,sources/P0479.pdf,PDF,FE9760A4EA79D72DBF11C2427405E453B042F6AB5B8E7E116EDCF100C65281DC,1499290,BROAD_SOURCE,https://arxiv.org/abs/2606.27629,https://arxiv.org/pdf/2606.27629,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
85,PRIMARY,P0284,RGA6C2960778DCEDE2,Estimating Training Data Influence by Tracking Gradient Descent,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0284.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0284.pdf,PDF,sources/P0284.pdf,PDF,FCA22D32F8F9337C623E5F6B6922BF51938E4625A9E52C34CE2732FDDA225DE2,6742272,BROAD_SOURCE,http://export.arxiv.org/pdf/2002.08484,http://export.arxiv.org/pdf/2002.08484,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
86,PRIMARY,P0288,RG32D4D9393A420EF5,Curriculum Learning for Speech Emotion Recognition From Crowdsourced Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0288.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0288.pdf,PDF,sources/P0288.pdf,PDF,FCA02C46EE71B9C22A43331652B10D66606CE3E99F9B65BE26B89EFF09B66BE4,7211010,BROAD_SOURCE,https://doi.org/10.1109/taslp.2019.2898816,https://arxiv.org/pdf/1805.10339,10.1109/taslp.2019.2898816,NOT_ASSESSED_AT_BROAD_LEVEL
87,PRIMARY,P0151,RGA80193BF398DF2BD,Interpreting single-cell and spatial omics data using deep neural network training dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0151.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0151.pdf,PDF,sources/P0151.pdf,PDF,B8FCF866329EE43EF1DC7E14834F79EBD8A3F63D18FFB1A08A759EA617A19874,3963620,BROAD_SOURCE,https://doi.org/10.1038/s43588-024-00721-5,https://www.nature.com/articles/s43588-024-00721-5.pdf,10.1038/s43588-024-00721-5,NOT_ASSESSED_AT_BROAD_LEVEL
88,PRIMARY,P0391,RG7E677DD0FC313E33,Unsupervised Fine-Tuning Data Selection for ASR Using Self-Supervised Speech Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0391.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0391.pdf,PDF,sources/P0391.pdf,PDF,DF366FADF2AF9E6D0462C6F2B83BBE6F9257219F8A453107FF2728DA78851B3C,390899,BROAD_SOURCE,https://doi.org/10.1109/icassp49357.2023.10095264,NOT_REPORTED_BY_SOURCE,10.1109/icassp49357.2023.10095264,NOT_ASSESSED_AT_BROAD_LEVEL
89,PRIMARY,P0099,RG39E7D2C2EB164929,DynClean: Training Dynamics-based Label Cleaning for Distantly-Supervised Named Entity Recognition,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0099.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0099.pdf,PDF,sources/P0099.pdf,PDF,0C157EDDA2144C960BA84976973657B7BB30B8A11460D582FCF6913F7C7DD62F,1246563,BROAD_SOURCE,https://doi.org/10.18653/v1/2025.findings-naacl.137,https://aclanthology.org/2025.findings-naacl.137.pdf,10.18653/v1/2025.findings-naacl.137,NOT_ASSESSED_AT_BROAD_LEVEL
90,PRIMARY,P0032,RG3EFA4F2CB8C3FD4C,Identifying Noise in Human-Created Datasets using Training Dynamics from Generative Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0032.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0032.pdf,PDF,sources/P0032.pdf,PDF,5A931405402EEFFAFC7B6E6D5D1C9C446732ABDA7A124CA0DDDBFE5DEDF3237C,3157440,BROAD_SOURCE,https://doi.org/10.18653/v1/2025.findings-emnlp.840,https://aclanthology.org/2025.findings-emnlp.840.pdf,10.18653/v1/2025.findings-emnlp.840,NOT_ASSESSED_AT_BROAD_LEVEL
91,PRIMARY,P0205,RGA9766A480B677D25,Learning What Matters: Prioritized Concept Learning via Relative Error-driven Sample Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0205.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0205.pdf,PDF,sources/P0205.pdf,PDF,ECA725659A77A3F0DF0EAC951A67529CC6264F786AB1571AFD6C03FF4320B2D0,5553270,BROAD_SOURCE,http://arxiv.org/abs/2506.01085,https://arxiv.org/pdf/2506.01085,10.48550/arxiv.2506.01085,NOT_ASSESSED_AT_BROAD_LEVEL
92,PRIMARY,P0401,RG438087AD1A47D500,MAGIC: Near-Optimal Data Attribution for Deep Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0401.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0401.pdf,PDF,sources/P0401.pdf,PDF,C9C1D4EF73856F436200FEB89FD8C2C7AAE22D6DE5FAB3B56AF15971EAEA6EEB,267621,BROAD_SOURCE,http://arxiv.org/abs/2504.16430,https://arxiv.org/pdf/2504.16430,10.48550/arxiv.2504.16430,NOT_ASSESSED_AT_BROAD_LEVEL
93,PRIMARY,P0175,RG5F2B30F793B2BCFB,Towards High Supervised Learning Utility Training Data Generation: Data Pruning and Column Reordering,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0175.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0175.pdf,PDF,sources/P0175.pdf,PDF,28C31245D82F03A59AE34DBE39A81470C23D5294A379D802A3BB63CBE730CCE9,1092439,BROAD_SOURCE,http://arxiv.org/abs/2507.10088,https://arxiv.org/pdf/2507.10088,10.48550/arxiv.2507.10088,NOT_ASSESSED_AT_BROAD_LEVEL
94,PRIMARY,P0336,RGB6E5175FEF9960BD,On the Effectiveness of Curriculum Learning in Educational Text Scoring,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0336.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0336.pdf,PDF,sources/P0336.pdf,PDF,B8490C3DEACE07D1E68575C441E8F10005C4944F5A65C272421B8D36F965E8EF,244145,BROAD_SOURCE,https://doi.org/10.1609/aaai.v37i12.26707,https://ojs.aaai.org/index.php/AAAI/article/download/26707/26479,10.1609/aaai.v37i12.26707,NOT_ASSESSED_AT_BROAD_LEVEL
95,PRIMARY,P0271,RG79CD1D77F2683A15,Training Data Selection for Record Linkage Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0271.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0271.pdf,PDF,sources/P0271.pdf,PDF,7578F922A2637FF6DD1AA5A8B35AA1D85EF4849087FB18C277840FE8FDA19CCB,670411,BROAD_SOURCE,https://doi.org/10.3390/sym15051060,https://www.mdpi.com/2073-8994/15/5/1060/pdf?version=1684111597,10.3390/sym15051060,NOT_ASSESSED_AT_BROAD_LEVEL
96,PRIMARY,P0457,RG245A42E2CC8F508E,Directional Influence Function: Estimating Training Data Influence in Constrained Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0457.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0457.pdf,PDF,sources/P0457.pdf,PDF,24EFCBFC36ADDDF0CB26EF5F78ECE24EBE31A47339505F08CDC0D39343AD8D82,506907,BROAD_SOURCE,https://arxiv.org/abs/2607.23388,https://arxiv.org/pdf/2607.23388,10.48550/arxiv.2607.23388,NOT_ASSESSED_AT_BROAD_LEVEL
97,PRIMARY,P0031,RGB6DFBF9DB6006A42,Generalizing Off-Policy Learning under Sample Selection Bias,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0031.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0031.pdf,PDF,sources/P0031.pdf,PDF,6EFA6D0CA972245CF48670757248FF29FB9630472F0BB05B4D0B52ACD1605FF0,630377,BROAD_SOURCE,http://arxiv.org/abs/2112.01387,https://arxiv.org/pdf/2112.01387,10.48550/arxiv.2112.01387,NOT_ASSESSED_AT_BROAD_LEVEL
98,PRIMARY,P0434,RG0BFC640E71C90A19,RS-Prune: Training-Free Data Pruning at High Ratios for Efficient Remote Sensing Diffusion Foundation Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0434.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0434.pdf,PDF,sources/P0434.pdf,PDF,C9E13CFCF5182458EA84E151355ECC908CDC1F93A58745A0411AB639AE566517,1472275,BROAD_SOURCE,http://arxiv.org/abs/2512.23239,https://arxiv.org/pdf/2512.23239,10.48550/arxiv.2512.23239,NOT_ASSESSED_AT_BROAD_LEVEL
99,PRIMARY,P0208,RG2855429B4B6928E6,PASS: Peer-Agreement based Sample Selection for training with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0208.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0208.pdf,PDF,sources/P0208.pdf,PDF,12CF9F43299ED4E9030B37C1DA7D10346E211AECB7629DB7C9033E665636CF51,729319,BROAD_SOURCE,http://arxiv.org/abs/2303.10802,https://arxiv.org/pdf/2303.10802,10.48550/arxiv.2303.10802,NOT_ASSESSED_AT_BROAD_LEVEL
100,PRIMARY,P0103,RG884EC55CA7201C25,Data pruning and neural scaling laws: fundamental limitations of score-based algorithms,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0103.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0103.pdf,PDF,sources/P0103.pdf,PDF,AA86DD12B4B6457897CA8119CDA350C8E7E7AE6979D65D57B65F3328067A32A7,2592289,BROAD_SOURCE,http://arxiv.org/abs/2302.06960,https://arxiv.org/pdf/2302.06960,10.48550/arxiv.2302.06960,NOT_ASSESSED_AT_BROAD_LEVEL
101,PRIMARY,P0400,RGA5EBD152AB01B763,A Study on Training Data Selection Method for EEG Emotion Analysis using Machine Learning Algorithm,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0400.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0400.pdf,PDF,sources/P0400.pdf,PDF,47A240A115AFDD5A4BCB6468A281469286CF5D8E9F5F04BC04BA45D9B08A588E,465783,BROAD_SOURCE,https://doi.org/10.14257/ijast.2018.119.07,https://doi.org/10.14257/ijast.2018.119.07,10.14257/ijast.2018.119.07,NOT_ASSESSED_AT_BROAD_LEVEL
102,PRIMARY,P0075,RG9FA3C12D2147A460,A Neyman-Pearson Approach to Statistical Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0075.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0075.pdf,PDF,sources/P0075.pdf,PDF,E0336648125BB19F29C5E7C2FE3A19184D1E30107F3BB593B86CFBDA65866EB3,298304,BROAD_SOURCE,https://doi.org/10.1109/TIT.2005.856955,https://www.stat.rice.edu/~cscott/pubs/np.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
103,PRIMARY,P0047,RG0769FEADDE630325,Meta-Guided Sample Reweighting for Robust Cross-Modal Hashing Retrieval with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0047.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0047.pdf,PDF,sources/P0047.pdf,PDF,0F2E43709FB1E028E1DA20E35711458FA5B6933B7B2AA57D79C515D080DE5A30,4811806,BROAD_SOURCE,https://doi.org/10.1609/aaai.v40i11.37894,https://ojs.aaai.org/index.php/AAAI/article/download/37894/41856,10.1609/aaai.v40i11.37894,NOT_ASSESSED_AT_BROAD_LEVEL
104,PRIMARY,P0308,RGC463CD9E7E3A1BDA,A Traffic Signal Recognition Algorithm Based on Self-paced Learning and Deep Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0308.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0308.pdf,PDF,sources/P0308.pdf,PDF,0F92586CE0CEE142E2C535C56BC116C3537F7F760AEA006A984891C6DF0C0872,1221521,BROAD_SOURCE,https://doi.org/10.18280/isi.250211,https://www.iieta.org/download/file/fid/32503,10.18280/isi.250211,NOT_ASSESSED_AT_BROAD_LEVEL
105,PRIMARY,P0405,RG9702F7C85E27472D,An assessment of data-centric methods for label noise identification in remote sensing data sets,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0405.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0405.pdf,PDF,sources/P0405.pdf,PDF,C51E7BB2390952A60D6E0AB92D58651E9EBA4877743959E168B56ADA93D14FBC,6325624,BROAD_SOURCE,https://doi.org/10.5194/isprs-annals-xi-2-2026-839-2026,https://isprs-annals.copernicus.org/articles/XI-2-2026/839/2026/isprs-annals-XI-2-2026-839-2026.pdf,10.5194/isprs-annals-xi-2-2026-839-2026,NOT_ASSESSED_AT_BROAD_LEVEL
106,PRIMARY,P0023,RG7E9FCDBEFADDF1B3,Selectivity Drives Productivity: Efficient Dataset Pruning for Enhanced Transfer Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0023.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0023.pdf,PDF,sources/P0023.pdf,PDF,99675F6FC29B7ABC6393C9737C837BDA08CFDD7F034BEDDACFC6FF2434DCE919,17507341,BROAD_SOURCE,http://arxiv.org/abs/2310.08782,https://arxiv.org/pdf/2310.08782,10.48550/arxiv.2310.08782,NOT_ASSESSED_AT_BROAD_LEVEL
107,PRIMARY,P0123,RGEF55B4AA75DDA72D,Automatic Lecture Transcription Based on Discriminative Data Selection for Lightly Supervised Acoustic Model Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0123.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0123.pdf,PDF,sources/P0123.pdf,PDF,E838506A5036F48CC621EBD1E7F162494B2BF21942428E9FAB40D400A2F7DC6D,1171961,BROAD_SOURCE,https://doi.org/10.1587/transinf.2015edp7047,https://www.jstage.jst.go.jp/article/transinf/E98.D/8/E98.D_2015EDP7047/_pdf,10.1587/transinf.2015edp7047,NOT_ASSESSED_AT_BROAD_LEVEL
108,PRIMARY,P0331,RG2E2062CDA4356359,Influcoder: Distilling Decoders' Gradient Influence Rankings into an Encoder for Data Attribution,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0331.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0331.pdf,PDF,sources/P0331.pdf,PDF,B6F34A91D612AD6AD555F21A045D1090B6129F249BF313666B6DBB147F77C53D,525644,BROAD_SOURCE,https://arxiv.org/abs/2606.13668,https://arxiv.org/pdf/2606.13668,10.48550/arxiv.2606.13668,NOT_ASSESSED_AT_BROAD_LEVEL
109,PRIMARY,P0496,RGA70148561B235895,Dynamic Curriculum Learning for Great Ape Detection in the Wild,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0496.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0496.pdf,PDF,sources/P0496.pdf,PDF,C5BB80F1BCF6FA29700A34DA1C92BF9A6786868D451F56D41C9A3FC11C0CF315,5936819,BROAD_SOURCE,https://doi.org/10.1007/s11263-023-01748-3,https://link.springer.com/content/pdf/10.1007/s11263-023-01748-3.pdf,10.1007/s11263-023-01748-3,NOT_ASSESSED_AT_BROAD_LEVEL
110,PRIMARY,P0054,RG591A97F0442BEB3A,A CLIP-Powered Framework for Robust and Generalizable Data Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0054.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0054.pdf,PDF,sources/P0054.pdf,PDF,FD22A053833B38253A1CD2CB71BCCA3A7EA7F3E720D03C30645BE19D253B6878,2692545,BROAD_SOURCE,http://arxiv.org/abs/2410.11215,https://arxiv.org/pdf/2410.11215,10.48550/arxiv.2410.11215,NOT_ASSESSED_AT_BROAD_LEVEL
111,PRIMARY,P0125,RG3EF67134F23E18B8,DsDm: Model-Aware Dataset Selection with Datamodels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0125.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0125.pdf,PDF,sources/P0125.pdf,PDF,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,2970361,BROAD_SOURCE,https://proceedings.mlr.press/v235/engstrom24a.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
112,PRIMARY,P0046,RG39BB360A5A6B0B90,On Curriculum Learning for Commonsense Reasoning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0046.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0046.pdf,PDF,sources/P0046.pdf,PDF,491D876E1B0FE1639CE8A7208E6D9C2137BAA12A7867720DC743ACDC9ABCBFBB,924372,BROAD_SOURCE,https://doi.org/10.18653/v1/2022.naacl-main.72,https://aclanthology.org/2022.naacl-main.72.pdf,10.18653/v1/2022.naacl-main.72,NOT_ASSESSED_AT_BROAD_LEVEL
113,PRIMARY,P0489,RGF0542944FBCBA891,Selective Prediction via Training Dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0489.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0489.pdf,PDF,sources/P0489.pdf,PDF,DE70203666086A9125979D1C6F6A49A04D926B348E4C8EF5537BAA1A5B2441C8,4288409,BROAD_SOURCE,http://arxiv.org/abs/2205.13532,https://arxiv.org/pdf/2205.13532,10.48550/arxiv.2205.13532,NOT_ASSESSED_AT_BROAD_LEVEL
