split,label,image_id,relative_path,absolute_path,file_size_bytes,width,height,aspect_ratio,sha1
train,Abnormal,00287802,train/Abnormal/00287802.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00287802.png,159344,352,288,1.222222,
train,Abnormal,00287815,train/Abnormal/00287815.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00287815.png,142222,352,288,1.222222,
train,Abnormal,00287823,train/Abnormal/00287823.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00287823.png,151106,352,288,1.222222,
train,Abnormal,00287857,train/Abnormal/00287857.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00287857.png,196333,352,288,1.222222,
train,Abnormal,00288022,train/Abnormal/00288022.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288022.png,185005,352,288,1.222222,
train,Abnormal,00288041,train/Abnormal/00288041.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288041.png,196121,352,288,1.222222,
train,Abnormal,00288049,train/Abnormal/00288049.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288049.png,198312,352,288,1.222222,
train,Abnormal,00288163,train/Abnormal/00288163.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288163.png,195154,352,288,1.222222,
train,Abnormal,00288233,train/Abnormal/00288233.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288233.png,136466,352,288,1.222222,
train,Abnormal,00288325,train/Abnormal/00288325.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288325.png,175689,352,288,1.222222,
train,Abnormal,00288355,train/Abnormal/00288355.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288355.png,164550,352,288,1.222222,
train,Abnormal,00288418,train/Abnormal/00288418.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288418.png,155318,352,288,1.222222,
train,Abnormal,00288427,train/Abnormal/00288427.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288427.png,158388,352,288,1.222222,
train,Abnormal,00288551,train/Abnormal/00288551.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00288551.png,157071,352,288,1.222222,
train,Abnormal,00289077,train/Abnormal/00289077.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289077.png,154077,352,288,1.222222,
train,Abnormal,00289083,train/Abnormal/00289083.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289083.png,125869,352,288,1.222222,
train,Abnormal,00289147,train/Abnormal/00289147.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289147.png,166565,352,288,1.222222,
train,Abnormal,00289189,train/Abnormal/00289189.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289189.png,193467,352,288,1.222222,
train,Abnormal,00289190,train/Abnormal/00289190.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289190.png,196130,352,288,1.222222,
train,Abnormal,00289191,train/Abnormal/00289191.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289191.png,204343,352,288,1.222222,
train,Abnormal,00289287,train/Abnormal/00289287.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289287.png,172427,352,288,1.222222,
train,Abnormal,00289300,train/Abnormal/00289300.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289300.png,186968,352,288,1.222222,
train,Abnormal,00289332,train/Abnormal/00289332.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289332.png,119031,352,288,1.222222,
train,Abnormal,00289337,train/Abnormal/00289337.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289337.png,119047,352,288,1.222222,
train,Abnormal,00289354,train/Abnormal/00289354.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289354.png,165519,352,288,1.222222,
train,Abnormal,00289356,train/Abnormal/00289356.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289356.png,135994,352,288,1.222222,
train,Abnormal,00289436,train/Abnormal/00289436.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289436.png,198782,352,288,1.222222,
train,Abnormal,00289634,train/Abnormal/00289634.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289634.png,200977,352,288,1.222222,
train,Abnormal,00289635,train/Abnormal/00289635.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289635.png,201600,352,288,1.222222,
train,Abnormal,00289649,train/Abnormal/00289649.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289649.png,202039,352,288,1.222222,
train,Abnormal,00289777,train/Abnormal/00289777.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289777.png,215218,352,288,1.222222,
train,Abnormal,00289801,train/Abnormal/00289801.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00289801.png,198948,352,288,1.222222,
train,Abnormal,00290200,train/Abnormal/00290200.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290200.png,183449,352,288,1.222222,
train,Abnormal,00290339,train/Abnormal/00290339.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290339.png,197881,352,288,1.222222,
train,Abnormal,00290355,train/Abnormal/00290355.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290355.png,178810,352,288,1.222222,
train,Abnormal,00290415,train/Abnormal/00290415.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290415.png,195635,352,288,1.222222,
train,Abnormal,00290500,train/Abnormal/00290500.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290500.png,156682,352,288,1.222222,
train,Abnormal,00290503,train/Abnormal/00290503.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290503.png,150794,352,288,1.222222,
train,Abnormal,00290524,train/Abnormal/00290524.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290524.png,141045,352,288,1.222222,
train,Abnormal,00290770,train/Abnormal/00290770.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290770.png,187376,352,288,1.222222,
train,Abnormal,00290904,train/Abnormal/00290904.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00290904.png,158774,352,288,1.222222,
train,Abnormal,00291107,train/Abnormal/00291107.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291107.png,168409,352,288,1.222222,
train,Abnormal,00291152,train/Abnormal/00291152.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291152.png,152630,352,288,1.222222,
train,Abnormal,00291153,train/Abnormal/00291153.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291153.png,126579,352,288,1.222222,
train,Abnormal,00291186,train/Abnormal/00291186.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291186.png,367964,480,576,0.833333,
train,Abnormal,00291271,train/Abnormal/00291271.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291271.png,354798,480,576,0.833333,
train,Abnormal,00291293,train/Abnormal/00291293.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291293.png,553096,480,576,0.833333,
train,Abnormal,00291427,train/Abnormal/00291427.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291427.png,574872,480,576,0.833333,
train,Abnormal,00291434,train/Abnormal/00291434.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291434.png,582789,480,576,0.833333,
train,Abnormal,00291435,train/Abnormal/00291435.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291435.png,548803,480,576,0.833333,
train,Abnormal,00291443,train/Abnormal/00291443.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291443.png,400263,480,576,0.833333,
train,Abnormal,00291746,train/Abnormal/00291746.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291746.png,487828,480,576,0.833333,
train,Abnormal,00291751,train/Abnormal/00291751.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291751.png,483027,480,576,0.833333,
train,Abnormal,00291752,train/Abnormal/00291752.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291752.png,508756,480,576,0.833333,
train,Abnormal,00291787,train/Abnormal/00291787.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291787.png,369483,480,576,0.833333,
train,Abnormal,00291828,train/Abnormal/00291828.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291828.png,158103,352,288,1.222222,
train,Abnormal,00291915,train/Abnormal/00291915.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291915.png,183840,352,288,1.222222,
train,Abnormal,00291948,train/Abnormal/00291948.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291948.png,365137,480,576,0.833333,
train,Abnormal,00291952,train/Abnormal/00291952.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291952.png,335477,480,576,0.833333,
train,Abnormal,00291953,train/Abnormal/00291953.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291953.png,363600,480,576,0.833333,
train,Abnormal,00291970,train/Abnormal/00291970.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291970.png,144571,352,288,1.222222,
train,Abnormal,00291971,train/Abnormal/00291971.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291971.png,210924,352,288,1.222222,
train,Abnormal,00291978,train/Abnormal/00291978.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291978.png,419299,480,576,0.833333,
train,Abnormal,00291979,train/Abnormal/00291979.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291979.png,351440,480,576,0.833333,
train,Abnormal,00291980,train/Abnormal/00291980.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00291980.png,394286,480,576,0.833333,
train,Abnormal,00292018,train/Abnormal/00292018.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292018.png,404347,480,576,0.833333,
train,Abnormal,00292019,train/Abnormal/00292019.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292019.png,347834,480,576,0.833333,
train,Abnormal,00292025,train/Abnormal/00292025.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292025.png,344459,480,576,0.833333,
train,Abnormal,00292029,train/Abnormal/00292029.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292029.png,352163,480,576,0.833333,
train,Abnormal,00292069,train/Abnormal/00292069.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292069.png,361697,480,576,0.833333,
train,Abnormal,00292076,train/Abnormal/00292076.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292076.png,350057,480,576,0.833333,
train,Abnormal,00292149,train/Abnormal/00292149.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292149.png,305484,480,576,0.833333,
train,Abnormal,00292161,train/Abnormal/00292161.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292161.png,339858,480,576,0.833333,
train,Abnormal,00292167,train/Abnormal/00292167.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292167.png,397097,480,576,0.833333,
train,Abnormal,00292178,train/Abnormal/00292178.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292178.png,304110,480,576,0.833333,
train,Abnormal,00292185,train/Abnormal/00292185.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292185.png,356010,480,576,0.833333,
train,Abnormal,00292186,train/Abnormal/00292186.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292186.png,311939,480,576,0.833333,
train,Abnormal,00292191,train/Abnormal/00292191.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292191.png,308151,480,576,0.833333,
train,Abnormal,00292200,train/Abnormal/00292200.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292200.png,304602,480,576,0.833333,
train,Abnormal,00292204,train/Abnormal/00292204.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292204.png,330974,480,576,0.833333,
train,Abnormal,00292205,train/Abnormal/00292205.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292205.png,329050,480,576,0.833333,
train,Abnormal,00292207,train/Abnormal/00292207.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292207.png,337835,480,576,0.833333,
train,Abnormal,00292211,train/Abnormal/00292211.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292211.png,314483,480,576,0.833333,
train,Abnormal,00292212,train/Abnormal/00292212.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292212.png,354933,480,576,0.833333,
train,Abnormal,00292270,train/Abnormal/00292270.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292270.png,213401,352,288,1.222222,
train,Abnormal,00292271,train/Abnormal/00292271.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292271.png,212867,352,288,1.222222,
train,Abnormal,00292272,train/Abnormal/00292272.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292272.png,202364,352,288,1.222222,
train,Abnormal,00292286,train/Abnormal/00292286.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292286.png,161536,352,288,1.222222,
train,Abnormal,00292287,train/Abnormal/00292287.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292287.png,156861,352,288,1.222222,
train,Abnormal,00292288,train/Abnormal/00292288.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292288.png,151704,352,288,1.222222,
train,Abnormal,00292289,train/Abnormal/00292289.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292289.png,160645,352,288,1.222222,
train,Abnormal,00292291,train/Abnormal/00292291.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292291.png,142347,352,288,1.222222,
train,Abnormal,00292446,train/Abnormal/00292446.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292446.png,115960,352,288,1.222222,
train,Abnormal,00292601,train/Abnormal/00292601.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292601.png,353544,480,576,0.833333,
train,Abnormal,00292602,train/Abnormal/00292602.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292602.png,331340,480,576,0.833333,
train,Abnormal,00292603,train/Abnormal/00292603.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292603.png,347580,480,576,0.833333,
train,Abnormal,00292604,train/Abnormal/00292604.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292604.png,377320,480,576,0.833333,
train,Abnormal,00292616,train/Abnormal/00292616.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292616.png,180247,352,288,1.222222,
train,Abnormal,00292635,train/Abnormal/00292635.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292635.png,357150,480,576,0.833333,
train,Abnormal,00292724,train/Abnormal/00292724.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292724.png,300576,480,576,0.833333,
train,Abnormal,00292725,train/Abnormal/00292725.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292725.png,358525,480,576,0.833333,
train,Abnormal,00292730,train/Abnormal/00292730.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292730.png,322499,480,576,0.833333,
train,Abnormal,00292731,train/Abnormal/00292731.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292731.png,321588,480,576,0.833333,
train,Abnormal,00292734,train/Abnormal/00292734.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292734.png,316362,480,576,0.833333,
train,Abnormal,00292753,train/Abnormal/00292753.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292753.png,322242,480,576,0.833333,
train,Abnormal,00292754,train/Abnormal/00292754.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292754.png,312091,480,576,0.833333,
train,Abnormal,00292755,train/Abnormal/00292755.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292755.png,332534,480,576,0.833333,
train,Abnormal,00292756,train/Abnormal/00292756.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292756.png,317934,480,576,0.833333,
train,Abnormal,00292758,train/Abnormal/00292758.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292758.png,299212,480,576,0.833333,
train,Abnormal,00292759,train/Abnormal/00292759.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292759.png,320844,480,576,0.833333,
train,Abnormal,00292760,train/Abnormal/00292760.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292760.png,291166,480,576,0.833333,
train,Abnormal,00292764,train/Abnormal/00292764.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292764.png,356166,480,576,0.833333,
train,Abnormal,00292769,train/Abnormal/00292769.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00292769.png,313029,480,576,0.833333,
