rank,sample_id,y_true,oof_fold,oof_group_id,train_primary_class,dynamic_bucket,mean_p_defect,correct_rate,std_p_defect,raw_score,method,method_eligible_pool_id
16648,Det/images/normal_train/00205256.png,0,08,filename_bucket_1000:205,Normal,learnable_hard,0.0462085867,0.985,0.0885202888,0.0924171734,Boundary-0.5-Clean,clean_normal
16649,Det/images/normal_train/01289735.png,0,01,filename_bucket_1000:1289,Normal,easy_clean,0.0462038632,1.0,0.0413236882,0.09240772640000006,Boundary-0.5-Clean,clean_normal
16650,Det/images/normal_train/00589660.png,0,03,filename_bucket_1000:589,Normal,learnable_hard,0.0461972018,0.99,0.0875742243,0.09239440359999995,Boundary-0.5-Clean,clean_normal
16651,Det/images/normal_train/00977194.png,0,09,filename_bucket_1000:977,Normal,easy_clean,0.0461954131,1.0,0.0362244337,0.09239082619999994,Boundary-0.5-Clean,clean_normal
16652,Det/images/normal_train/00884183.png,0,09,filename_bucket_1000:884,Normal,learnable_hard,0.0461840722,0.98,0.1140859711,0.09236814439999996,Boundary-0.5-Clean,clean_normal
16653,Det/images/normal_train/00773136.png,0,01,filename_bucket_1000:773,Normal,easy_clean,0.0461838119,1.0,0.0552763446,0.09236762379999996,Boundary-0.5-Clean,clean_normal
16654,Det/images/normal_train/00975712.png,0,02,filename_bucket_1000:975,Normal,easy_clean,0.0461825737,1.0,0.0208072393,0.09236514740000001,Boundary-0.5-Clean,clean_normal
16655,Det/images/normal_train/00234125.png,0,06,filename_bucket_1000:234,Normal,easy_clean,0.0461789447,1.0,0.0361605833,0.0923578894,Boundary-0.5-Clean,clean_normal
16656,Det/images/normal_train/00583887.png,0,03,filename_bucket_1000:583,Normal,learnable_hard,0.0461742315,0.995,0.0735026784,0.09234846299999999,Boundary-0.5-Clean,clean_normal
16657,Det/images/normal_train/00404152.png,0,09,filename_bucket_1000:404,Normal,learnable_hard,0.0461681182,0.99,0.0752162795,0.0923362364,Boundary-0.5-Clean,clean_normal
16658,Det/images/normal_train/01216978.png,0,01,filename_bucket_1000:1216,Normal,easy_clean,0.0461587037,1.0,0.0360159025,0.09231740739999994,Boundary-0.5-Clean,clean_normal
16659,Det/images/normal_train/01260851.png,0,05,filename_bucket_1000:1260,Normal,easy_clean,0.0461482525,1.0,0.0349801657,0.09229650499999997,Boundary-0.5-Clean,clean_normal
16660,Det/images/normal_train/01220198.png,0,01,filename_bucket_1000:1220,Normal,easy_clean,0.0461409112,1.0,0.0411807688,0.09228182240000005,Boundary-0.5-Clean,clean_normal
16661,Det/images/normal_train/00347043.png,0,09,filename_bucket_1000:347,Normal,learnable_hard,0.0461392799,0.995,0.0639354603,0.09227855979999999,Boundary-0.5-Clean,clean_normal
16662,Det/images/normal_train/00357668.png,0,09,filename_bucket_1000:357,Normal,easy_clean,0.0461261291,1.0,0.0452040109,0.09225225820000005,Boundary-0.5-Clean,clean_normal
16663,Det/images/normal_train/00304571.png,0,06,filename_bucket_1000:304,Normal,easy_clean,0.0461248955,1.0,0.0458051961,0.09224979099999997,Boundary-0.5-Clean,clean_normal
16664,Det/images/normal_train/00957531.png,0,02,filename_bucket_1000:957,Normal,easy_clean,0.0461234881,1.0,0.0332591023,0.0922469762,Boundary-0.5-Clean,clean_normal
16665,Det/images/normal_train/01126043.png,0,06,filename_bucket_1000:1126,Normal,learnable_hard,0.04612315,0.99,0.0722127454,0.0922463,Boundary-0.5-Clean,clean_normal
16666,Det/images/normal_train/01194102.png,0,00,filename_bucket_1000:1194,Normal,easy_clean,0.0461167955,1.0,0.0459429231,0.09223359100000006,Boundary-0.5-Clean,clean_normal
16667,Det/images/normal_train/00902839.png,0,04,filename_bucket_1000:902,Normal,easy_clean,0.0461151323,0.995,0.0582487045,0.09223026459999994,Boundary-0.5-Clean,clean_normal
16668,Det/images/normal_train/00190457.png,0,09,filename_bucket_1000:190,Normal,easy_clean,0.0461121852,1.0,0.0330964294,0.09222437039999998,Boundary-0.5-Clean,clean_normal
16669,Det/images/normal_train/00210522.png,0,00,filename_bucket_1000:210,Normal,easy_clean,0.0461056631,1.0,0.0368360813,0.09221132619999994,Boundary-0.5-Clean,clean_normal
16670,Det/images/normal_train/01275978.png,0,06,filename_bucket_1000:1275,Normal,easy_clean,0.0461007026,1.0,0.0451838163,0.09220140519999998,Boundary-0.5-Clean,clean_normal
16671,Det/images/normal_train/00991199.png,0,00,filename_bucket_1000:991,Normal,easy_clean,0.0460958467,1.0,0.0506817403,0.0921916934,Boundary-0.5-Clean,clean_normal
16672,Det/images/normal_train/01277286.png,0,07,filename_bucket_1000:1277,Normal,easy_clean,0.0460912988,1.0,0.0497106079,0.09218259760000003,Boundary-0.5-Clean,clean_normal
16673,Det/images/normal_train/00288624.png,0,07,filename_bucket_1000:288,Normal,easy_clean,0.0460873543,1.0,0.0493711497,0.09217470859999999,Boundary-0.5-Clean,clean_normal
16674,Det/images/normal_train/01069568.png,0,09,filename_bucket_1000:1069,Normal,easy_clean,0.0460842895,1.0,0.0530708136,0.09216857899999997,Boundary-0.5-Clean,clean_normal
16675,Det/images/normal_train/00547378.png,0,05,filename_bucket_1000:547,Normal,easy_clean,0.0460764724,1.0,0.0490981274,0.09215294480000003,Boundary-0.5-Clean,clean_normal
16676,Det/images/normal_train/00583525.png,0,03,filename_bucket_1000:583,Normal,learnable_hard,0.0460741851,0.995,0.0591136224,0.0921483702,Boundary-0.5-Clean,clean_normal
16677,Det/images/normal_train/00968568.png,0,09,filename_bucket_1000:968,Normal,easy_clean,0.046073482,1.0,0.0215656698,0.092146964,Boundary-0.5-Clean,clean_normal
16678,Det/images/normal_train/00502598.png,0,01,filename_bucket_1000:502,Normal,easy_clean,0.0460717803,1.0,0.0515453906,0.09214356059999995,Boundary-0.5-Clean,clean_normal
16679,Det/images/normal_train/01220197.png,0,01,filename_bucket_1000:1220,Normal,learnable_hard,0.0460669092,0.995,0.0654039942,0.09213381840000001,Boundary-0.5-Clean,clean_normal
16680,Det/images/normal_train/00319346.png,0,04,filename_bucket_1000:319,Normal,easy_clean,0.0460624631,1.0,0.0528071449,0.09212492620000001,Boundary-0.5-Clean,clean_normal
16681,Det/images/normal_train/01227082.png,0,08,filename_bucket_1000:1227,Normal,easy_clean,0.0460594318,1.0,0.0504844669,0.09211886359999999,Boundary-0.5-Clean,clean_normal
16682,Det/images/normal_train/01232638.png,0,09,filename_bucket_1000:1232,Normal,easy_clean,0.0460553498,1.0,0.0632995612,0.09211069959999996,Boundary-0.5-Clean,clean_normal
16683,Det/images/normal_train/00473738.png,0,06,filename_bucket_1000:473,Normal,easy_clean,0.0460416257,1.0,0.0396214522,0.09208325139999995,Boundary-0.5-Clean,clean_normal
16684,Det/images/normal_train/01292308.png,0,07,filename_bucket_1000:1292,Normal,easy_clean,0.0460404437,1.0,0.0705068304,0.09208088739999998,Boundary-0.5-Clean,clean_normal
16685,Det/images/normal_train/00704550.png,0,06,filename_bucket_1000:704,Normal,easy_clean,0.0460269238,1.0,0.0744614578,0.09205384760000002,Boundary-0.5-Clean,clean_normal
16686,Det/images/normal_train/01081108.png,0,04,filename_bucket_1000:1081,Normal,easy_clean,0.0460268243,1.0,0.0405512339,0.09205364859999998,Boundary-0.5-Clean,clean_normal
16687,Det/images/normal_train/01094459.png,0,05,filename_bucket_1000:1094,Normal,easy_clean,0.0460260293,1.0,0.0465553198,0.09205205859999999,Boundary-0.5-Clean,clean_normal
16688,Det/images/normal_train/00938414.png,0,08,filename_bucket_1000:938,Normal,easy_clean,0.046021596,1.0,0.0308622045,0.092043192,Boundary-0.5-Clean,clean_normal
16689,Det/images/normal_train/01259968.png,0,06,filename_bucket_1000:1259,Normal,easy_clean,0.0460120205,1.0,0.048451502,0.09202404099999995,Boundary-0.5-Clean,clean_normal
16690,Det/images/normal_train/01024321.png,0,01,filename_bucket_1000:1024,Normal,easy_clean,0.046006611,1.0,0.0167730553,0.09201322200000006,Boundary-0.5-Clean,clean_normal
16691,Det/images/normal_train/00860714.png,0,03,filename_bucket_1000:860,Normal,easy_clean,0.0459985075,1.0,0.0300666053,0.09199701500000002,Boundary-0.5-Clean,clean_normal
16692,Det/images/normal_train/00390197.png,0,09,filename_bucket_1000:390,Normal,easy_clean,0.0459812666,1.0,0.048693923,0.09196253320000003,Boundary-0.5-Clean,clean_normal
16693,Det/images/normal_train/01243164.png,0,00,filename_bucket_1000:1243,Normal,easy_clean,0.0459722334,1.0,0.052085364,0.09194446680000001,Boundary-0.5-Clean,clean_normal
16694,Det/images/normal_train/01032180.png,0,02,filename_bucket_1000:1032,Normal,easy_clean,0.0459720733,1.0,0.0361048628,0.09194414659999994,Boundary-0.5-Clean,clean_normal
16695,Det/images/normal_train/00787380.png,0,09,filename_bucket_1000:787,Normal,easy_clean,0.0459689249,1.0,0.0465487119,0.09193784979999997,Boundary-0.5-Clean,clean_normal
16696,Det/images/normal_train/01267620.png,0,04,filename_bucket_1000:1267,Normal,easy_clean,0.0459522846,1.0,0.0414299741,0.09190456920000001,Boundary-0.5-Clean,clean_normal
16697,Det/images/normal_train/00810367.png,0,09,filename_bucket_1000:810,Normal,easy_clean,0.0459475035,1.0,0.051193223,0.09189500699999997,Boundary-0.5-Clean,clean_normal
16698,Det/images/normal_train/00722609.png,0,07,filename_bucket_1000:722,Normal,learnable_hard,0.0459426396,0.995,0.0504611481,0.0918852792,Boundary-0.5-Clean,clean_normal
16699,Det/images/normal_train/01206144.png,0,05,filename_bucket_1000:1206,Normal,easy_clean,0.0459409927,1.0,0.0228393841,0.09188198540000003,Boundary-0.5-Clean,clean_normal
16700,Det/images/normal_train/00595594.png,0,01,filename_bucket_1000:595,Normal,learnable_hard,0.0459391418,0.985,0.0868384388,0.09187828360000005,Boundary-0.5-Clean,clean_normal
16701,Det/images/normal_train/00556962.png,0,04,filename_bucket_1000:556,Normal,learnable_hard,0.0459341727,0.99,0.1040158908,0.0918683454,Boundary-0.5-Clean,clean_normal
16702,Det/images/normal_train/00882378.png,0,03,filename_bucket_1000:882,Normal,easy_clean,0.0459283869,1.0,0.0235340098,0.09185677380000001,Boundary-0.5-Clean,clean_normal
16703,Det/images/normal_train/00351206.png,0,03,filename_bucket_1000:351,Normal,learnable_hard,0.0459248205,0.995,0.064361248,0.09184964100000004,Boundary-0.5-Clean,clean_normal
16704,Det/images/normal_train/01144374.png,0,05,filename_bucket_1000:1144,Normal,learnable_hard,0.0459214814,0.995,0.0442146189,0.09184296280000004,Boundary-0.5-Clean,clean_normal
16705,Det/images/normal_train/00326997.png,0,09,filename_bucket_1000:326,Normal,easy_clean,0.0459177881,1.0,0.0588807356,0.09183557620000005,Boundary-0.5-Clean,clean_normal
16706,Det/images/normal_train/00433104.png,0,05,filename_bucket_1000:433,Normal,easy_clean,0.0459160407,1.0,0.0425055212,0.09183208139999999,Boundary-0.5-Clean,clean_normal
16707,Det/images/normal_train/00347958.png,0,09,filename_bucket_1000:347,Normal,easy_clean,0.0459133875,1.0,0.0412179073,0.09182677500000003,Boundary-0.5-Clean,clean_normal
16708,Det/images/normal_train/00264901.png,0,07,filename_bucket_1000:264,Normal,easy_clean,0.045912084,1.0,0.0386193434,0.09182416800000004,Boundary-0.5-Clean,clean_normal
16709,Det/images/normal_train/00685735.png,0,08,filename_bucket_1000:685,Normal,easy_clean,0.0459098639,1.0,0.0450687508,0.09181972780000003,Boundary-0.5-Clean,clean_normal
16710,Det/images/normal_train/00452555.png,0,06,filename_bucket_1000:452,Normal,easy_clean,0.0459086421,1.0,0.0537745031,0.09181728420000002,Boundary-0.5-Clean,clean_normal
16711,Det/images/normal_train/00179244.png,0,00,filename_bucket_1000:179,Normal,easy_clean,0.0459061525,1.0,0.0391149958,0.09181230500000004,Boundary-0.5-Clean,clean_normal
16712,Det/images/normal_train/00249664.png,0,09,filename_bucket_1000:249,Normal,easy_clean,0.0459057725,1.0,0.0361947729,0.091811545,Boundary-0.5-Clean,clean_normal
16713,Det/images/normal_train/01170784.png,0,09,filename_bucket_1000:1170,Normal,easy_clean,0.045904939,1.0,0.0370539902,0.09180987799999996,Boundary-0.5-Clean,clean_normal
16714,Det/images/normal_train/01236552.png,0,06,filename_bucket_1000:1236,Normal,easy_clean,0.0459037887,1.0,0.0206406135,0.0918075774,Boundary-0.5-Clean,clean_normal
16715,Det/images/normal_train/00973780.png,0,05,filename_bucket_1000:973,Normal,easy_clean,0.0459029845,1.0,0.0669031881,0.09180596900000004,Boundary-0.5-Clean,clean_normal
16716,Det/images/normal_train/01225514.png,0,01,filename_bucket_1000:1225,Normal,easy_clean,0.0458944628,1.0,0.0337875623,0.09178892559999996,Boundary-0.5-Clean,clean_normal
16717,Det/images/normal_train/01260838.png,0,05,filename_bucket_1000:1260,Normal,easy_clean,0.0458928537,1.0,0.0314354148,0.09178570740000003,Boundary-0.5-Clean,clean_normal
16718,Det/images/normal_train/00900638.png,0,07,filename_bucket_1000:900,Normal,easy_clean,0.0458880773,1.0,0.0222160001,0.09177615459999999,Boundary-0.5-Clean,clean_normal
16719,Det/images/normal_train/01073064.png,0,07,filename_bucket_1000:1073,Normal,easy_clean,0.0458819002,1.0,0.0518901925,0.09176380039999998,Boundary-0.5-Clean,clean_normal
16720,Det/images/normal_train/01199190.png,0,03,filename_bucket_1000:1199,Normal,easy_clean,0.0458805703,1.0,0.0425661324,0.09176114059999996,Boundary-0.5-Clean,clean_normal
16721,Det/images/normal_train/00514481.png,0,02,filename_bucket_1000:514,Normal,easy_clean,0.0458632436,1.0,0.0416934114,0.09172648719999998,Boundary-0.5-Clean,clean_normal
16722,Det/images/normal_train/01216739.png,0,01,filename_bucket_1000:1216,Normal,easy_clean,0.0458548054,1.0,0.0519746811,0.09170961079999995,Boundary-0.5-Clean,clean_normal
16723,Det/images/normal_train/00674842.png,0,05,filename_bucket_1000:674,Normal,easy_clean,0.0458530498,1.0,0.0224879372,0.09170609959999998,Boundary-0.5-Clean,clean_normal
16724,Det/images/normal_train/00872272.png,0,03,filename_bucket_1000:872,Normal,learnable_hard,0.045852798,0.995,0.0602115112,0.09170559599999994,Boundary-0.5-Clean,clean_normal
16725,Det/images/normal_train/00864386.png,0,07,filename_bucket_1000:864,Normal,easy_clean,0.045842979,1.0,0.044403695,0.09168595800000001,Boundary-0.5-Clean,clean_normal
16726,Det/images/normal_train/01282020.png,0,02,filename_bucket_1000:1282,Normal,easy_clean,0.0458247007,1.0,0.0465600907,0.0916494014,Boundary-0.5-Clean,clean_normal
16727,Det/images/normal_train/00971641.png,0,02,filename_bucket_1000:971,Normal,learnable_hard,0.0458100794,0.995,0.0563340918,0.09162015879999996,Boundary-0.5-Clean,clean_normal
16728,Det/images/normal_train/00931069.png,0,02,filename_bucket_1000:931,Normal,easy_clean,0.0457849463,1.0,0.0521914625,0.09156989260000004,Boundary-0.5-Clean,clean_normal
16729,Det/images/normal_train/00858135.png,0,01,filename_bucket_1000:858,Normal,learnable_hard,0.0457814545,0.98,0.1082360385,0.09156290899999997,Boundary-0.5-Clean,clean_normal
16730,Det/images/normal_train/01185974.png,0,02,filename_bucket_1000:1185,Normal,easy_clean,0.045777906,1.0,0.0356245316,0.09155581199999996,Boundary-0.5-Clean,clean_normal
16731,Det/images/normal_train/00356113.png,0,07,filename_bucket_1000:356,Normal,easy_clean,0.0457769308,1.0,0.0533614575,0.09155386160000001,Boundary-0.5-Clean,clean_normal
16732,Det/images/normal_train/00462645.png,0,03,filename_bucket_1000:462,Normal,easy_clean,0.045773726,1.0,0.033503405,0.09154745200000003,Boundary-0.5-Clean,clean_normal
16733,Det/images/normal_train/00811885.png,0,02,filename_bucket_1000:811,Normal,easy_clean,0.0457691017,1.0,0.04846279,0.09153820339999996,Boundary-0.5-Clean,clean_normal
16734,Det/images/normal_train/01020867.png,0,02,filename_bucket_1000:1020,Normal,easy_clean,0.0457556843,1.0,0.0418264823,0.09151136859999998,Boundary-0.5-Clean,clean_normal
16735,Det/images/normal_train/00798478.png,0,03,filename_bucket_1000:798,Normal,learnable_hard,0.0457505747,0.995,0.0641852139,0.09150114939999998,Boundary-0.5-Clean,clean_normal
16736,Det/images/normal_train/01200444.png,0,04,filename_bucket_1000:1200,Normal,easy_clean,0.045750432,1.0,0.0557936783,0.09150086400000002,Boundary-0.5-Clean,clean_normal
16737,Det/images/normal_train/00554252.png,0,03,filename_bucket_1000:554,Normal,learnable_hard,0.0457496356,0.995,0.0583435905,0.09149927120000001,Boundary-0.5-Clean,clean_normal
16738,Det/images/normal_train/00950599.png,0,01,filename_bucket_1000:950,Normal,easy_clean,0.0457436771,1.0,0.0489331843,0.09148735419999998,Boundary-0.5-Clean,clean_normal
16739,Det/images/normal_train/00847255.png,0,04,filename_bucket_1000:847,Normal,easy_clean,0.0457412985,1.0,0.0394136352,0.09148259699999994,Boundary-0.5-Clean,clean_normal
16740,Det/images/normal_train/00218237.png,0,09,filename_bucket_1000:218,Normal,easy_clean,0.0457312473,1.0,0.0524523767,0.0914624946,Boundary-0.5-Clean,clean_normal
16741,Det/images/normal_train/00971909.png,0,02,filename_bucket_1000:971,Normal,learnable_hard,0.0457308766,0.995,0.0663194075,0.09146175319999994,Boundary-0.5-Clean,clean_normal
16742,Det/images/normal_train/00553708.png,0,04,filename_bucket_1000:553,Normal,learnable_hard,0.04572626,0.995,0.0714121474,0.09145252000000004,Boundary-0.5-Clean,clean_normal
16743,Det/images/normal_train/00586546.png,0,01,filename_bucket_1000:586,Normal,learnable_hard,0.0457252668,0.99,0.0753585859,0.0914505336,Boundary-0.5-Clean,clean_normal
16744,Det/images/normal_train/00934439.png,0,01,filename_bucket_1000:934,Normal,easy_clean,0.0457248471,1.0,0.0353064893,0.09144969420000004,Boundary-0.5-Clean,clean_normal
16745,Det/images/normal_train/00809573.png,0,05,filename_bucket_1000:809,Normal,easy_clean,0.0457112102,1.0,0.039276554,0.09142242040000004,Boundary-0.5-Clean,clean_normal
16746,Det/images/normal_train/00705165.png,0,04,filename_bucket_1000:705,Normal,learnable_hard,0.0456971783,0.995,0.0587604032,0.09139435659999995,Boundary-0.5-Clean,clean_normal
16747,Det/images/normal_train/01073965.png,0,07,filename_bucket_1000:1073,Normal,easy_clean,0.0456934047,1.0,0.0462180112,0.09138680939999999,Boundary-0.5-Clean,clean_normal
16748,Det/images/normal_train/01244293.png,0,04,filename_bucket_1000:1244,Normal,easy_clean,0.0456927863,1.0,0.0378278156,0.09138557260000002,Boundary-0.5-Clean,clean_normal
16749,Det/images/normal_train/00835910.png,0,02,filename_bucket_1000:835,Normal,learnable_hard,0.0456898623,0.97,0.122367505,0.09137972459999999,Boundary-0.5-Clean,clean_normal
16750,Det/images/normal_train/01024109.png,0,01,filename_bucket_1000:1024,Normal,easy_clean,0.0456897408,1.0,0.0266927649,0.09137948159999998,Boundary-0.5-Clean,clean_normal
16751,Det/images/normal_train/00692533.png,0,06,filename_bucket_1000:692,Normal,easy_clean,0.045686535,1.0,0.0579915221,0.09137306999999995,Boundary-0.5-Clean,clean_normal
16752,Det/images/normal_train/00927440.png,0,09,filename_bucket_1000:927,Normal,easy_clean,0.0456796304,1.0,0.0716363037,0.09135926080000001,Boundary-0.5-Clean,clean_normal
16753,Det/images/normal_train/00583877.png,0,03,filename_bucket_1000:583,Normal,learnable_hard,0.0456792845,0.995,0.083516867,0.09135856900000006,Boundary-0.5-Clean,clean_normal
16754,Det/images/normal_train/00781072.png,0,02,filename_bucket_1000:781,Normal,easy_clean,0.0456733721,1.0,0.0459368474,0.0913467442,Boundary-0.5-Clean,clean_normal
16755,Det/images/normal_train/00608617.png,0,06,filename_bucket_1000:608,Normal,easy_clean,0.045665253,1.0,0.0184150469,0.09133050600000003,Boundary-0.5-Clean,clean_normal
16756,Det/images/normal_train/00551287.png,0,02,filename_bucket_1000:551,Normal,learnable_hard,0.0456621324,0.995,0.0761975863,0.0913242648,Boundary-0.5-Clean,clean_normal
16757,Det/images/normal_train/01069872.png,0,09,filename_bucket_1000:1069,Normal,easy_clean,0.0456364472,1.0,0.0365847869,0.09127289439999997,Boundary-0.5-Clean,clean_normal
16758,Det/images/normal_train/00383092.png,0,02,filename_bucket_1000:383,Normal,easy_clean,0.0456331824,1.0,0.0453261259,0.09126636480000005,Boundary-0.5-Clean,clean_normal
16759,Det/images/normal_train/01155980.png,0,07,filename_bucket_1000:1155,Normal,easy_clean,0.0456310123,1.0,0.0442945597,0.09126202459999999,Boundary-0.5-Clean,clean_normal
16760,Det/images/normal_train/00976642.png,0,04,filename_bucket_1000:976,Normal,easy_clean,0.0456227602,1.0,0.0440715503,0.0912455204,Boundary-0.5-Clean,clean_normal
16761,Det/images/normal_train/00912746.png,0,01,filename_bucket_1000:912,Normal,learnable_hard,0.0456157726,0.995,0.0783084835,0.09123154519999999,Boundary-0.5-Clean,clean_normal
16762,Det/images/normal_train/01226480.png,0,00,filename_bucket_1000:1226,Normal,easy_clean,0.0456114885,1.0,0.0642423165,0.09122297700000004,Boundary-0.5-Clean,clean_normal
16763,Det/images/normal_train/00321741.png,0,03,filename_bucket_1000:321,Normal,learnable_hard,0.0456105229,0.995,0.0735131335,0.09122104580000001,Boundary-0.5-Clean,clean_normal
16764,Det/images/normal_train/00747308.png,0,06,filename_bucket_1000:747,Normal,easy_clean,0.0456076367,0.995,0.0744413977,0.09121527340000002,Boundary-0.5-Clean,clean_normal
16765,Det/images/normal_train/00994055.png,0,04,filename_bucket_1000:994,Normal,learnable_hard,0.0455963793,0.995,0.0572329346,0.09119275859999998,Boundary-0.5-Clean,clean_normal
16766,Det/images/normal_train/01210263.png,0,01,filename_bucket_1000:1210,Normal,easy_clean,0.0455961283,1.0,0.041166051,0.09119225659999997,Boundary-0.5-Clean,clean_normal
16767,Det/images/normal_train/00798588.png,0,03,filename_bucket_1000:798,Normal,learnable_hard,0.0455897366,0.995,0.0502811436,0.09117947319999997,Boundary-0.5-Clean,clean_normal
16768,Det/images/normal_train/00230622.png,0,02,filename_bucket_1000:230,Normal,easy_clean,0.0455785328,1.0,0.0510885979,0.09115706560000003,Boundary-0.5-Clean,clean_normal
16769,Det/images/normal_train/00677497.png,0,01,filename_bucket_1000:677,Normal,learnable_hard,0.0455730566,0.98,0.1169122163,0.09114611319999999,Boundary-0.5-Clean,clean_normal
16770,Det/images/normal_train/00943488.png,0,09,filename_bucket_1000:943,Normal,easy_clean,0.0455693558,1.0,0.0381396496,0.09113871159999998,Boundary-0.5-Clean,clean_normal
16771,Det/images/normal_train/01116040.png,0,04,filename_bucket_1000:1116,Normal,learnable_hard,0.0455611243,0.995,0.0758200325,0.09112224859999996,Boundary-0.5-Clean,clean_normal
16772,Det/images/normal_train/00820029.png,0,05,filename_bucket_1000:820,Normal,easy_clean,0.0455522129,1.0,0.0386922658,0.0911044258,Boundary-0.5-Clean,clean_normal
16773,Det/images/normal_train/00991877.png,0,00,filename_bucket_1000:991,Normal,easy_clean,0.0455414751,1.0,0.0559095903,0.09108295020000001,Boundary-0.5-Clean,clean_normal
16774,Det/images/normal_train/00658158.png,0,02,filename_bucket_1000:658,Normal,easy_clean,0.045530285,1.0,0.0535555261,0.09106057000000001,Boundary-0.5-Clean,clean_normal
16775,Det/images/normal_train/01109790.png,0,00,filename_bucket_1000:1109,Normal,easy_clean,0.0455260277,1.0,0.0363312177,0.09105205540000005,Boundary-0.5-Clean,clean_normal
16776,Det/images/normal_train/00778285.png,0,02,filename_bucket_1000:778,Normal,learnable_hard,0.0455242812,0.995,0.0700601233,0.09104856240000003,Boundary-0.5-Clean,clean_normal
16777,Det/images/normal_train/01157394.png,0,06,filename_bucket_1000:1157,Normal,easy_clean,0.0455206398,1.0,0.0419260895,0.09104127959999997,Boundary-0.5-Clean,clean_normal
16778,Det/images/normal_train/00981292.png,0,05,filename_bucket_1000:981,Normal,easy_clean,0.0455188949,1.0,0.0461614778,0.09103778979999999,Boundary-0.5-Clean,clean_normal
16779,Det/images/normal_train/00798504.png,0,03,filename_bucket_1000:798,Normal,learnable_hard,0.0455188724,0.995,0.0612476926,0.09103774480000004,Boundary-0.5-Clean,clean_normal
16780,Det/images/normal_train/00536575.png,0,02,filename_bucket_1000:536,Normal,easy_clean,0.0455178646,1.0,0.0575811717,0.09103572920000003,Boundary-0.5-Clean,clean_normal
16781,Det/images/normal_train/00425187.png,0,02,filename_bucket_1000:425,Normal,easy_clean,0.0455118301,1.0,0.0306309287,0.09102366019999997,Boundary-0.5-Clean,clean_normal
16782,Det/images/normal_train/00456847.png,0,06,filename_bucket_1000:456,Normal,easy_clean,0.0455085234,1.0,0.0501244807,0.0910170468,Boundary-0.5-Clean,clean_normal
16783,Det/images/normal_train/00314215.png,0,05,filename_bucket_1000:314,Normal,easy_clean,0.0454999544,1.0,0.0442116134,0.09099990879999997,Boundary-0.5-Clean,clean_normal
16784,Det/images/normal_train/01197104.png,0,06,filename_bucket_1000:1197,Normal,learnable_hard,0.0454968603,0.995,0.0489644299,0.0909937206,Boundary-0.5-Clean,clean_normal
16785,Det/images/normal_train/01221401.png,0,02,filename_bucket_1000:1221,Normal,easy_clean,0.0454955682,1.0,0.0443199014,0.0909911364,Boundary-0.5-Clean,clean_normal
16786,Det/images/normal_train/00556371.png,0,04,filename_bucket_1000:556,Normal,learnable_hard,0.0454851371,0.995,0.0656251837,0.09097027420000003,Boundary-0.5-Clean,clean_normal
16787,Det/images/normal_train/01040734.png,0,06,filename_bucket_1000:1040,Normal,easy_clean,0.0454800206,1.0,0.0455868559,0.09096004120000001,Boundary-0.5-Clean,clean_normal
16788,Det/images/normal_train/01066815.png,0,00,filename_bucket_1000:1066,Normal,easy_clean,0.0454636854,1.0,0.0511086551,0.09092737080000002,Boundary-0.5-Clean,clean_normal
16789,Det/images/normal_train/00318611.png,0,01,filename_bucket_1000:318,Normal,easy_clean,0.0454621588,1.0,0.0539318698,0.09092431759999997,Boundary-0.5-Clean,clean_normal
16790,Det/images/normal_train/00484926.png,0,07,filename_bucket_1000:484,Normal,easy_clean,0.0454528691,1.0,0.0530139459,0.09090573820000003,Boundary-0.5-Clean,clean_normal
16791,Det/images/normal_train/00846354.png,0,01,filename_bucket_1000:846,Normal,easy_clean,0.0454516456,1.0,0.0354937404,0.09090329119999996,Boundary-0.5-Clean,clean_normal
16792,Det/images/normal_train/00888147.png,0,08,filename_bucket_1000:888,Normal,learnable_hard,0.045449851,0.995,0.0807842202,0.09089970199999997,Boundary-0.5-Clean,clean_normal
16793,Det/images/normal_train/00371043.png,0,00,filename_bucket_1000:371,Normal,learnable_hard,0.0454423266,0.995,0.0554820903,0.09088465320000005,Boundary-0.5-Clean,clean_normal
16794,Det/images/normal_train/00938428.png,0,08,filename_bucket_1000:938,Normal,learnable_hard,0.0454404072,0.98,0.1108644592,0.09088081439999995,Boundary-0.5-Clean,clean_normal
16795,Det/images/normal_train/00596666.png,0,02,filename_bucket_1000:596,Normal,easy_clean,0.0454365853,1.0,0.0185208811,0.0908731706,Boundary-0.5-Clean,clean_normal
16796,Det/images/normal_train/00167358.png,0,04,filename_bucket_1000:167,Normal,easy_clean,0.0454338401,1.0,0.0473235074,0.09086768020000002,Boundary-0.5-Clean,clean_normal
16797,Det/images/normal_train/00542429.png,0,04,filename_bucket_1000:542,Normal,learnable_hard,0.0454242632,0.99,0.0736306517,0.09084852639999996,Boundary-0.5-Clean,clean_normal
16798,Det/images/normal_train/00913451.png,0,07,filename_bucket_1000:913,Normal,easy_clean,0.0454112683,1.0,0.0308587373,0.09082253659999995,Boundary-0.5-Clean,clean_normal
16799,Det/images/normal_train/01151800.png,0,00,filename_bucket_1000:1151,Normal,easy_clean,0.0453998516,1.0,0.0448903014,0.09079970319999997,Boundary-0.5-Clean,clean_normal
