image_id,img_rel_path,pool_rank,pool_score_anchor,embedding_index,calibrated_p,tau_anchor_label,tau_anchor_value,tta_side_consistency,tta_logit_variance,R,C,D_raw,D
Normal_00012805,train/Normal/00012805.png,188,0.167725,5433,0.207995,tau_r995,0.28,1.0,0.010146,0.090703,0.782555,0.970818,0.847306
Normal_00034962,train/Normal/00034962.png,189,0.167236,5478,0.249111,tau_r995,0.28,0.8,0.015163,0.357143,0.554562,0.96665,0.796851
Normal_00138046,train/Normal/00138046.png,190,0.167236,5516,0.851851,tau_r990,0.31,1.0,0.324777,0.0,0.00039,0.961383,0.733085
Normal_00471904,train/Normal/00471904.png,191,0.16626,6324,0.593339,tau_r990,0.31,1.0,0.007506,7.9e-05,0.834108,0.981099,0.971772
Normal_00021408,train/Normal/00021408.png,192,0.165405,5452,0.168802,tau_r995,0.28,1.0,0.01114,0.024561,0.763981,0.965648,0.784723
Normal_00338697,train/Normal/00338697.png,193,0.164673,5896,0.446633,tau_r990,0.31,1.0,0.058393,0.010521,0.243865,0.973128,0.875281
Normal_00134593,train/Normal/00134593.png,194,0.16272,5508,0.371024,tau_r990,0.31,0.8,0.209216,0.130793,0.005097,0.920033,0.232506
Normal_00004306,train/Normal/00004306.png,195,0.160889,5417,0.377164,tau_r990,0.31,0.8,0.192449,0.106585,0.007643,0.968061,0.813938
Normal_00313631,train/Normal/00313631.png,196,0.160278,5765,0.266361,tau_r995,0.28,0.8,0.007606,0.634674,0.665676,0.951674,0.615555
Normal_00322339,train/Normal/00322339.png,197,0.160156,5826,0.521472,tau_r990,0.31,1.0,0.023004,0.000868,0.573544,0.974389,0.890541
Normal_00165618,train/Normal/00165618.png,198,0.159302,5576,0.259999,tau_r995,0.28,0.4,0.020764,0.513408,0.242179,0.966484,0.79485
Normal_00471047,train/Normal/00471047.png,199,0.159302,6320,0.24369,tau_r995,0.28,0.8,0.07484,0.298097,0.131106,0.98194,0.981957
Normal_00486171,train/Normal/00486171.png,200,0.159302,6372,0.593052,tau_r990,0.31,1.0,0.072425,8e-05,0.173732,0.977216,0.924759
Normal_00353710,train/Normal/00353710.png,201,0.15918,5944,0.443924,tau_r990,0.31,1.0,0.014466,0.011515,0.704978,0.982316,0.986502
Normal_00371952,train/Normal/00371952.png,202,0.158813,6034,0.450412,tau_r990,0.31,0.8,0.111377,0.009275,0.05422,0.950373,0.599802
Normal_00313362,train/Normal/00313362.png,203,0.158691,5762,0.235525,tau_r995,0.28,1.0,0.021095,0.227073,0.600623,0.980064,0.959238
Normal_00441098,train/Normal/00441098.png,204,0.155762,6229,0.223131,tau_r995,0.28,0.8,0.402871,0.150221,4.7e-05,0.970735,0.846307
Normal_00331052,train/Normal/00331052.png,205,0.15564,5863,0.344756,tau_r990,0.31,0.8,1.370035,0.313949,0.0,0.965138,0.778552
Normal_00271057,train/Normal/00271057.png,206,0.154907,5629,0.074712,tau_r995,0.28,1.0,0.111063,0.001067,0.068291,0.946148,0.548652
Normal_00275398,train/Normal/00275398.png,207,0.154175,5648,0.220886,tau_r995,0.28,0.8,0.137115,0.139391,0.029109,0.965486,0.782761
Normal_00377670,train/Normal/00377670.png,208,0.154175,6070,0.600837,tau_r990,0.31,1.0,0.113225,6.2e-05,0.064815,0.976938,0.921403
Normal_00146294,train/Normal/00146294.png,209,0.152588,5542,0.373491,tau_r990,0.31,0.8,0.123826,0.120467,0.040133,0.949427,0.588357
Normal_00000367,train/Normal/00000367.png,210,0.152222,5400,0.455788,tau_r990,0.31,1.0,0.002206,0.007754,0.948085,0.967739,0.810037
Normal_00335362,train/Normal/00335362.png,211,0.151245,5885,0.272976,tau_r995,0.28,0.6,0.296004,0.791261,0.000469,0.971841,0.859695
Normal_00002051,train/Normal/00002051.png,212,0.150269,5412,0.232371,tau_r995,0.28,1.0,0.002169,0.204411,0.948933,0.971898,0.860384
Normal_00298724,train/Normal/00298724.png,213,0.149902,5733,0.361314,tau_r990,0.31,0.8,0.029621,0.180781,0.391029,0.950442,0.600644
Normal_00373194,train/Normal/00373194.png,214,0.149048,6045,0.512765,tau_r990,0.31,1.0,0.105916,0.001161,0.077336,0.982107,0.983971
Normal_00462814,train/Normal/00462814.png,215,0.147827,6308,0.400613,tau_r990,0.31,1.0,0.016434,0.04878,0.672234,0.960807,0.726123
Normal_00319692,train/Normal/00319692.png,216,0.141846,5811,0.224242,tau_r995,0.28,1.0,0.026922,0.155893,0.52173,0.932881,0.388052
Normal_00314328,train/Normal/00314328.png,217,0.139038,5770,0.249111,tau_r995,0.28,1.0,0.006703,0.357143,0.850453,0.967209,0.803615
Normal_00375346,train/Normal/00375346.png,218,0.137207,6058,0.367294,tau_r990,0.31,1.0,0.007287,0.148108,0.838534,0.960156,0.718241
Normal_00008225,train/Normal/00008225.png,219,0.136597,5428,0.627895,tau_r990,0.31,1.0,0.109999,2.5e-05,0.07007,0.956022,0.668186
Normal_00518591,train/Normal/00518591.png,220,0.136353,6476,0.33939,tau_r990,0.31,0.8,0.028186,0.375433,0.404828,0.96971,0.833902
Normal_00395151,train/Normal/00395151.png,221,0.13562,6111,0.423041,tau_r990,0.31,1.0,0.007092,0.023097,0.842495,0.976744,0.919048
Normal_00296371,train/Normal/00296371.png,222,0.13501,5720,0.76956,tau_r990,0.31,1.0,0.07118,0.0,0.179038,0.975403,0.902817
Normal_00412822,train/Normal/00412822.png,223,0.131958,6175,0.214561,tau_r995,0.28,1.0,0.003722,0.112895,0.91398,0.957864,0.690493
Normal_00015255,train/Normal/00015255.png,224,0.131226,5437,0.288924,tau_r995,0.28,0.8,0.02284,0.742708,0.460657,0.966162,0.790946
Normal_00486860,train/Normal/00486860.png,225,0.128296,6376,0.434651,tau_r990,0.31,1.0,0.097019,0.015685,0.095887,0.973105,0.874993
Normal_00452559,train/Normal/00452559.png,226,0.127808,6271,0.479189,tau_r990,0.31,0.8,0.168661,0.003554,0.013581,0.979174,0.948472
Normal_00411687,train/Normal/00411687.png,227,0.126953,6168,0.225897,tau_r995,0.28,1.0,0.017279,0.164735,0.658646,0.951993,0.619413
Normal_00442574,train/Normal/00442574.png,228,0.126831,6232,0.218612,tau_r995,0.28,0.8,0.278758,0.129218,0.000949,0.972034,0.862032
Normal_00369013,train/Normal/00369013.png,229,0.126465,6018,0.418566,tau_r990,0.31,1.0,0.004047,0.026813,0.906829,0.979624,0.953911
Normal_00005039,train/Normal/00005039.png,230,0.125977,5418,0.174207,tau_r995,0.28,1.0,0.060712,0.02941,0.230574,0.972126,0.86315
Normal_00143068,train/Normal/00143068.png,231,0.124878,5535,0.269914,tau_r995,0.28,0.8,0.116246,0.71447,0.048201,0.977714,0.930791
Normal_00291282,train/Normal/00291282.png,232,0.124207,5701,0.358767,tau_r990,0.31,0.8,0.046878,0.196798,0.257687,0.961928,0.739694
Normal_00431704,train/Normal/00431704.png,233,0.123779,6216,0.387403,tau_r990,0.31,0.8,0.213646,0.075767,0.004579,0.976324,0.91397
Normal_00451302,train/Normal/00451302.png,234,0.121765,6268,0.446903,tau_r990,0.31,1.0,0.003718,0.010426,0.914068,0.97516,0.899872
Normal_00271718,train/Normal/00271718.png,235,0.121704,5632,0.508947,tau_r990,0.31,1.0,0.020693,0.001318,0.606487,0.966649,0.796838
Normal_00437877,train/Normal/00437877.png,236,0.121155,6224,0.322004,tau_r990,0.31,0.8,0.386899,0.670227,7e-05,0.97845,0.939708
Normal_00291401,train/Normal/00291401.png,237,0.120972,5702,0.187935,tau_r995,0.28,0.8,0.097203,0.046475,0.076369,0.972038,0.862082
Normal_00518078,train/Normal/00518078.png,238,0.12085,6471,0.564389,tau_r990,0.31,1.0,0.168766,0.000208,0.016934,0.965665,0.784933
Normal_00477572,train/Normal/00477572.png,239,0.120117,6346,0.374413,tau_r990,0.31,1.0,0.115896,0.116824,0.060763,0.962775,0.749946
Normal_00497455,train/Normal/00497455.png,240,0.119324,6410,0.204924,tau_r995,0.28,0.8,0.694566,0.081876,0.0,0.948947,0.582544
Normal_00490366,train/Normal/00490366.png,241,0.11908,6387,0.533133,tau_r990,0.31,1.0,0.086546,0.000589,0.123503,0.977113,0.923516
Normal_00488120,train/Normal/00488120.png,242,0.118286,6382,0.304268,tau_r990,0.31,1.0,0.012455,0.82608,0.740085,0.975728,0.906757
Normal_00407075,train/Normal/00407075.png,243,0.117798,6153,0.432729,tau_r990,0.31,1.0,0.013409,0.016723,0.723217,0.952724,0.628271
Normal_00496516,train/Normal/00496516.png,244,0.117798,6405,0.281923,tau_r995,0.28,0.4,0.017087,0.937899,0.264684,0.972447,0.867034
Normal_00473181,train/Normal/00473181.png,245,0.115845,6330,0.143754,tau_r995,0.28,0.8,0.195122,0.010657,0.007165,0.962325,0.744501
Normal_00320225,train/Normal/00320225.png,246,0.115479,5815,0.273844,tau_r995,0.28,0.2,0.000834,0.814473,0.196009,0.953601,0.638883
Normal_00515962,train/Normal/00515962.png,247,0.114868,6461,0.37686,tau_r990,0.31,1.0,0.002915,0.107673,0.931979,0.95136,0.611754
Normal_00361813,train/Normal/00361813.png,248,0.113892,5979,0.348395,tau_r990,0.31,1.0,0.006325,0.278087,0.858257,0.944494,0.52863
Normal_00167010,train/Normal/00167010.png,249,0.113586,5578,0.257681,tau_r995,0.28,0.8,0.004177,0.475221,0.723188,0.968703,0.821709
Normal_00410243,train/Normal/00410243.png,250,0.113281,6160,0.150261,tau_r995,0.28,0.8,0.247041,0.013239,0.002043,0.973268,0.876968
