rank_desc,img_rel_path,p_abnormal,in_top250,image_stub
558,train\Normal\00460095.png,0.023804,False,00460095
559,train\Normal\00480235.png,0.023651,False,00480235
560,train\Normal\00150824.png,0.023529,False,00150824
561,train\Normal\00484090.png,0.023468,False,00484090
562,train\Normal\00277301.png,0.023346,False,00277301
563,train\Normal\00299960.png,0.023315,False,00299960
564,train\Normal\00411700.png,0.023285,False,00411700
565,train\Normal\00315894.png,0.023224,False,00315894
566,train\Normal\00306790.png,0.023193,False,00306790
567,train\Normal\00144755.png,0.023132,False,00144755
568,train\Normal\00294881.png,0.023041,False,00294881
569,train\Normal\00363440.png,0.02269,False,00363440
570,train\Normal\00457366.png,0.022583,False,00457366
571,train\Normal\00401914.png,0.022461,False,00401914
572,train\Normal\00165205.png,0.0224,False,00165205
573,train\Normal\00038163.png,0.022293,False,00038163
574,train\Normal\00157623.png,0.022293,False,00157623
575,train\Normal\00318339.png,0.022247,False,00318339
576,train\Normal\00411143.png,0.022217,False,00411143
577,train\Normal\00301286.png,0.022186,False,00301286
578,train\Normal\00511223.png,0.022156,False,00511223
579,train\Normal\00137553.png,0.021805,False,00137553
580,train\Normal\00381192.png,0.021637,False,00381192
581,train\Normal\00438619.png,0.021393,False,00438619
582,train\Normal\00480174.png,0.021362,False,00480174
583,train\Normal\00438516.png,0.021332,False,00438516
584,train\Normal\00321801.png,0.021103,False,00321801
585,train\Normal\00463198.png,0.021042,False,00463198
586,train\Normal\00302995.png,0.021011,False,00302995
587,train\Normal\00482092.png,0.020798,False,00482092
588,train\Normal\00297988.png,0.020782,False,00297988
589,train\Normal\00028645.png,0.020645,False,00028645
590,train\Normal\00274935.png,0.02063,False,00274935
591,train\Normal\00456275.png,0.020355,False,00456275
592,train\Normal\00501228.png,0.020309,False,00501228
593,train\Normal\00320014.png,0.020294,False,00320014
594,train\Normal\00140318.png,0.020248,False,00140318
595,train\Normal\00156694.png,0.020218,False,00156694
596,train\Normal\00266820.png,0.020126,False,00266820
597,train\Normal\00305399.png,0.020081,False,00305399
598,train\Normal\00024094.png,0.02002,False,00024094
599,train\Normal\00513274.png,0.019913,False,00513274
600,train\Normal\00267475.png,0.019867,False,00267475
601,train\Normal\00497028.png,0.01976,False,00497028
602,train\Normal\00509544.png,0.019714,False,00509544
603,train\Normal\00008058.png,0.019562,False,00008058
604,train\Normal\00131297.png,0.019547,False,00131297
605,train\Normal\00332852.png,0.019501,False,00332852
606,train\Normal\00410245.png,0.019424,False,00410245
607,train\Normal\00414775.png,0.019424,False,00414775
608,train\Normal\00458655.png,0.019379,False,00458655
609,train\Normal\00412255.png,0.018845,False,00412255
610,train\Normal\00424672.png,0.018829,False,00424672
611,train\Normal\00447841.png,0.018799,False,00447841
612,train\Normal\00140312.png,0.018768,False,00140312
613,train\Normal\00408451.png,0.018723,False,00408451
614,train\Normal\00277215.png,0.018631,False,00277215
615,train\Normal\00264997.png,0.01857,False,00264997
616,train\Normal\00132004.png,0.018463,False,00132004
617,train\Normal\00144931.png,0.018356,False,00144931
618,train\Normal\00001038.png,0.018173,False,00001038
619,train\Normal\00347511.png,0.018173,False,00347511
620,train\Normal\00282179.png,0.018005,False,00282179
621,train\Normal\00398681.png,0.018005,False,00398681
622,train\Normal\00459782.png,0.017899,False,00459782
623,train\Normal\00140564.png,0.017868,False,00140564
624,train\Normal\00399119.png,0.017838,False,00399119
625,train\Normal\00040866.png,0.017761,False,00040866
626,train\Normal\00472615.png,0.017761,False,00472615
627,train\Normal\00444690.png,0.017746,False,00444690
628,train\Normal\00494054.png,0.017288,False,00494054
629,train\Normal\00285907.png,0.017258,False,00285907
630,train\Normal\00338032.png,0.017258,False,00338032
631,train\Normal\00270472.png,0.017197,False,00270472
632,train\Normal\00295908.png,0.01712,False,00295908
633,train\Normal\00517869.png,0.017059,False,00517869
634,train\Normal\00025320.png,0.016953,False,00025320
635,train\Normal\00272832.png,0.016922,False,00272832
636,train\Normal\00404966.png,0.016922,False,00404966
637,train\Normal\00142762.png,0.016876,False,00142762
638,train\Normal\00340682.png,0.016663,False,00340682
639,train\Normal\00506733.png,0.016663,False,00506733
640,train\Normal\00332546.png,0.016632,False,00332546
641,train\Normal\00262753.png,0.016602,False,00262753
642,train\Normal\00472070.png,0.01651,False,00472070
643,train\Normal\00392540.png,0.016373,False,00392540
644,train\Normal\00514640.png,0.016357,False,00514640
645,train\Normal\00481991.png,0.016342,False,00481991
646,train\Normal\00370833.png,0.016129,False,00370833
647,train\Normal\00149792.png,0.016098,False,00149792
648,train\Normal\00335003.png,0.016098,False,00335003
649,train\Normal\00451942.png,0.015991,False,00451942
650,train\Normal\00318357.png,0.01593,False,00318357
651,train\Normal\00514624.png,0.015427,False,00514624
652,train\Normal\00477477.png,0.015396,False,00477477
653,train\Normal\00361526.png,0.015366,False,00361526
654,train\Normal\00266294.png,0.015305,False,00266294
655,train\Normal\00000793.png,0.015221,False,00000793
656,train\Normal\00295735.png,0.015129,False,00295735
657,train\Normal\00262391.png,0.015076,False,00262391
658,train\Normal\00487453.png,0.015076,False,00487453
659,train\Normal\00476879.png,0.014954,False,00476879
660,train\Normal\00436382.png,0.01487,False,00436382
661,train\Normal\00308539.png,0.014786,False,00308539
662,train\Normal\00445458.png,0.014732,False,00445458
663,train\Normal\00508568.png,0.014618,False,00508568
664,train\Normal\00508941.png,0.014557,False,00508941
665,train\Normal\00515816.png,0.014313,False,00515816
666,train\Normal\00364848.png,0.014282,False,00364848
667,train\Normal\00266074.png,0.014252,False,00266074
668,train\Normal\00503440.png,0.014229,False,00503440
669,train\Normal\00308518.png,0.014091,False,00308518
670,train\Normal\00399457.png,0.014038,False,00399457
671,train\Normal\00403829.png,0.013985,False,00403829
672,train\Normal\00131753.png,0.013931,False,00131753
673,train\Normal\00355463.png,0.013878,False,00355463
674,train\Normal\00365755.png,0.013878,False,00365755
675,train\Normal\00461771.png,0.013664,False,00461771
676,train\Normal\00517276.png,0.013634,False,00517276
677,train\Normal\00375071.png,0.013611,False,00375071
678,train\Normal\00498326.png,0.013588,False,00498326
679,train\Normal\00497438.png,0.013504,False,00497438
680,train\Normal\00471796.png,0.013428,False,00471796
681,train\Normal\00443250.png,0.013374,False,00443250
682,train\Normal\00000426.png,0.013329,False,00000426
683,train\Normal\00290360.png,0.013245,False,00290360
684,train\Normal\00270317.png,0.013222,False,00270317
685,train\Normal\00396926.png,0.013123,False,00396926
686,train\Normal\00319480.png,0.012848,False,00319480
687,train\Normal\00479404.png,0.012825,False,00479404
688,train\Normal\00319318.png,0.01265,False,00319318
689,train\Normal\00362765.png,0.012573,False,00362765
690,train\Normal\00491996.png,0.01255,False,00491996
691,train\Normal\00447865.png,0.012482,False,00447865
692,train\Normal\00327182.png,0.012405,False,00327182
693,train\Normal\00489519.png,0.01236,False,00489519
694,train\Normal\00284759.png,0.012314,False,00284759
695,train\Normal\00461772.png,0.012192,False,00461772
696,train\Normal\00515284.png,0.012169,False,00515284
697,train\Normal\00305408.png,0.012146,False,00305408
698,train\Normal\00012816.png,0.012123,False,00012816
699,train\Normal\00451769.png,0.012077,False,00451769
700,train\Normal\00149417.png,0.012032,False,00149417
701,train\Normal\00294509.png,0.012032,False,00294509
702,train\Normal\00349561.png,0.01194,False,00349561
703,train\Normal\00286510.png,0.011917,False,00286510
704,train\Normal\00425299.png,0.011894,False,00425299
705,train\Normal\00037936.png,0.011826,False,00037936
706,train\Normal\00150185.png,0.011826,False,00150185
707,train\Normal\00322016.png,0.011757,False,00322016
708,train\Normal\00430687.png,0.011711,False,00430687
709,train\Normal\00321003.png,0.011688,False,00321003
710,train\Normal\00326094.png,0.011597,False,00326094
711,train\Normal\00505541.png,0.011574,False,00505541
712,train\Normal\00025269.png,0.011482,False,00025269
713,train\Normal\00350857.png,0.011482,False,00350857
714,train\Normal\00283749.png,0.011421,False,00283749
715,train\Normal\00476293.png,0.011398,False,00476293
716,train\Normal\00372163.png,0.011269,False,00372163
717,train\Normal\00356005.png,0.011116,False,00356005
718,train\Normal\00334957.png,0.01107,False,00334957
719,train\Normal\00444420.png,0.01107,False,00444420
720,train\Normal\00452942.png,0.01107,False,00452942
721,train\Normal\00285367.png,0.01088,False,00285367
722,train\Normal\00015782.png,0.010857,False,00015782
723,train\Normal\00515390.png,0.010841,False,00515390
724,train\Normal\00134888.png,0.010796,False,00134888
725,train\Normal\00294685.png,0.010796,False,00294685
726,train\Normal\00489570.png,0.010674,False,00489570
727,train\Normal\00405875.png,0.010551,False,00405875
728,train\Normal\00447321.png,0.010529,False,00447321
729,train\Normal\00370249.png,0.010506,False,00370249
730,train\Normal\00132236.png,0.010468,False,00132236
731,train\Normal\00337268.png,0.010468,False,00337268
732,train\Normal\00412576.png,0.010429,False,00412576
733,train\Normal\00339246.png,0.010406,False,00339246
734,train\Normal\00151012.png,0.010345,False,00151012
735,train\Normal\00336892.png,0.010307,False,00336892
736,train\Normal\00358001.png,0.010292,False,00358001
737,train\Normal\00333884.png,0.010071,False,00333884
738,train\Normal\00392081.png,0.010056,False,00392081
739,train\Normal\00380205.png,0.009972,False,00380205
740,train\Normal\00294675.png,0.00988,False,00294675
741,train\Normal\00374722.png,0.009857,False,00374722
742,train\Normal\00346622.png,0.009781,False,00346622
743,train\Normal\00131779.png,0.009766,False,00131779
744,train\Normal\00436592.png,0.009712,False,00436592
745,train\Normal\00371013.png,0.009674,False,00371013
746,train\Normal\00494438.png,0.009651,False,00494438
747,train\Normal\00266073.png,0.009613,False,00266073
748,train\Normal\00462714.png,0.009613,False,00462714
749,train\Normal\00312884.png,0.009544,False,00312884
750,train\Normal\00260752.png,0.009506,False,00260752
751,train\Normal\00267084.png,0.009483,False,00267084
752,train\Normal\00511789.png,0.009377,False,00511789
753,train\Normal\00155192.png,0.009178,False,00155192
754,train\Normal\00366093.png,0.009087,False,00366093
755,train\Normal\00356180.png,0.009018,False,00356180
756,train\Normal\00355854.png,0.008987,False,00355854
757,train\Normal\00382320.png,0.008987,False,00382320
758,train\Normal\00367430.png,0.008949,False,00367430
759,train\Normal\00132603.png,0.008934,False,00132603
760,train\Normal\00480897.png,0.008896,False,00480897
761,train\Normal\00296120.png,0.008812,False,00296120
762,train\Normal\00373685.png,0.008797,False,00373685
763,train\Normal\00284847.png,0.008781,False,00284847
764,train\Normal\00427351.png,0.008743,False,00427351
765,train\Normal\00372956.png,0.008698,False,00372956
766,train\Normal\00460051.png,0.008659,False,00460051
767,train\Normal\00346391.png,0.00856,False,00346391
768,train\Normal\00143563.png,0.008545,False,00143563
769,train\Normal\00312438.png,0.008446,False,00312438
770,train\Normal\00261144.png,0.00843,False,00261144
771,train\Normal\00320042.png,0.00843,False,00320042
772,train\Normal\00268192.png,0.008415,False,00268192
773,train\Normal\00357993.png,0.0084,False,00357993
774,train\Normal\00366207.png,0.008331,False,00366207
775,train\Normal\00311150.png,0.008255,False,00311150
776,train\Normal\00024888.png,0.008156,False,00024888
777,train\Normal\00333173.png,0.00808,False,00333173
778,train\Normal\00477038.png,0.007988,False,00477038
779,train\Normal\00412524.png,0.007965,False,00412524
780,train\Normal\00366394.png,0.007874,False,00366394
781,train\Normal\00456417.png,0.007874,False,00456417
782,train\Normal\00366716.png,0.007828,False,00366716
783,train\Normal\00318442.png,0.007812,False,00318442
784,train\Normal\00325049.png,0.007771,False,00325049
785,train\Normal\00493793.png,0.007755,False,00493793
786,train\Normal\00462986.png,0.007679,False,00462986
787,train\Normal\00273499.png,0.007668,False,00273499
788,train\Normal\00298568.png,0.007488,False,00298568
789,train\Normal\00291201.png,0.007477,False,00291201
790,train\Normal\00343022.png,0.007477,False,00343022
791,train\Normal\00148278.png,0.007446,False,00148278
792,train\Normal\00297282.png,0.007416,False,00297282
793,train\Normal\00361109.png,0.007389,False,00361109
794,train\Normal\00267608.png,0.007332,False,00267608
795,train\Normal\00266173.png,0.007301,False,00266173
796,train\Normal\00319040.png,0.007217,False,00319040
797,train\Normal\00477797.png,0.007175,False,00477797
798,train\Normal\00512076.png,0.007149,False,00512076
799,train\Normal\00264175.png,0.007053,False,00264175
800,train\Normal\00363215.png,0.007038,False,00363215
801,train\Normal\00356286.png,0.006969,False,00356286
802,train\Normal\00378496.png,0.006931,False,00378496
803,train\Normal\00335702.png,0.006916,False,00335702
804,train\Normal\00317668.png,0.006889,False,00317668
805,train\Normal\00516373.png,0.006863,False,00516373
806,train\Normal\00479402.png,0.006798,False,00479402
807,train\Normal\00297718.png,0.006771,False,00297718
808,train\Normal\00357163.png,0.006771,False,00357163
809,train\Normal\00275204.png,0.006668,False,00275204
810,train\Normal\00132681.png,0.006641,False,00132681
811,train\Normal\00456332.png,0.00663,False,00456332
812,train\Normal\00405381.png,0.00663,False,00405381
813,train\Normal\00442281.png,0.00663,False,00442281
814,train\Normal\00406171.png,0.006603,False,00406171
815,train\Normal\00272640.png,0.006538,False,00272640
816,train\Normal\00475956.png,0.006477,False,00475956
817,train\Normal\00322815.png,0.006462,False,00322815
818,train\Normal\00487657.png,0.006462,False,00487657
819,train\Normal\00372176.png,0.006325,False,00372176
820,train\Normal\00024176.png,0.00629,False,00024176
821,train\Normal\00317647.png,0.00629,False,00317647
822,train\Normal\00367640.png,0.00629,False,00367640
823,train\Normal\00366671.png,0.006241,False,00366671
824,train\Normal\00351102.png,0.006218,False,00351102
825,train\Normal\00325061.png,0.006207,False,00325061
826,train\Normal\00493788.png,0.006168,False,00493788
827,train\Normal\00388823.png,0.006157,False,00388823
828,train\Normal\00473690.png,0.006073,False,00473690
829,train\Normal\00374514.png,0.00605,False,00374514
830,train\Normal\00288965.png,0.006039,False,00288965
831,train\Normal\00361096.png,0.006004,False,00361096
832,train\Normal\00330978.png,0.005947,False,00330978
833,train\Normal\00515600.png,0.005878,False,00515600
834,train\Normal\00335466.png,0.005856,False,00335466
835,train\Normal\00285298.png,0.005844,False,00285298
836,train\Normal\00363132.png,0.005844,False,00363132
837,train\Normal\00376745.png,0.005833,False,00376745
838,train\Normal\00271879.png,0.00581,False,00271879
839,train\Normal\00267981.png,0.005775,False,00267981
840,train\Normal\00404921.png,0.005775,False,00404921
841,train\Normal\00373016.png,0.005764,False,00373016
842,train\Normal\00517933.png,0.00573,False,00517933
843,train\Normal\00154162.png,0.005642,False,00154162
844,train\Normal\00497446.png,0.005577,False,00497446
845,train\Normal\00334391.png,0.005543,False,00334391
846,train\Normal\00346475.png,0.005482,False,00346475
847,train\Normal\00445021.png,0.005447,False,00445021
848,train\Normal\00495074.png,0.005436,False,00495074
849,train\Normal\00297766.png,0.005428,False,00297766
850,train\Normal\00357701.png,0.005428,False,00357701
851,train\Normal\00480239.png,0.005394,False,00480239
852,train\Normal\00487664.png,0.005375,False,00487664
853,train\Normal\00435918.png,0.005363,False,00435918
854,train\Normal\00360805.png,0.005344,False,00360805
855,train\Normal\00369838.png,0.005333,False,00369838
856,train\Normal\00376239.png,0.005333,False,00376239
857,train\Normal\00035470.png,0.005291,False,00035470
858,train\Normal\00136698.png,0.00523,False,00136698
859,train\Normal\00451109.png,0.00523,False,00451109
860,train\Normal\00518375.png,0.00523,False,00518375
861,train\Normal\00371191.png,0.005199,False,00371191
862,train\Normal\00326713.png,0.005188,False,00326713
863,train\Normal\00291256.png,0.00518,False,00291256
864,train\Normal\00461385.png,0.005138,False,00461385
865,train\Normal\00320981.png,0.0051,False,00320981
866,train\Normal\00473765.png,0.005039,False,00473765
867,train\Normal\00325260.png,0.00502,False,00325260
868,train\Normal\00416585.png,0.005001,False,00416585
869,train\Normal\00447044.png,0.004982,False,00447044
870,train\Normal\00357240.png,0.004974,False,00357240
871,train\Normal\00472571.png,0.004963,False,00472571
872,train\Normal\00288720.png,0.004951,False,00288720
873,train\Normal\00288812.png,0.004887,False,00288812
874,train\Normal\00397294.png,0.004887,False,00397294
875,train\Normal\00493799.png,0.004784,False,00493799
876,train\Normal\00371066.png,0.004757,False,00371066
877,train\Normal\00277401.png,0.004738,False,00277401
878,train\Normal\00168458.png,0.0047,False,00168458
879,train\Normal\00371352.png,0.004654,False,00371352
880,train\Normal\00140961.png,0.004646,False,00140961
881,train\Normal\00364038.png,0.004635,False,00364038
882,train\Normal\00330309.png,0.004601,False,00330309
883,train\Normal\00316047.png,0.004581,False,00316047
884,train\Normal\00321799.png,0.004566,False,00321799
885,train\Normal\00378516.png,0.004467,False,00378516
886,train\Normal\00330392.png,0.004433,False,00330392
887,train\Normal\00372214.png,0.004433,False,00372214
888,train\Normal\00460038.png,0.00441,False,00460038
889,train\Normal\00303172.png,0.004322,False,00303172
890,train\Normal\00288898.png,0.004299,False,00288898
891,train\Normal\00405834.png,0.00428,False,00405834
892,train\Normal\00323548.png,0.00425,False,00323548
893,train\Normal\00151951.png,0.00423,False,00151951
894,train\Normal\00365161.png,0.004215,False,00365161
895,train\Normal\00324165.png,0.004192,False,00324165
896,train\Normal\00370594.png,0.004108,False,00370594
897,train\Normal\00398493.png,0.004078,False,00398493
898,train\Normal\00447329.png,0.004055,False,00447329
899,train\Normal\00514606.png,0.004047,False,00514606
900,train\Normal\00296893.png,0.004005,False,00296893
901,train\Normal\00493656.png,0.00399,False,00493656
902,train\Normal\00378698.png,0.003975,False,00378698
903,train\Normal\00129852.png,0.003914,False,00129852
904,train\Normal\00371053.png,0.003893,False,00371053
905,train\Normal\00374947.png,0.003862,False,00374947
906,train\Normal\00366910.png,0.003796,False,00366910
907,train\Normal\00273168.png,0.003773,False,00273168
908,train\Normal\00372464.png,0.00375,False,00372464
909,train\Normal\00274719.png,0.003729,False,00274719
910,train\Normal\00375701.png,0.003721,False,00375701
911,train\Normal\00406011.png,0.0037,False,00406011
912,train\Normal\00415600.png,0.0037,False,00415600
913,train\Normal\00368370.png,0.003672,False,00368370
914,train\Normal\00266247.png,0.003664,False,00266247
915,train\Normal\00312436.png,0.003651,False,00312436
916,train\Normal\00284477.png,0.003546,False,00284477
917,train\Normal\00411184.png,0.003538,False,00411184
918,train\Normal\00314626.png,0.003525,False,00314626
919,train\Normal\00480226.png,0.003517,False,00480226
920,train\Normal\00261230.png,0.003504,False,00261230
921,train\Normal\00356185.png,0.003429,False,00356185
922,train\Normal\00262077.png,0.003403,False,00262077
923,train\Normal\00406154.png,0.003376,False,00406154
924,train\Normal\00000370.png,0.003357,False,00000370
925,train\Normal\00376164.png,0.003325,False,00376164
926,train\Normal\00149186.png,0.003235,False,00149186
927,train\Normal\00025266.png,0.003229,False,00025266
928,train\Normal\00373415.png,0.003229,False,00373415
929,train\Normal\00378401.png,0.003223,False,00378401
930,train\Normal\00300724.png,0.003216,False,00300724
931,train\Normal\00282018.png,0.00321,False,00282018
932,train\Normal\00272328.png,0.00321,False,00272328
933,train\Normal\00324556.png,0.003191,False,00324556
934,train\Normal\00296607.png,0.003172,False,00296607
935,train\Normal\00328029.png,0.003166,False,00328029
936,train\Normal\00456282.png,0.003166,False,00456282
937,train\Normal\00272505.png,0.003124,False,00272505
938,train\Normal\00327985.png,0.003124,False,00327985
939,train\Normal\00373005.png,0.003124,False,00373005
940,train\Normal\00267158.png,0.003069,False,00267158
941,train\Normal\00271781.png,0.003069,False,00271781
942,train\Normal\00260567.png,0.003057,False,00260567
943,train\Normal\00447504.png,0.003057,False,00447504
944,train\Normal\00271913.png,0.003046,False,00271913
945,train\Normal\00398539.png,0.003027,False,00398539
946,train\Normal\00324047.png,0.003004,False,00324047
947,train\Normal\00282603.png,0.00297,False,00282603
948,train\Normal\00364192.png,0.002958,False,00364192
949,train\Normal\00372595.png,0.002935,False,00372595
950,train\Normal\00511378.png,0.002918,False,00511378
951,train\Normal\00262389.png,0.002913,False,00262389
952,train\Normal\00516310.png,0.00285,False,00516310
953,train\Normal\00007159.png,0.00284,False,00007159
954,train\Normal\00372998.png,0.002829,False,00372998
955,train\Normal\00392542.png,0.00279,False,00392542
956,train\Normal\00001883.png,0.002773,False,00001883
957,train\Normal\00322764.png,0.002758,False,00322764
958,train\Normal\00026823.png,0.002731,False,00026823
959,train\Normal\00379858.png,0.00272,False,00379858
960,train\Normal\00363312.png,0.002668,False,00363312
961,train\Normal\00370836.png,0.002647,False,00370836
962,train\Normal\00486377.png,0.002605,False,00486377
963,train\Normal\00445007.png,0.002581,False,00445007
964,train\Normal\00372994.png,0.002562,False,00372994
965,train\Normal\00508531.png,0.002522,False,00508531
966,train\Normal\00468400.png,0.002516,False,00468400
967,train\Normal\00284261.png,0.002497,False,00284261
968,train\Normal\00007125.png,0.002478,False,00007125
969,train\Normal\00366440.png,0.002472,False,00366440
970,train\Normal\00296935.png,0.002468,False,00296935
971,train\Normal\00364765.png,0.002453,False,00364765
972,train\Normal\00349028.png,0.002424,False,00349028
973,train\Normal\00364603.png,0.002369,False,00364603
974,train\Normal\00374515.png,0.002306,False,00374515
975,train\Normal\00263746.png,0.002279,False,00263746
976,train\Normal\00412739.png,0.002279,False,00412739
977,train\Normal\00359667.png,0.00226,False,00359667
978,train\Normal\00516221.png,0.002253,False,00516221
979,train\Normal\00375980.png,0.002222,False,00375980
980,train\Normal\00315275.png,0.002209,False,00315275
981,train\Normal\00366388.png,0.002182,False,00366388
982,train\Normal\00458009.png,0.002165,False,00458009
983,train\Normal\00410282.png,0.002125,False,00410282
984,train\Normal\00367689.png,0.002108,False,00367689
985,train\Normal\00354289.png,0.0021,False,00354289
986,train\Normal\00393156.png,0.00209,False,00393156
987,train\Normal\00407153.png,0.002083,False,00407153
988,train\Normal\00295578.png,0.002075,False,00295578
989,train\Normal\00295244.png,0.002058,False,00295244
990,train\Normal\00349047.png,0.002054,False,00349047
991,train\Normal\00262769.png,0.00205,False,00262769
992,train\Normal\00486675.png,0.001901,False,00486675
993,train\Normal\00514316.png,0.001861,False,00514316
994,train\Normal\00396421.png,0.001839,False,00396421
995,train\Normal\00271165.png,0.001785,False,00271165
996,train\Normal\00388843.png,0.001785,False,00388843
997,train\Normal\00460333.png,0.001714,False,00460333
998,train\Normal\00448066.png,0.001704,False,00448066
999,train\Normal\00370209.png,0.001694,False,00370209
1000,train\Normal\00460331.png,0.001684,False,00460331
1001,train\Normal\00292528.png,0.001607,False,00292528
1002,train\Normal\00410741.png,0.001601,False,00410741
1003,train\Normal\00322970.png,0.001582,False,00322970
1004,train\Normal\00296322.png,0.00157,False,00296322
1005,train\Normal\00261935.png,0.001561,False,00261935
1006,train\Normal\00473348.png,0.00154,False,00473348
1007,train\Normal\00284446.png,0.001498,False,00284446
1008,train\Normal\00461187.png,0.001495,False,00461187
1009,train\Normal\00270674.png,0.001447,False,00270674
1010,train\Normal\00357715.png,0.001421,False,00357715
1011,train\Normal\00477594.png,0.001421,False,00477594
1012,train\Normal\00030510.png,0.001413,False,00030510
1013,train\Normal\00271787.png,0.001408,False,00271787
1014,train\Normal\00411616.png,0.001369,False,00411616
1015,train\Normal\00010984.png,0.001354,False,00010984
1016,train\Normal\00263807.png,0.001348,False,00263807
1017,train\Normal\00476328.png,0.001341,False,00476328
1018,train\Normal\00478064.png,0.001335,False,00478064
1019,train\Normal\00286142.png,0.001323,False,00286142
1020,train\Normal\00345107.png,0.00132,False,00345107
1021,train\Normal\00328944.png,0.001312,False,00328944
1022,train\Normal\00410268.png,0.00123,False,00410268
1023,train\Normal\00284262.png,0.001165,False,00284262
1024,train\Normal\00272104.png,0.001138,False,00272104
1025,train\Normal\00517226.png,0.001078,False,00517226
1026,train\Normal\00260097.png,0.001076,False,00260097
1027,train\Normal\00486357.png,0.001063,False,00486357
1028,train\Normal\00425100.png,0.00106,False,00425100
1029,train\Normal\00151300.png,0.001044,False,00151300
1030,train\Normal\00283900.png,0.001044,False,00283900
1031,train\Normal\00458810.png,0.000978,False,00458810
1032,train\Normal\00039912.png,0.000944,False,00039912
1033,train\Normal\00413478.png,0.000913,False,00413478
1034,train\Normal\00449073.png,0.000878,False,00449073
1035,train\Normal\00381376.png,0.000875,False,00381376
1036,train\Normal\00374274.png,0.000838,False,00374274
1037,train\Normal\00339945.png,0.000767,False,00339945
1038,train\Normal\00515920.png,0.000762,False,00515920
1039,train\Normal\00325546.png,0.000744,False,00325546
1040,train\Normal\00322957.png,0.000708,False,00322957
1041,train\Normal\00369930.png,0.000693,False,00369930
1042,train\Normal\00378860.png,0.000675,False,00378860
1043,train\Normal\00358089.png,0.000669,False,00358089
1044,train\Normal\00414424.png,0.000669,False,00414424
1045,train\Normal\00261718.png,0.000667,False,00261718
1046,train\Normal\00298392.png,0.000651,False,00298392
1047,train\Normal\00355219.png,0.000638,False,00355219
1048,train\Normal\00282355.png,0.000597,False,00282355
1049,train\Normal\00518347.png,0.000596,False,00518347
1050,train\Normal\00332306.png,0.000578,False,00332306
1051,train\Normal\00518377.png,0.000556,False,00518377
1052,train\Normal\00457152.png,0.000519,False,00457152
1053,train\Normal\00036092.png,0.000504,False,00036092
1054,train\Normal\00376761.png,0.000501,False,00376761
1055,train\Normal\00518359.png,0.000488,False,00518359
1056,train\Normal\00493713.png,0.000479,False,00493713
1057,train\Normal\00457151.png,0.000451,False,00457151
1058,train\Normal\00015560.png,0.000448,False,00015560
1059,train\Normal\00392585.png,0.000441,False,00392585
1060,train\Normal\00508416.png,0.000423,False,00508416
1061,train\Normal\00264236.png,0.000403,False,00264236
1062,train\Normal\00266537.png,0.000389,False,00266537
1063,train\Normal\00363629.png,0.000371,False,00363629
1064,train\Normal\00458098.png,0.000343,False,00458098
1065,train\Normal\00378268.png,0.000331,False,00378268
1066,train\Normal\00447569.png,0.000301,False,00447569
1067,train\Normal\00495158.png,0.000271,False,00495158
1068,train\Normal\00376276.png,0.000262,False,00376276
1069,train\Normal\00403236.png,0.000233,False,00403236
1070,train\Normal\00489261.png,0.0002,False,00489261
1071,train\Normal\00036096.png,0.000192,False,00036096
1072,train\Normal\00378288.png,0.000192,False,00378288
1073,train\Normal\00322777.png,0.000175,False,00322777
1074,train\Normal\00377490.png,0.000166,False,00377490
1075,train\Normal\00030816.png,0.000165,False,00030816
1076,train\Normal\00039605.png,0.000153,False,00039605
1077,train\Normal\00261758.png,0.000127,False,00261758
1078,train\Normal\00141838.png,0.00011,False,00141838
1079,train\Normal\00269432.png,6.6e-05,False,00269432
1080,train\Normal\00514758.png,5e-05,False,00514758
