setting_id,setting_name,score_variant,image_id,img_rel_path,path_stub,pool_rank,pool_score_anchor,embedding_index,calibrated_p,raw_tta_variance,R,C,D,S,pi,duplication_count,selected_flag
A2,weighted_hn14_risk_only,risk_only,Normal_00022206,train/Normal/00022206.png,train/Normal/00022206.png,183,0.174438,5454,0.42951,0.065405,0.04312,0.0,0.698275,0.04312,0.00013501,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00013447,train/Normal/00013447.png,train/Normal/00013447.png,72,0.419434,5435,0.42817,0.031532,0.04235,0.0,0.915857,0.04235,0.00013023,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00276363,train/Normal/00276363.png,train/Normal/00276363.png,116,0.30127,5652,0.427943,0.022597,0.042221,2e-06,0.870698,0.042221,0.00012944,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00353710,train/Normal/00353710.png,train/Normal/00353710.png,201,0.15918,5944,0.426238,0.014466,0.041253,0.000214,0.986502,0.041253,0.00012357,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00407075,train/Normal/00407075.png,train/Normal/00407075.png,243,0.117798,6153,0.425627,0.013409,0.040909,0.000397,0.628271,0.040909,0.00012152,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00509588,train/Normal/00509588.png,train/Normal/00509588.png,102,0.337891,6434,0.424915,0.126373,0.04051,0.0,0.32195,0.04051,0.00011916,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00395151,train/Normal/00395151.png,train/Normal/00395151.png,221,0.13562,6111,0.422682,0.007092,0.039271,0.015894,0.919048,0.039271,0.00011199,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00464987,train/Normal/00464987.png,train/Normal/00464987.png,125,0.286621,6313,0.421725,0.004246,0.038746,0.083768,0.654965,0.038746,0.00010901,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00351805,train/Normal/00351805.png,train/Normal/00351805.png,42,0.588867,5940,0.420201,0.003383,0.037917,0.138664,0.67792,0.037917,0.0001044,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00477572,train/Normal/00477572.png,train/Normal/00477572.png,239,0.120117,6346,0.418715,0.115896,0.037118,0.0,0.749946,0.037118,0.00010004,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00016807,train/Normal/00016807.png,train/Normal/00016807.png,53,0.524902,5441,0.416962,0.050789,0.036186,0.0,0.806052,0.036186,9.508e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00417012,train/Normal/00417012.png,train/Normal/00417012.png,122,0.291748,6192,0.414033,0.111423,0.034654,0.0,0.9278,0.034654,8.72e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00462814,train/Normal/00462814.png,train/Normal/00462814.png,215,0.147827,6308,0.412898,0.016434,0.03407,6.8e-05,0.726123,0.03407,8.429e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00391827,train/Normal/00391827.png,train/Normal/00391827.png,109,0.317139,6100,0.41189,0.016901,0.033555,5.2e-05,0.827588,0.033555,8.176e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00313509,train/Normal/00313509.png,train/Normal/00313509.png,179,0.183838,5763,0.411035,0.051508,0.033121,0.0,0.980712,0.033121,7.966e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00018652,train/Normal/00018652.png,train/Normal/00018652.png,123,0.289795,5447,0.410759,0.055097,0.032982,0.0,0.646283,0.032982,7.899e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00001524,train/Normal/00001524.png,train/Normal/00001524.png,92,0.357178,5408,0.410117,0.252162,0.032659,0.0,0.732658,0.032659,7.745e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00405592,train/Normal/00405592.png,train/Normal/00405592.png,107,0.323486,6146,0.409502,0.012488,0.032351,0.00068,0.793965,0.032351,7.6e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00371952,train/Normal/00371952.png,train/Normal/00371952.png,202,0.158813,6034,0.407895,0.111377,0.031553,0.0,0.599802,0.031553,7.229e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00369013,train/Normal/00369013.png,train/Normal/00369013.png,229,0.126465,6018,0.407871,0.004047,0.031541,0.094092,0.953911,0.031541,7.224e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00032145,train/Normal/00032145.png,train/Normal/00032145.png,132,0.2771,5477,0.404335,0.073114,0.029821,0.0,0.804355,0.029821,6.457e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00463730,train/Normal/00463730.png,train/Normal/00463730.png,66,0.436279,6312,0.403607,0.036877,0.029473,0.0,0.922481,0.029473,6.308e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00278211,train/Normal/00278211.png,train/Normal/00278211.png,131,0.279053,5657,0.403598,0.031012,0.029468,0.0,0.796108,0.029468,6.305e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00312268,train/Normal/00312268.png,train/Normal/00312268.png,61,0.461182,5757,0.400579,1.016486,0.028046,0.0,0.952743,0.028046,5.712e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00462155,train/Normal/00462155.png,train/Normal/00462155.png,130,0.280029,6304,0.399528,0.00676,0.02756,0.019295,0.902439,0.02756,5.515e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00159576,train/Normal/00159576.png,train/Normal/00159576.png,115,0.303223,5565,0.398238,0.010015,0.026968,0.002883,0.879226,0.026968,5.281e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00137177,train/Normal/00137177.png,train/Normal/00137177.png,103,0.335693,5513,0.394873,0.035794,0.025455,0.0,0.906193,0.025455,4.705e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00415827,train/Normal/00415827.png,train/Normal/00415827.png,128,0.283203,6188,0.393283,0.055644,0.024755,0.0,0.868206,0.024755,4.45e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00481075,train/Normal/00481075.png,train/Normal/00481075.png,83,0.366211,6362,0.391634,0.058296,0.02404,0.0,0.821447,0.02404,4.196e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00482040,train/Normal/00482040.png,train/Normal/00482040.png,150,0.241089,6364,0.388982,0.117412,0.022911,0.0,0.975231,0.022911,3.812e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00267490,train/Normal/00267490.png,train/Normal/00267490.png,166,0.210083,5617,0.38835,0.022688,0.022646,2e-06,0.748179,0.022646,3.724e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00374379,train/Normal/00374379.png,train/Normal/00374379.png,88,0.360596,6052,0.388261,0.140253,0.022609,0.0,0.934116,0.022609,3.712e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00322236,train/Normal/00322236.png,train/Normal/00322236.png,157,0.230103,5825,0.386788,1.886475,0.021998,0.0,0.836129,0.021998,3.514e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00342738,train/Normal/00342738.png,train/Normal/00342738.png,124,0.289062,5909,0.383338,0.114958,0.0206,0.0,0.909785,0.0206,3.081e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00375346,train/Normal/00375346.png,train/Normal/00375346.png,218,0.137207,6058,0.381615,0.007287,0.019918,0.014184,0.718241,0.019918,2.881e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00020509,train/Normal/00020509.png,train/Normal/00020509.png,151,0.237549,5450,0.378374,0.01496,0.018668,0.000161,0.889974,0.018668,2.531e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00315540,train/Normal/00315540.png,train/Normal/00315540.png,119,0.296143,5780,0.374329,0.009536,0.017164,0.003814,0.684043,0.017164,2.139e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00422423,train/Normal/00422423.png,train/Normal/00422423.png,169,0.205566,6199,0.369683,0.689648,0.015515,0.0,0.850181,0.015515,1.748e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00515962,train/Normal/00515962.png,train/Normal/00515962.png,247,0.114868,6461,0.369583,0.002915,0.015481,0.182248,0.611755,0.015481,1.74e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00351117,train/Normal/00351117.png,train/Normal/00351117.png,182,0.175781,5938,0.367954,0.032913,0.014923,0.0,0.484849,0.014923,1.617e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00360211,train/Normal/00360211.png,train/Normal/00360211.png,126,0.28418,5970,0.36281,0.010162,0.013228,0.002646,0.7524,0.013228,1.271e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00471490,train/Normal/00471490.png,train/Normal/00471490.png,62,0.45752,6321,0.360516,0.216454,0.012505,0.0,0.938541,0.012505,1.135e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00038559,train/Normal/00038559.png,train/Normal/00038559.png,175,0.19397,5489,0.35901,0.001932,0.012042,0.323582,0.855199,0.012042,1.053e-05,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00291282,train/Normal/00291282.png,train/Normal/00291282.png,232,0.124207,5701,0.356255,0.046878,0.011217,0.0,0.739694,0.011217,9.14e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00315086,train/Normal/00315086.png,train/Normal/00315086.png,129,0.280273,5777,0.355615,0.009801,0.011029,0.003267,1.0,0.011029,8.83e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00361813,train/Normal/00361813.png,train/Normal/00361813.png,248,0.113892,5979,0.353346,0.006325,0.010378,0.024876,0.52863,0.010378,7.82e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00480646,train/Normal/00480646.png,train/Normal/00480646.png,134,0.275146,6360,0.351898,0.068827,0.009972,0.0,0.740538,0.009972,7.22e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00399106,train/Normal/00399106.png,train/Normal/00399106.png,99,0.343994,6126,0.351371,0.018963,0.009826,1.6e-05,0.916535,0.009826,7.01e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00437039,train/Normal/00437039.png,train/Normal/00437039.png,187,0.170776,6222,0.351337,0.017861,0.009817,3e-05,0.691215,0.009817,7e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00163562,train/Normal/00163562.png,train/Normal/00163562.png,127,0.283691,5572,0.351302,0.019315,0.009807,1.3e-05,0.651966,0.009807,6.98e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00444328,train/Normal/00444328.png,train/Normal/00444328.png,89,0.360352,6239,0.351199,0.111942,0.009779,0.0,0.893106,0.009779,6.94e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00345686,train/Normal/00345686.png,train/Normal/00345686.png,65,0.446045,5916,0.350364,0.127867,0.009551,0.0,0.853944,0.009551,6.62e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00431704,train/Normal/00431704.png,train/Normal/00431704.png,233,0.123779,6216,0.350077,0.213646,0.009473,0.0,0.91397,0.009473,6.52e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00518591,train/Normal/00518591.png,train/Normal/00518591.png,220,0.136353,6476,0.346695,0.028186,0.008581,0.0,0.833902,0.008581,5.35e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00134593,train/Normal/00134593.png,train/Normal/00134593.png,194,0.16272,5508,0.345366,0.209216,0.008242,0.0,0.232506,0.008242,4.93e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00004306,train/Normal/00004306.png,train/Normal/00004306.png,195,0.160889,5417,0.344835,0.192449,0.008109,0.0,0.813938,0.008109,4.77e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00146294,train/Normal/00146294.png,train/Normal/00146294.png,209,0.152588,5542,0.344482,0.123826,0.008021,0.0,0.588357,0.008021,4.67e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00396948,train/Normal/00396948.png,train/Normal/00396948.png,180,0.183838,6117,0.343991,0.008242,0.007899,0.00812,0.71226,0.007899,4.53e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00027337,train/Normal/00027337.png,train/Normal/00027337.png,154,0.231934,5472,0.341623,0.039653,0.007325,0.0,0.820362,0.007325,3.9e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00298724,train/Normal/00298724.png,train/Normal/00298724.png,213,0.149902,5733,0.338875,0.029621,0.006686,0.0,0.600644,0.006686,3.25e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00162245,train/Normal/00162245.png,train/Normal/00162245.png,172,0.200928,5571,0.33538,0.01026,0.005916,0.002499,0.915103,0.005916,2.54e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00341239,train/Normal/00341239.png,train/Normal/00341239.png,108,0.32251,5904,0.335052,0.029048,0.005846,0.0,0.879735,0.005846,2.48e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00375408,train/Normal/00375408.png,train/Normal/00375408.png,174,0.195679,6059,0.334811,0.071339,0.005795,0.0,0.324073,0.005795,2.44e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00002449,train/Normal/00002449.png,train/Normal/00002449.png,144,0.252197,5414,0.334422,0.004245,0.005713,0.083817,0.794403,0.005713,2.37e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00335362,train/Normal/00335362.png,train/Normal/00335362.png,211,0.151245,5885,0.333045,0.296004,0.005428,0.0,0.859695,0.005428,2.14e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00315400,train/Normal/00315400.png,train/Normal/00315400.png,77,0.401855,5779,0.330361,0.041424,0.004892,0.0,0.762706,0.004892,1.74e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00312330,train/Normal/00312330.png,train/Normal/00312330.png,106,0.323486,5758,0.328473,0.003995,0.004532,0.096993,0.907548,0.004532,1.49e-06,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00159087,train/Normal/00159087.png,train/Normal/00159087.png,173,0.199219,5563,0.320725,0.013813,0.003199,0.000314,0.91297,0.003199,7.4e-07,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00005623,train/Normal/00005623.png,train/Normal/00005623.png,161,0.216919,5422,0.318005,0.006505,0.002786,0.022394,0.546892,0.002786,5.6e-07,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00446817,train/Normal/00446817.png,train/Normal/00446817.png,146,0.245239,6249,0.316731,0.064741,0.002603,0.0,0.903363,0.002603,4.9e-07,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00399031,train/Normal/00399031.png,train/Normal/00399031.png,71,0.421875,6125,0.31088,0.093249,0.00184,0.0,0.876955,0.00184,2.5e-07,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00477476,train/Normal/00477476.png,train/Normal/00477476.png,94,0.355957,6344,0.309578,0.005082,0.001688,0.05141,0.845912,0.001688,2.1e-07,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00341812,train/Normal/00341812.png,train/Normal/00341812.png,76,0.404541,5907,0.303146,0.011908,0.001033,0.000954,0.945661,0.001033,8e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00140153,train/Normal/00140153.png,train/Normal/00140153.png,171,0.20166,5520,0.302887,0.160324,0.00101,0.0,0.466009,0.00101,7e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00441098,train/Normal/00441098.png,train/Normal/00441098.png,204,0.155762,6229,0.300832,0.402871,0.000837,0.0,0.846307,0.000837,5e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00337016,train/Normal/00337016.png,train/Normal/00337016.png,185,0.172607,5892,0.299955,3e-06,0.000768,0.99825,0.154767,0.000768,4e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00308456,train/Normal/00308456.png,train/Normal/00308456.png,118,0.296143,5752,0.299349,0.11571,0.000722,0.0,0.881113,0.000722,4e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00439640,train/Normal/00439640.png,train/Normal/00439640.png,155,0.231445,6228,0.298746,0.004966,0.000678,0.055013,0.47183,0.000678,3e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00015255,train/Normal/00015255.png,train/Normal/00015255.png,224,0.131226,5437,0.297918,0.02284,0.000619,2e-06,0.790946,0.000619,3e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00314262,train/Normal/00314262.png,train/Normal/00314262.png,52,0.527344,5769,0.297313,0.117073,0.000578,0.0,0.942989,0.000578,2e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00335773,train/Normal/00335773.png,train/Normal/00335773.png,162,0.216309,5889,0.296294,0.250132,0.000512,0.0,0.821793,0.000512,2e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00133710,train/Normal/00133710.png,train/Normal/00133710.png,159,0.222656,5507,0.29317,0.040004,0.000335,0.0,0.805383,0.000335,1e-08,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00488120,train/Normal/00488120.png,train/Normal/00488120.png,242,0.118286,6382,0.291383,0.012455,0.00025,0.000693,0.906757,0.00025,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00320225,train/Normal/00320225.png,train/Normal/00320225.png,246,0.115479,5815,0.285254,0.000834,5.3e-05,0.614428,0.638883,5.3e-05,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00165618,train/Normal/00165618.png,train/Normal/00165618.png,198,0.159302,5576,0.285137,0.020764,5.1e-05,5e-06,0.79485,5.1e-05,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00471047,train/Normal/00471047.png,train/Normal/00471047.png,199,0.159302,6320,0.281103,0.07484,2e-06,0.0,0.981957,2e-06,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00491918,train/Normal/00491918.png,train/Normal/00491918.png,184,0.172852,6391,0.280792,0.021655,1e-06,3e-06,0.625892,1e-06,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00442574,train/Normal/00442574.png,train/Normal/00442574.png,228,0.126831,6232,0.279818,0.278758,0.0,0.0,0.862033,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00437877,train/Normal/00437877.png,train/Normal/00437877.png,236,0.121155,6224,0.278305,0.386899,0.0,0.0,0.939708,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00275398,train/Normal/00275398.png,train/Normal/00275398.png,207,0.154175,5648,0.270931,0.137115,0.0,0.0,0.782761,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00025314,train/Normal/00025314.png,train/Normal/00025314.png,46,0.568359,5466,0.269785,0.015314,0.0,0.000131,0.881581,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00496516,train/Normal/00496516.png,train/Normal/00496516.png,244,0.117798,6405,0.26871,0.017087,0.0,4.6e-05,0.867034,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00039977,train/Normal/00039977.png,train/Normal/00039977.png,96,0.348877,5492,0.268022,0.021321,0.0,4e-06,0.952316,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00488176,train/Normal/00488176.png,train/Normal/00488176.png,152,0.235718,6383,0.264528,0.05767,0.0,0.0,0.885005,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00313631,train/Normal/00313631.png,train/Normal/00313631.png,196,0.160278,5765,0.264347,0.007606,0.0,0.011773,0.615555,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00167010,train/Normal/00167010.png,train/Normal/00167010.png,249,0.113586,5578,0.261745,0.004177,0.0,0.087213,0.821709,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00034962,train/Normal/00034962.png,train/Normal/00034962.png,189,0.167236,5478,0.253147,0.015163,0.0,0.000143,0.796852,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00314328,train/Normal/00314328.png,train/Normal/00314328.png,217,0.139038,5770,0.246168,0.006703,0.0,0.019948,0.803615,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00319692,train/Normal/00319692.png,train/Normal/00319692.png,216,0.141846,5811,0.241539,0.026922,0.0,0.0,0.388052,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00143068,train/Normal/00143068.png,train/Normal/00143068.png,231,0.124878,5535,0.241049,0.116246,0.0,0.0,0.930791,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00411687,train/Normal/00411687.png,train/Normal/00411687.png,227,0.126953,6168,0.235975,0.017279,0.0,4.1e-05,0.619413,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00279179,train/Normal/00279179.png,train/Normal/00279179.png,113,0.309814,5660,0.233204,0.001381,0.0,0.446411,0.889037,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00002051,train/Normal/00002051.png,train/Normal/00002051.png,212,0.150269,5412,0.229199,0.002169,0.0,0.281756,0.860384,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00313362,train/Normal/00313362.png,train/Normal/00313362.png,203,0.158691,5762,0.226795,0.021095,0.0,4e-06,0.959238,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00498029,train/Normal/00498029.png,train/Normal/00498029.png,98,0.344727,6413,0.226446,0.009316,0.0,0.004337,0.836801,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00012805,train/Normal/00012805.png,train/Normal/00012805.png,188,0.167725,5433,0.212491,0.010146,0.0,0.002671,0.847306,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00291401,train/Normal/00291401.png,train/Normal/00291401.png,237,0.120972,5702,0.211614,0.097203,0.0,0.0,0.862082,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00412822,train/Normal/00412822.png,train/Normal/00412822.png,223,0.131958,6175,0.209388,0.003722,0.0,0.113758,0.690493,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00410243,train/Normal/00410243.png,train/Normal/00410243.png,250,0.113281,6160,0.20035,0.247041,0.0,0.0,0.876968,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00285297,train/Normal/00285297.png,train/Normal/00285297.png,97,0.345459,5682,0.195677,0.107463,0.0,0.0,0.713791,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00497455,train/Normal/00497455.png,train/Normal/00497455.png,240,0.119324,6410,0.189817,0.694566,0.0,0.0,0.582544,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00473181,train/Normal/00473181.png,train/Normal/00473181.png,245,0.115845,6330,0.187618,0.195122,0.0,0.0,0.744501,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00021408,train/Normal/00021408.png,train/Normal/00021408.png,192,0.165405,5452,0.174667,0.01114,0.0,0.001495,0.784723,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00005039,train/Normal/00005039.png,train/Normal/00005039.png,230,0.125977,5418,0.163045,0.060712,0.0,0.0,0.86315,0.0,0.0,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00271057,train/Normal/00271057.png,train/Normal/00271057.png,206,0.154907,5629,0.091611,0.111063,0.0,0.0,0.548652,0.0,0.0,0,0
