monitor_rank,monitor_group,monitor_group_rank,sample_id,y_true,oof_fold,dynamic_bucket,oof_mean_p_defect,oof_correct_rate,oof_std_p_defect,group_population_size,sampling_rule
326,NORMAL_REPLAY_REMAINDER_STRATIFIED,26,Det/images/normal_train/00165327.png,0,6,learnable_hard,0.2654839689,0.73,0.2267872517,9274,equal-rank strata over the remaining frozen Treatment pool
327,NORMAL_REPLAY_REMAINDER_STRATIFIED,27,Det/images/normal_train/00182706.png,0,8,learnable_hard,0.1924038787,0.89,0.1941302541,9274,equal-rank strata over the remaining frozen Treatment pool
328,NORMAL_REPLAY_REMAINDER_STRATIFIED,28,Det/images/normal_train/00292883.png,0,0,learnable_hard,0.5147084822,0.375,0.2212860598,9274,equal-rank strata over the remaining frozen Treatment pool
329,NORMAL_REPLAY_REMAINDER_STRATIFIED,29,Det/images/normal_train/00983089.png,0,3,learnable_hard,0.515600613,0.3,0.2214915506,9274,equal-rank strata over the remaining frozen Treatment pool
330,NORMAL_REPLAY_REMAINDER_STRATIFIED,30,Det/images/normal_train/00649554.png,0,9,learnable_hard,0.6642302635,0.245,0.2599681933,9274,equal-rank strata over the remaining frozen Treatment pool
331,NORMAL_REPLAY_REMAINDER_STRATIFIED,31,Det/images/normal_train/00781616.png,0,2,learnable_hard,0.4481305719,0.49,0.2558783959,9274,equal-rank strata over the remaining frozen Treatment pool
332,NORMAL_REPLAY_REMAINDER_STRATIFIED,32,Det/images/normal_train/00552480.png,0,7,learnable_hard,0.2089792724,0.89,0.2082174539,9274,equal-rank strata over the remaining frozen Treatment pool
333,NORMAL_REPLAY_REMAINDER_STRATIFIED,33,Det/images/normal_train/01261680.png,0,0,learnable_hard,0.2612367652,0.75,0.2307789495,9274,equal-rank strata over the remaining frozen Treatment pool
334,NORMAL_REPLAY_REMAINDER_STRATIFIED,34,Det/images/normal_train/00528478.png,0,4,learnable_hard,0.5180839383,0.45,0.2308424039,9274,equal-rank strata over the remaining frozen Treatment pool
335,NORMAL_REPLAY_REMAINDER_STRATIFIED,35,Det/images/normal_train/00851589.png,0,1,learnable_hard,0.5476342,0.355,0.2891834379,9274,equal-rank strata over the remaining frozen Treatment pool
336,NORMAL_REPLAY_REMAINDER_STRATIFIED,36,Det/images/normal_train/00238879.png,0,2,learnable_hard,0.1667136194,0.96,0.2026372407,9274,equal-rank strata over the remaining frozen Treatment pool
337,NORMAL_REPLAY_REMAINDER_STRATIFIED,37,Det/images/normal_train/00761334.png,0,5,learnable_hard,0.4848631829,0.315,0.2276070137,9274,equal-rank strata over the remaining frozen Treatment pool
338,NORMAL_REPLAY_REMAINDER_STRATIFIED,38,Det/images/normal_train/00163190.png,0,8,learnable_hard,0.7379968655,0.205,0.2038856744,9274,equal-rank strata over the remaining frozen Treatment pool
339,NORMAL_REPLAY_REMAINDER_STRATIFIED,39,Det/images/normal_train/00786397.png,0,3,learnable_hard,0.2136134986,0.965,0.1959614695,9274,equal-rank strata over the remaining frozen Treatment pool
340,NORMAL_REPLAY_REMAINDER_STRATIFIED,40,Det/images/normal_train/00426397.png,0,0,learnable_hard,0.7423126983,0.235,0.2323628781,9274,equal-rank strata over the remaining frozen Treatment pool
341,NORMAL_REPLAY_REMAINDER_STRATIFIED,41,Det/images/normal_train/00447393.png,0,5,learnable_hard,0.3059543857,0.845,0.1940040099,9274,equal-rank strata over the remaining frozen Treatment pool
342,NORMAL_REPLAY_REMAINDER_STRATIFIED,42,Det/images/normal_train/00506618.png,0,9,learnable_hard,0.8544771169,0.11,0.1867629534,9274,equal-rank strata over the remaining frozen Treatment pool
343,NORMAL_REPLAY_REMAINDER_STRATIFIED,43,Det/images/normal_train/00448423.png,0,4,learnable_hard,0.6404811879,0.22,0.1891585294,9274,equal-rank strata over the remaining frozen Treatment pool
344,NORMAL_REPLAY_REMAINDER_STRATIFIED,44,Det/images/normal_train/00526011.png,0,1,learnable_hard,0.323293815,0.745,0.1937220781,9274,equal-rank strata over the remaining frozen Treatment pool
345,NORMAL_REPLAY_REMAINDER_STRATIFIED,45,Det/images/normal_train/00228393.png,0,6,learnable_hard,0.216319104,0.91,0.2023724932,9274,equal-rank strata over the remaining frozen Treatment pool
346,NORMAL_REPLAY_REMAINDER_STRATIFIED,46,Det/images/normal_train/00178499.png,0,2,learnable_hard,0.2696316612,0.845,0.2071250201,9274,equal-rank strata over the remaining frozen Treatment pool
347,NORMAL_REPLAY_REMAINDER_STRATIFIED,47,Det/images/normal_train/01272476.png,0,0,learnable_hard,0.5316325237,0.255,0.2142079108,9274,equal-rank strata over the remaining frozen Treatment pool
348,NORMAL_REPLAY_REMAINDER_STRATIFIED,48,Det/images/normal_train/00922785.png,0,2,learnable_hard,0.1882866907,0.925,0.1941744269,9274,equal-rank strata over the remaining frozen Treatment pool
349,NORMAL_REPLAY_REMAINDER_STRATIFIED,49,Det/images/normal_train/00459629.png,0,2,learnable_hard,0.4091310457,0.585,0.2494882477,9274,equal-rank strata over the remaining frozen Treatment pool
350,NORMAL_REPLAY_REMAINDER_STRATIFIED,50,Det/images/normal_train/01295445.png,0,4,learnable_hard,0.3279453912,0.835,0.1888314762,9274,equal-rank strata over the remaining frozen Treatment pool
351,NORMAL_REPLAY_REMAINDER_STRATIFIED,51,Det/images/normal_train/00616771.png,0,0,learnable_hard,0.6946176326,0.15,0.2081491127,9274,equal-rank strata over the remaining frozen Treatment pool
352,NORMAL_REPLAY_REMAINDER_STRATIFIED,52,Det/images/normal_train/01245461.png,0,9,learnable_hard,0.1822040431,0.97,0.1798965927,9274,equal-rank strata over the remaining frozen Treatment pool
353,NORMAL_REPLAY_REMAINDER_STRATIFIED,53,Det/images/normal_train/00515936.png,0,3,learnable_hard,0.648191831,0.25,0.1884690791,9274,equal-rank strata over the remaining frozen Treatment pool
354,NORMAL_REPLAY_REMAINDER_STRATIFIED,54,Det/images/normal_train/01080325.png,0,3,learnable_hard,0.3845718322,0.82,0.2032021492,9274,equal-rank strata over the remaining frozen Treatment pool
355,NORMAL_REPLAY_REMAINDER_STRATIFIED,55,Det/images/normal_train/01025670.png,0,1,learnable_hard,0.2462528124,0.97,0.1500301685,9274,equal-rank strata over the remaining frozen Treatment pool
356,NORMAL_REPLAY_REMAINDER_STRATIFIED,56,Det/images/normal_train/00572676.png,0,7,learnable_hard,0.1953068448,0.98,0.1726826654,9274,equal-rank strata over the remaining frozen Treatment pool
357,NORMAL_REPLAY_REMAINDER_STRATIFIED,57,Det/images/normal_train/00284599.png,0,1,learnable_hard,0.2062712086,0.965,0.1732492676,9274,equal-rank strata over the remaining frozen Treatment pool
358,NORMAL_REPLAY_REMAINDER_STRATIFIED,58,Det/images/normal_train/01203311.png,0,5,learnable_hard,0.6248555127,0.22,0.1858240153,9274,equal-rank strata over the remaining frozen Treatment pool
359,NORMAL_REPLAY_REMAINDER_STRATIFIED,59,Det/images/normal_train/01264716.png,0,8,learnable_hard,0.4821149842,0.39,0.189498473,9274,equal-rank strata over the remaining frozen Treatment pool
360,NORMAL_REPLAY_REMAINDER_STRATIFIED,60,Det/images/normal_train/00538755.png,0,9,learnable_hard,0.180915808,0.995,0.172730654,9274,equal-rank strata over the remaining frozen Treatment pool
361,NORMAL_REPLAY_REMAINDER_STRATIFIED,61,Det/images/normal_train/01008301.png,0,7,learnable_hard,0.2944453645,0.905,0.1632372474,9274,equal-rank strata over the remaining frozen Treatment pool
362,NORMAL_REPLAY_REMAINDER_STRATIFIED,62,Det/images/normal_train/01081127.png,0,4,learnable_hard,0.3323640123,0.84,0.1642999949,9274,equal-rank strata over the remaining frozen Treatment pool
363,NORMAL_REPLAY_REMAINDER_STRATIFIED,63,Det/images/normal_train/00920309.png,0,9,learnable_hard,0.164177627,0.985,0.1553845601,9274,equal-rank strata over the remaining frozen Treatment pool
364,NORMAL_REPLAY_REMAINDER_STRATIFIED,64,Det/images/normal_train/00443046.png,0,0,learnable_hard,0.2350022371,0.985,0.1629974586,9274,equal-rank strata over the remaining frozen Treatment pool
365,NORMAL_REPLAY_REMAINDER_STRATIFIED,65,Det/images/normal_train/01059733.png,0,3,learnable_hard,0.2703799064,0.94,0.1617644549,9274,equal-rank strata over the remaining frozen Treatment pool
366,NORMAL_REPLAY_REMAINDER_STRATIFIED,66,Det/images/normal_train/00775795.png,0,9,learnable_hard,0.3968955776,0.695,0.1880197409,9274,equal-rank strata over the remaining frozen Treatment pool
367,NORMAL_REPLAY_REMAINDER_STRATIFIED,67,Det/images/normal_train/00677501.png,0,1,learnable_hard,0.1141381336,0.97,0.1537175657,9274,equal-rank strata over the remaining frozen Treatment pool
368,NORMAL_REPLAY_REMAINDER_STRATIFIED,68,Det/images/normal_train/00786375.png,0,3,learnable_hard,0.2061524489,0.96,0.1783472211,9274,equal-rank strata over the remaining frozen Treatment pool
369,NORMAL_REPLAY_REMAINDER_STRATIFIED,69,Det/images/normal_train/00403291.png,0,3,learnable_hard,0.1556843189,0.98,0.1522162843,9274,equal-rank strata over the remaining frozen Treatment pool
370,NORMAL_REPLAY_REMAINDER_STRATIFIED,70,Det/images/normal_train/01103239.png,0,2,learnable_hard,0.3426099313,0.78,0.1735373223,9274,equal-rank strata over the remaining frozen Treatment pool
371,NORMAL_REPLAY_REMAINDER_STRATIFIED,71,Det/images/normal_train/01053762.png,0,5,learnable_hard,0.2264009388,0.98,0.1670988046,9274,equal-rank strata over the remaining frozen Treatment pool
372,NORMAL_REPLAY_REMAINDER_STRATIFIED,72,Det/images/normal_train/00595298.png,0,1,learnable_hard,0.1666803354,0.99,0.1427578687,9274,equal-rank strata over the remaining frozen Treatment pool
373,NORMAL_REPLAY_REMAINDER_STRATIFIED,73,Det/images/normal_train/00855579.png,0,9,learnable_hard,0.1372560159,0.885,0.2174158554,9274,equal-rank strata over the remaining frozen Treatment pool
374,NORMAL_REPLAY_REMAINDER_STRATIFIED,74,Det/images/normal_train/00983574.png,0,3,learnable_hard,0.5760027233,0.225,0.1786262806,9274,equal-rank strata over the remaining frozen Treatment pool
375,NORMAL_REPLAY_REMAINDER_STRATIFIED,75,Det/images/normal_train/00914684.png,0,4,learnable_hard,0.1916979664,0.945,0.1610601007,9274,equal-rank strata over the remaining frozen Treatment pool
376,NORMAL_REPLAY_REMAINDER_STRATIFIED,76,Det/images/normal_train/00619330.png,0,4,learnable_hard,0.1849753833,0.995,0.1396014459,9274,equal-rank strata over the remaining frozen Treatment pool
377,NORMAL_REPLAY_REMAINDER_STRATIFIED,77,Det/images/normal_train/00262826.png,0,4,learnable_hard,0.1259773143,0.985,0.1409170822,9274,equal-rank strata over the remaining frozen Treatment pool
378,NORMAL_REPLAY_REMAINDER_STRATIFIED,78,Det/images/normal_train/01071086.png,0,4,learnable_hard,0.1920795353,0.985,0.1524832419,9274,equal-rank strata over the remaining frozen Treatment pool
379,NORMAL_REPLAY_REMAINDER_STRATIFIED,79,Det/images/normal_train/01050629.png,0,8,learnable_hard,0.174511977,0.985,0.1411378548,9274,equal-rank strata over the remaining frozen Treatment pool
380,NORMAL_REPLAY_REMAINDER_STRATIFIED,80,Det/images/normal_train/00239464.png,0,9,learnable_hard,0.1482620581,0.98,0.159251822,9274,equal-rank strata over the remaining frozen Treatment pool
381,NORMAL_REPLAY_REMAINDER_STRATIFIED,81,Det/images/normal_train/01139039.png,0,5,learnable_hard,0.2173498371,0.99,0.1306115678,9274,equal-rank strata over the remaining frozen Treatment pool
382,NORMAL_REPLAY_REMAINDER_STRATIFIED,82,Det/images/normal_train/00749978.png,0,3,learnable_hard,0.1076459735,0.97,0.1496190327,9274,equal-rank strata over the remaining frozen Treatment pool
383,NORMAL_REPLAY_REMAINDER_STRATIFIED,83,Det/images/normal_train/00197429.png,0,6,learnable_hard,0.1736884671,0.985,0.1288902526,9274,equal-rank strata over the remaining frozen Treatment pool
384,NORMAL_REPLAY_REMAINDER_STRATIFIED,84,Det/images/normal_train/01079327.png,0,2,learnable_hard,0.1534316681,0.935,0.1766100234,9274,equal-rank strata over the remaining frozen Treatment pool
385,NORMAL_REPLAY_REMAINDER_STRATIFIED,85,Det/images/normal_train/00739501.png,0,0,learnable_hard,0.346043434,0.775,0.1761926962,9274,equal-rank strata over the remaining frozen Treatment pool
386,NORMAL_REPLAY_REMAINDER_STRATIFIED,86,Det/images/normal_train/01057921.png,0,6,learnable_hard,0.2278705345,0.965,0.1561170741,9274,equal-rank strata over the remaining frozen Treatment pool
387,NORMAL_REPLAY_REMAINDER_STRATIFIED,87,Det/images/normal_train/00414448.png,0,5,learnable_hard,0.6024812175,0.38,0.2330971981,9274,equal-rank strata over the remaining frozen Treatment pool
388,NORMAL_REPLAY_REMAINDER_STRATIFIED,88,Det/images/normal_train/00410806.png,0,0,learnable_hard,0.1645324212,0.985,0.1556374034,9274,equal-rank strata over the remaining frozen Treatment pool
389,NORMAL_REPLAY_REMAINDER_STRATIFIED,89,Det/images/normal_train/00988140.png,0,7,learnable_hard,0.146263405,0.985,0.1290617598,9274,equal-rank strata over the remaining frozen Treatment pool
390,NORMAL_REPLAY_REMAINDER_STRATIFIED,90,Det/images/normal_train/00354275.png,0,0,learnable_hard,0.1798885987,0.99,0.136677348,9274,equal-rank strata over the remaining frozen Treatment pool
391,NORMAL_REPLAY_REMAINDER_STRATIFIED,91,Det/images/normal_train/00668000.png,0,4,learnable_hard,0.1442486546,0.955,0.1520746079,9274,equal-rank strata over the remaining frozen Treatment pool
392,NORMAL_REPLAY_REMAINDER_STRATIFIED,92,Det/images/normal_train/01188897.png,0,1,learnable_hard,0.1770583486,0.965,0.1539731074,9274,equal-rank strata over the remaining frozen Treatment pool
393,NORMAL_REPLAY_REMAINDER_STRATIFIED,93,Det/images/normal_train/00619310.png,0,4,learnable_hard,0.2136287618,0.97,0.1407906808,9274,equal-rank strata over the remaining frozen Treatment pool
394,NORMAL_REPLAY_REMAINDER_STRATIFIED,94,Det/images/normal_train/00590930.png,0,4,learnable_hard,0.1926480246,0.99,0.1193616233,9274,equal-rank strata over the remaining frozen Treatment pool
395,NORMAL_REPLAY_REMAINDER_STRATIFIED,95,Det/images/normal_train/01295296.png,0,4,learnable_hard,0.2437857258,0.925,0.1590868071,9274,equal-rank strata over the remaining frozen Treatment pool
396,NORMAL_REPLAY_REMAINDER_STRATIFIED,96,Det/images/normal_train/00320939.png,0,1,learnable_hard,0.1572021607,0.98,0.1433881886,9274,equal-rank strata over the remaining frozen Treatment pool
397,NORMAL_REPLAY_REMAINDER_STRATIFIED,97,Det/images/normal_train/00533851.png,0,2,learnable_hard,0.1707549442,0.955,0.1524480034,9274,equal-rank strata over the remaining frozen Treatment pool
398,NORMAL_REPLAY_REMAINDER_STRATIFIED,98,Det/images/normal_train/00782210.png,0,2,learnable_hard,0.1642450794,0.965,0.1609600685,9274,equal-rank strata over the remaining frozen Treatment pool
399,NORMAL_REPLAY_REMAINDER_STRATIFIED,99,Det/images/normal_train/00782166.png,0,2,learnable_hard,0.7059282278,0.14,0.196703706,9274,equal-rank strata over the remaining frozen Treatment pool
400,NORMAL_REPLAY_REMAINDER_STRATIFIED,100,Det/images/normal_train/01111292.png,0,7,learnable_hard,0.1689076361,0.99,0.1184600753,9274,equal-rank strata over the remaining frozen Treatment pool
401,NORMAL_REPLAY_REMAINDER_STRATIFIED,101,Det/images/normal_train/00173389.png,0,4,learnable_hard,0.1537865266,0.99,0.1261764772,9274,equal-rank strata over the remaining frozen Treatment pool
402,NORMAL_REPLAY_REMAINDER_STRATIFIED,102,Det/images/normal_train/00163561.png,0,8,learnable_hard,0.1253566991,0.99,0.1232532789,9274,equal-rank strata over the remaining frozen Treatment pool
403,NORMAL_REPLAY_REMAINDER_STRATIFIED,103,Det/images/normal_train/00925029.png,0,9,learnable_hard,0.8039633377,0.1,0.1666720363,9274,equal-rank strata over the remaining frozen Treatment pool
404,NORMAL_REPLAY_REMAINDER_STRATIFIED,104,Det/images/normal_train/00342867.png,0,2,learnable_hard,0.1294473295,0.99,0.1229671542,9274,equal-rank strata over the remaining frozen Treatment pool
405,NORMAL_REPLAY_REMAINDER_STRATIFIED,105,Det/images/normal_train/00430020.png,0,2,learnable_hard,0.2489303208,0.98,0.1475549493,9274,equal-rank strata over the remaining frozen Treatment pool
406,NORMAL_REPLAY_REMAINDER_STRATIFIED,106,Det/images/normal_train/00651243.png,0,2,learnable_hard,0.1418095756,0.99,0.1133876688,9274,equal-rank strata over the remaining frozen Treatment pool
407,NORMAL_REPLAY_REMAINDER_STRATIFIED,107,Det/images/normal_train/01220715.png,0,1,learnable_hard,0.6292108823,0.185,0.1353845681,9274,equal-rank strata over the remaining frozen Treatment pool
408,NORMAL_REPLAY_REMAINDER_STRATIFIED,108,Det/images/normal_train/00772686.png,0,1,learnable_hard,0.1011488017,0.965,0.1482116527,9274,equal-rank strata over the remaining frozen Treatment pool
409,NORMAL_REPLAY_REMAINDER_STRATIFIED,109,Det/images/normal_train/00414947.png,0,5,learnable_hard,0.135682727,0.995,0.127195377,9274,equal-rank strata over the remaining frozen Treatment pool
410,NORMAL_REPLAY_REMAINDER_STRATIFIED,110,Det/images/normal_train/01079955.png,0,2,learnable_hard,0.1130344659,0.995,0.1450509901,9274,equal-rank strata over the remaining frozen Treatment pool
411,NORMAL_REPLAY_REMAINDER_STRATIFIED,111,Det/images/normal_train/01001929.png,0,5,learnable_hard,0.1137965432,0.985,0.1106483147,9274,equal-rank strata over the remaining frozen Treatment pool
412,NORMAL_REPLAY_REMAINDER_STRATIFIED,112,Det/images/normal_train/00190870.png,0,9,learnable_hard,0.1900301508,0.98,0.1372811207,9274,equal-rank strata over the remaining frozen Treatment pool
413,NORMAL_REPLAY_REMAINDER_STRATIFIED,113,Det/images/normal_train/01163995.png,0,8,learnable_hard,0.1059864386,0.995,0.1078150254,9274,equal-rank strata over the remaining frozen Treatment pool
414,NORMAL_REPLAY_REMAINDER_STRATIFIED,114,Det/images/normal_train/00181754.png,0,9,learnable_hard,0.1658653234,0.99,0.1145734537,9274,equal-rank strata over the remaining frozen Treatment pool
415,NORMAL_REPLAY_REMAINDER_STRATIFIED,115,Det/images/normal_train/00339392.png,0,9,learnable_hard,0.1497649744,0.99,0.1167935346,9274,equal-rank strata over the remaining frozen Treatment pool
416,NORMAL_REPLAY_REMAINDER_STRATIFIED,116,Det/images/normal_train/01261017.png,0,0,learnable_hard,0.2026135892,0.995,0.1237092852,9274,equal-rank strata over the remaining frozen Treatment pool
417,NORMAL_REPLAY_REMAINDER_STRATIFIED,117,Det/images/normal_train/01278841.png,0,5,learnable_hard,0.1073659173,0.985,0.1251336444,9274,equal-rank strata over the remaining frozen Treatment pool
418,NORMAL_REPLAY_REMAINDER_STRATIFIED,118,Det/images/normal_train/01169869.png,0,8,learnable_hard,0.1029094397,0.98,0.124447718,9274,equal-rank strata over the remaining frozen Treatment pool
419,NORMAL_REPLAY_REMAINDER_STRATIFIED,119,Det/images/normal_train/00761338.png,0,5,learnable_hard,0.1909419201,0.995,0.1292466526,9274,equal-rank strata over the remaining frozen Treatment pool
420,NORMAL_REPLAY_REMAINDER_STRATIFIED,120,Det/images/normal_train/01016537.png,0,4,learnable_hard,0.2445304932,0.965,0.1486852764,9274,equal-rank strata over the remaining frozen Treatment pool
421,NORMAL_REPLAY_REMAINDER_STRATIFIED,121,Det/images/normal_train/01289408.png,0,1,learnable_hard,0.1513024001,0.995,0.104801259,9274,equal-rank strata over the remaining frozen Treatment pool
422,NORMAL_REPLAY_REMAINDER_STRATIFIED,122,Det/images/normal_train/00959717.png,0,2,learnable_hard,0.2738607053,0.995,0.1299158878,9274,equal-rank strata over the remaining frozen Treatment pool
423,NORMAL_REPLAY_REMAINDER_STRATIFIED,123,Det/images/normal_train/01032285.png,0,2,learnable_hard,0.3628516042,0.895,0.1607570983,9274,equal-rank strata over the remaining frozen Treatment pool
424,NORMAL_REPLAY_REMAINDER_STRATIFIED,124,Det/images/normal_train/00983086.png,0,3,learnable_hard,0.8182192285,0.13,0.1969639864,9274,equal-rank strata over the remaining frozen Treatment pool
425,NORMAL_REPLAY_REMAINDER_STRATIFIED,125,Det/images/normal_train/00558575.png,0,6,learnable_hard,0.1238268238,0.995,0.1144449513,9274,equal-rank strata over the remaining frozen Treatment pool
426,NORMAL_REPLAY_REMAINDER_STRATIFIED,126,Det/images/normal_train/01216377.png,0,1,learnable_hard,0.1929273787,0.99,0.0957220975,9274,equal-rank strata over the remaining frozen Treatment pool
427,NORMAL_REPLAY_REMAINDER_STRATIFIED,127,Det/images/normal_train/00772821.png,0,1,learnable_hard,0.061751421,0.98,0.1298915053,9274,equal-rank strata over the remaining frozen Treatment pool
428,NORMAL_REPLAY_REMAINDER_STRATIFIED,128,Det/images/normal_train/01002253.png,0,6,learnable_hard,0.1906590535,0.995,0.1377890649,9274,equal-rank strata over the remaining frozen Treatment pool
429,NORMAL_REPLAY_REMAINDER_STRATIFIED,129,Det/images/normal_train/00562073.png,0,8,learnable_hard,0.1783626738,0.965,0.1555865918,9274,equal-rank strata over the remaining frozen Treatment pool
430,NORMAL_REPLAY_REMAINDER_STRATIFIED,130,Det/images/normal_train/00238231.png,0,2,learnable_hard,0.1467152063,0.99,0.100798554,9274,equal-rank strata over the remaining frozen Treatment pool
431,NORMAL_REPLAY_REMAINDER_STRATIFIED,131,Det/images/normal_train/01260004.png,0,5,learnable_hard,0.1624602578,0.985,0.1097822762,9274,equal-rank strata over the remaining frozen Treatment pool
432,NORMAL_REPLAY_REMAINDER_STRATIFIED,132,Det/images/normal_train/00399709.png,0,8,learnable_hard,0.0725156872,0.99,0.1032106398,9274,equal-rank strata over the remaining frozen Treatment pool
433,NORMAL_REPLAY_REMAINDER_STRATIFIED,133,Det/images/normal_train/00546260.png,0,7,learnable_hard,0.0895026228,0.965,0.1407945265,9274,equal-rank strata over the remaining frozen Treatment pool
434,NORMAL_REPLAY_REMAINDER_STRATIFIED,134,Det/images/normal_train/00953317.png,0,6,learnable_hard,0.1433665735,0.995,0.0955992533,9274,equal-rank strata over the remaining frozen Treatment pool
435,NORMAL_REPLAY_REMAINDER_STRATIFIED,135,Det/images/normal_train/00707135.png,0,7,learnable_hard,0.2072005101,0.995,0.1234904339,9274,equal-rank strata over the remaining frozen Treatment pool
436,NORMAL_REPLAY_REMAINDER_STRATIFIED,136,Det/images/normal_train/00974750.png,0,5,learnable_hard,0.0878593475,0.985,0.102996255,9274,equal-rank strata over the remaining frozen Treatment pool
437,NORMAL_REPLAY_REMAINDER_STRATIFIED,137,Det/images/normal_train/00664152.png,0,6,learnable_hard,0.2520075723,0.985,0.1287205427,9274,equal-rank strata over the remaining frozen Treatment pool
438,NORMAL_REPLAY_REMAINDER_STRATIFIED,138,Det/images/normal_train/01243766.png,0,0,learnable_hard,0.1219916374,0.98,0.1094604446,9274,equal-rank strata over the remaining frozen Treatment pool
439,NORMAL_REPLAY_REMAINDER_STRATIFIED,139,Det/images/normal_train/00697103.png,0,5,learnable_hard,0.1364726563,0.98,0.1185870053,9274,equal-rank strata over the remaining frozen Treatment pool
440,NORMAL_REPLAY_REMAINDER_STRATIFIED,140,Det/images/normal_train/00643126.png,0,4,learnable_hard,0.1046250271,0.99,0.0945201689,9274,equal-rank strata over the remaining frozen Treatment pool
441,NORMAL_REPLAY_REMAINDER_STRATIFIED,141,Det/images/normal_train/00649533.png,0,9,learnable_hard,0.114260028,0.995,0.1112811268,9274,equal-rank strata over the remaining frozen Treatment pool
442,NORMAL_REPLAY_REMAINDER_STRATIFIED,142,Det/images/normal_train/01101330.png,0,0,learnable_hard,0.1668829414,0.995,0.1229258415,9274,equal-rank strata over the remaining frozen Treatment pool
443,NORMAL_REPLAY_REMAINDER_STRATIFIED,143,Det/images/normal_train/00557307.png,0,1,learnable_hard,0.0915075933,0.995,0.0910774896,9274,equal-rank strata over the remaining frozen Treatment pool
444,NORMAL_REPLAY_REMAINDER_STRATIFIED,144,Det/images/normal_train/00519975.png,0,9,learnable_hard,0.080512082,0.99,0.1011666997,9274,equal-rank strata over the remaining frozen Treatment pool
445,NORMAL_REPLAY_REMAINDER_STRATIFIED,145,Det/images/normal_train/01085641.png,0,7,learnable_hard,0.1007962365,0.995,0.0945640968,9274,equal-rank strata over the remaining frozen Treatment pool
446,NORMAL_REPLAY_REMAINDER_STRATIFIED,146,Det/images/normal_train/01190774.png,0,2,learnable_hard,0.202542317,0.99,0.1006417589,9274,equal-rank strata over the remaining frozen Treatment pool
447,NORMAL_REPLAY_REMAINDER_STRATIFIED,147,Det/images/normal_train/01105868.png,0,5,learnable_hard,0.127906762,0.98,0.1077023063,9274,equal-rank strata over the remaining frozen Treatment pool
448,NORMAL_REPLAY_REMAINDER_STRATIFIED,148,Det/images/normal_train/00247003.png,0,1,learnable_hard,0.0779422368,0.975,0.1148230475,9274,equal-rank strata over the remaining frozen Treatment pool
449,NORMAL_REPLAY_REMAINDER_STRATIFIED,149,Det/images/normal_train/01232859.png,0,9,learnable_hard,0.0969413645,0.995,0.094310714,9274,equal-rank strata over the remaining frozen Treatment pool
450,NORMAL_REPLAY_REMAINDER_STRATIFIED,150,Det/images/normal_train/00665544.png,0,9,learnable_hard,0.0744583919,0.995,0.0908895977,9274,equal-rank strata over the remaining frozen Treatment pool
451,NORMAL_REPLAY_REMAINDER_STRATIFIED,151,Det/images/normal_train/01225900.png,0,1,learnable_hard,0.1315303081,0.98,0.0975620562,9274,equal-rank strata over the remaining frozen Treatment pool
452,NORMAL_REPLAY_REMAINDER_STRATIFIED,152,Det/images/normal_train/01038535.png,0,0,learnable_hard,0.1045147456,0.965,0.1469190618,9274,equal-rank strata over the remaining frozen Treatment pool
453,NORMAL_REPLAY_REMAINDER_STRATIFIED,153,Det/images/normal_train/01199418.png,0,3,learnable_hard,0.1161024534,0.995,0.1085435481,9274,equal-rank strata over the remaining frozen Treatment pool
454,NORMAL_REPLAY_REMAINDER_STRATIFIED,154,Det/images/normal_train/00673695.png,0,2,learnable_hard,0.0639942617,0.985,0.1061872309,9274,equal-rank strata over the remaining frozen Treatment pool
455,NORMAL_REPLAY_REMAINDER_STRATIFIED,155,Det/images/normal_train/00249498.png,0,9,learnable_hard,0.129646622,0.98,0.1320397165,9274,equal-rank strata over the remaining frozen Treatment pool
456,NORMAL_REPLAY_REMAINDER_STRATIFIED,156,Det/images/normal_train/00956065.png,0,6,learnable_hard,0.1055754822,0.99,0.0990804133,9274,equal-rank strata over the remaining frozen Treatment pool
457,NORMAL_REPLAY_REMAINDER_STRATIFIED,157,Det/images/normal_train/01086732.png,0,4,learnable_hard,0.080947046,0.99,0.094328799,9274,equal-rank strata over the remaining frozen Treatment pool
458,NORMAL_REPLAY_REMAINDER_STRATIFIED,158,Det/images/normal_train/00605767.png,0,1,learnable_hard,0.0833214988,0.995,0.0913350964,9274,equal-rank strata over the remaining frozen Treatment pool
459,NORMAL_REPLAY_REMAINDER_STRATIFIED,159,Det/images/normal_train/00860571.png,0,3,learnable_hard,0.195109917,0.975,0.1147122716,9274,equal-rank strata over the remaining frozen Treatment pool
460,NORMAL_REPLAY_REMAINDER_STRATIFIED,160,Det/images/normal_train/00664961.png,0,6,learnable_hard,0.0950160334,0.99,0.0853336922,9274,equal-rank strata over the remaining frozen Treatment pool
461,NORMAL_REPLAY_REMAINDER_STRATIFIED,161,Det/images/normal_train/01284183.png,0,0,learnable_hard,0.1467337384,0.995,0.1024224615,9274,equal-rank strata over the remaining frozen Treatment pool
462,NORMAL_REPLAY_REMAINDER_STRATIFIED,162,Det/images/normal_train/00719219.png,0,1,learnable_hard,0.2416662242,0.99,0.1054179742,9274,equal-rank strata over the remaining frozen Treatment pool
463,NORMAL_REPLAY_REMAINDER_STRATIFIED,163,Det/images/normal_train/00428726.png,0,4,learnable_hard,0.0702597041,0.995,0.0849547839,9274,equal-rank strata over the remaining frozen Treatment pool
