deep_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,method_source_path,method_source_sha256,method_source_bytes,current_screened_review,legacy_deep_note,ready_evidence_status,formal_deep_credit
45,PRIMARY,P0284,RGF8C2039E080FB945,CWCD6ACD386DDB572E3357,GORACS: Group-level Optimal Transport-guided Coreset Selection for LLM-based Recommender Systems,RQ3,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,2A60A70795CC91B375D222A8EC651B7650741E5A34B5555412F8ADDE2EBB94A7,staging/broad_freeze_canonical_repaired_v4/sources/P0284.pdf,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,1246760,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
46,PRIMARY,P0277,RG89B377D5C9F39EEF,CW3C81365A858BCB076864,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,RQ2,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,2C9D02010C9BEBD790B8D75EC8D3FCBE03ABB1E49934460B1EFA1DD54C65AC2B,staging/broad_freeze_canonical_repaired_v4/sources/P0277.pdf,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,14243422,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
47,PRIMARY,P0128,AXA06EB02B84C505EE,CWA06EB02B84C505EE335C,Changing the Training Data Distribution to Reduce Simplicity Bias Improves In-distribution Generalization,RQ1,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,2CB9EA370F4F205A7C4680EE8D95D5947DD326A021B57D14F784D414B9312768,staging/broad_freeze_canonical_repaired_v4/sources/P0128.pdf,4F4ADFD9D367CB447D022ADD228233495B2D7295932892BD2E16A8041BE2CBA7,898837,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
48,PRIMARY,P0008,AX650ABBBE424F1071,CW650ABBBE424F1071637C,How much does Initialization Affect Generalization?,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,2E3EEA68C945A629774489D4220D7DDEA7642A51668FD7D38E7559E0D5CCC8B7,staging/broad_freeze_canonical_repaired_v4/sources/P0008.pdf,F934608344387DAD5E095FEFBAD7FCDD0311D5E56D60DCAFF8E3E82BEE392EA3,3604674,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
49,PRIMARY,P0264,RG0A720D1044C91A86,CWC1E53EDE08BE9F858311,Coreset Selection for Object Detection,RQ5,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,2F126E37E080ACE1FBF1AAE04A1DA7DE438AEDB4A94824D6D91C2969BBC6DDF2,staging/broad_freeze_canonical_repaired_v4/sources/P0264.pdf,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,1123964,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
50,PRIMARY,P0399,RG29D54F85D4B58951,CWF00BEF81ABA19F42C938,Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels,RQ4,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,31D9841E0754A970B785C6B096707D54642BE0114212F3BC294432C2675216A4,staging/broad_freeze_canonical_repaired_v4/sources/P0399.pdf,664ABA92B70B7DC6D78E4B9ADF026AE6AA4592D526D708E9BA6F7D559815254B,1213339,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
51,PRIMARY,P0458,RGDFBBBD91D34DDA12,CW51CDAF6C2043D7F4F724,Coordinated Replay Sample Selection for Continual Federated Learning,RQ6,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,355E2AD4D8A016191A23F7F49CDB4DF44ABCC9C09EF71396719407EF1CA7EC26,staging/broad_freeze_canonical_repaired_v4/sources/P0458.pdf,292006D598E852693010ED5339FB83EFBD389BAE0E066B6703DCC879DBB97DF0,995251,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
52,PRIMARY,P0239,RGF4AF8BFC1EAD51C4,CW58FAF9DF08A2CD9DD285,Less is More: Sample Selection and Label Conditioning Improve Skin Lesion Segmentation,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,35753A7438927758C7625F244CCC695CD970A680B1EFD1BF6A58F362DDEF5466,staging/broad_freeze_canonical_repaired_v4/sources/P0239.pdf,BA2A98644820DC7BE5245F7A959B80D5644B7E9403B6F84FC133E66B7E4DB71D,773570,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
53,PRIMARY,P0178,RG817B8FB3AA280CF0,CW7050AC1610E90766DCB2,Anti-Backdoor Coreset Selection via Cumulative Entropy,RQ1,RQ2;RQ3;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,38301FF736CFECCBE591782ED0308CEF1ECF6C44CDA90BA03409E923836A4062,staging/broad_freeze_canonical_repaired_v4/sources/P0178.pdf,14612063CA60B39CC22B0EDFFD44AA61D0C4EF8DEC9B087BC7A67170A6422D92,2619486,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
54,PRIMARY,P0117,RG29B778F8F0E00D96,CW235E03728908116125B8,PDAC: Efficient Coreset Selection for Continual Learning via Probability Density Awareness,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,393EDA636CB243260185FE37E083F76A223BF8AF62E73737FFA72BDB29083420,staging/broad_freeze_canonical_repaired_v4/sources/P0117.pdf,D8647EB574717CA47D41F43F043ECBA198FF75318A38E16596AED575435BD109,679034,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
55,PRIMARY,P0376,RGD03969E6690B5159,CWF5618C76FE3CA74D33B8,An Empirical Exploration of Curriculum Learning for Neural Machine Translation,RQ6,RQ1;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,3B4FB059AD58A76A89652DCA4F261DB8842197487CD81DE325203291744554A6,staging/broad_freeze_canonical_repaired_v4/sources/P0376.pdf,02D47300882D70BC4CAE7B27ECAF2BBFFF5B042A817FEA49FCB0D7423AE07A2A,729913,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
56,PRIMARY,P0413,AXA507196A9C503BF5,CWA507196A9C503BF59049,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,MANDATORY_ANCHOR,3C560AA474F4D41CDD0F9571DD0308EB53F007E17EE567D8240CD64AA5AF9393,staging/broad_freeze_canonical_repaired_v4/sources/P0413.pdf,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,8919055,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
57,PRIMARY,P0392,RG7E677DD0FC313E33,CW3051860F57361E503689,Unsupervised Fine-Tuning Data Selection for ASR Using Self-Supervised Speech Models,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,3C97E34F9D924DBDCD0518CE1D986A16F1E2B179A5D4DDFE3EF239F9000520A4,staging/broad_freeze_canonical_repaired_v4/sources/P0392.pdf,DF366FADF2AF9E6D0462C6F2B83BBE6F9257219F8A453107FF2728DA78851B3C,390899,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
58,PRIMARY,P0363,RGAB7127145C2EF6CD,CW3948CDEABB81F40BC7C0,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,RQ3,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,3FDD24020D5EBC3558042A7B8052087C0B5ED4471525A8E232460852947A4468,staging/broad_freeze_canonical_repaired_v4/sources/P0363.pdf,A734F362C482ABDD200DF607C0E3B67D6CDD4283F904B53F0448097C77BA02D4,3299795,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
59,PRIMARY,P0317,RGF640CA8578B258F1,CW315DA2C202239EFD6281,Self-Paced Learning for Neural Machine Translation,RQ2,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,40FBFD55DD9931F3C97F63BF01FFEC00468B0C28367B59998CE10948B15C5B7D,staging/broad_freeze_canonical_repaired_v4/sources/P0317.pdf,990DA7747896671BB266B489238F579FBEA486AF6963F50FEDC70ADABF8912C8,1363385,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
60,PRIMARY,P0154,RG19FB518F86EA562E,CWAC464FABE3E400F01EE7,”Diversity and Uncertainty in Moderation” are the Key to Data Selection for Multilingual Few-shot Transfer,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,41391356917DA50085E61DC8FAA8017C6352C71ADE0B8334C0D549113E2B85E5,staging/broad_freeze_canonical_repaired_v4/sources/P0154.pdf,C3ADE648F187A871B29829C43B87D7A711109C4EB2D5776EF6D2BB776F47D2E1,497440,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
61,PRIMARY,P0365,RG311779B2BC4CEC0A,CW85DF4BCD773E47F4EE59,Co-teaching: Robust Training of Deep Neural Networks with Extremely Noisy Labels,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,4157F74B9FAFE148E2ABFCD8ABC1A22EB5B664AEB0E3F7E9D82E95435AE2F69C,staging/broad_freeze_canonical_repaired_v4/sources/P0365.pdf,217F5E7262AF5BB555E3DDB11D5806F094AF6965C7BCD71D10F159D3657D8593,1984230,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
62,PRIMARY,P0049,RG1DD2D2AB5E784128,CW6695E68033A1A0ABCF80,Evolution-aware VAriance (EVA) Coreset Selection for Medical Image Classification,RQ5,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,419D9A37D3957FF33671BCA169AC3305C40564730EADA6E74C26EFA8FA704330,staging/broad_freeze_canonical_repaired_v4/sources/P0049.pdf,43B09D37A722AB5369FC262691AAAFCE92B75796BCF7F4E6A8CE03C6660B50DC,2569446,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
63,PRIMARY,P0164,RG50A5E5A532831832,CW3EBAFBCB42F5CBC4E96C,Not All Data Matters: An End-to-End Adaptive Dataset Pruning Framework for Enhancing Model Performance and Efficiency,RQ7,RQ4;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,427591FF710DEC8398AC200E3D89DD21A2722C49789DCC7ABEEC486140771B83,staging/broad_freeze_canonical_repaired_v4/sources/P0164.pdf,EC87BEC94614BEED856EA54388B04BF277DC2EE8CBE58CC85330C702374368C0,8896851,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
64,PRIMARY,P0397,RGB1C4EE054F457F5A,CW287039BCBDDB8F5DCCD3,LearnAlign: Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,RQ3,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,427E58B45DB3D143F61B3853B4C9E4C7964B37C9DD7754112B187716431D30ED,staging/broad_freeze_canonical_repaired_v4/sources/P0397.pdf,8FA14663E6A9FBF33A302646198C39662412EB05B18B2823EE5C110E01DB393D,2425589,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
65,PRIMARY,P0249,RG83304EBD265BBE64,CWE70ECA38575FAF752F3A,Unlabeled data selection for active learning in image classification,RQ2,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,43681F9475DB047D0B969BF884B1DD05CD7FFC8F731614C02D9537F73EE33ED5,staging/broad_freeze_canonical_repaired_v4/sources/P0249.pdf,61912506636095E8CD58FAD29E1863FB5E4B9B6307629D49AE9CD1BE6584C43D,1856946,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
66,PRIMARY,P0039,RG3A00725F7CADC3A2,CWF7C5971D7D4A537B18DA,Early-Learning Regularization Prevents Memorization of Noisy Labels,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,43D4DF02C9A01BFA16CF9EB5570477F30C4163CE42814B4F0A63B979CDE8E060,sources/legacy_core/P020_Early_Learning_Regularization_NeurIPS_2020.pdf,D29F8D401B62E9E7CDABAAF5B45E08AB2CBB8CB0122A7D610F03573062C4F331,767183,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
67,PRIMARY,P0160,RG83607947B67E519E,CW15FCA3F88601D45EA4D2,Adversarial Shapley Value Experience Replay for Task-Free Continual Learning.,RQ6,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,4423A9586769E35A60A757FA1B841FBCAE1A8AB5E8D2621E73B829FFED16A320,staging/broad_freeze_canonical_repaired_v4/sources/P0160.pdf,19EB92EEB67913EF11CC13F94BE9793447B8D1DCDE76E32ACC5E3F7D38542BB8,1750297,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
68,PRIMARY,P0248,RG8C763C55DBD85090,CW0FB8A339D5458F527CF3,In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution,RQ8,RQ3;RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,45BCFF70BE6C4EF1715BF255E37A74F07A6300919D29B54B0CDDCCCCC959DFEC,staging/broad_freeze_canonical_repaired_v4/sources/P0248.pdf,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,2620172,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
69,PRIMARY,P0057,RGC9DBF113F856F4FE,CWE157D064AB0EE690BCEA,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,50926BD190C0466D53224E9640139A559A7E0493C07B5936798FDFFC4D69ECF6,staging/broad_freeze_canonical_repaired_v4/sources/P0057.pdf,E3D807F0E007FF03A22F6B80176F4BBC9F734E7804061C61792C6FF1B97C550F,12910878,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
70,PRIMARY,P0200,RGFDF366471074E7BB,CW4C77EBF77047F31CF885,DeepCore: A Comprehensive Library for Coreset Selection in Deep Learning,RQ5,RQ1;RQ3;RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,MANDATORY_ANCHOR,51BFCA9A685B46C4A14EF19D414F92DDA26691506F623962C64018BEAB9C4CFB,staging/broad_freeze_canonical_repaired_v4/sources/P0200.pdf,F7955FFA0B04538EDFBCE92B4DAC4AC5154ACA3A4789D723FF7D2AB5B64ACA9E,544150,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
71,PRIMARY,P0137,RGDF8333E1DCDA9A1F,CW93B4FAD9149BE660C0D7,Rethinking Data Selection at Scale: Random Selection is Almost All You Need,RQ7,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,MANDATORY_ANCHOR,663EEF9B1EA9907C6FDAB4C1883B50E6503254FBBC14BCEE9262130C12FD9748,staging/broad_freeze_canonical_repaired_v4/sources/P0137.pdf,852A3674E15D19DA82F4B57BE22EC9FA0A7119F65C7D9272658E5196C4AE4989,443364,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
72,PRIMARY,P0435,RG86DA247B35C3DF85,CWB5B86A61D2D40B74403B,When Dynamic Data Selection Meets Data Augmentation,RQ5,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,66A0A7C67A6C7D49E9D527FA3DF07884F82382F38787A4599413B8DBCD760480,staging/broad_freeze_canonical_repaired_v4/sources/P0435.pdf,727173D8CC1DE0E2894B3D6E79EE949EDA376D3352F79206DB0858A94BC5F8EB,1325987,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
73,PRIMARY,P0075,RG9FA3C12D2147A460,CW6C0BF6537DFBB5C10C15,A Neyman-Pearson Approach to Statistical Learning,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,MANDATORY_ANCHOR,6DCF74FD049B4AF1724D618DBC74980838DBA7A28D692A7A4A306CC10752350E,staging/broad_freeze_canonical_repaired_v4/sources/P0075.pdf,E0336648125BB19F29C5E7C2FE3A19184D1E30107F3BB593B86CFBDA65866EB3,298304,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
74,PRIMARY,P0422,RGA2645A37BA2ADFA3,CW4393E96BD48909A90BAF,Understanding Black-box Predictions via Influence Functions,RQ2,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,708B534C8B06A85C2FE566F971C1EBC5FF4FB9643BE8930FC8C28326EF1B2C7F,sources/legacy_core/P012_Influence_Functions_2017.pdf,715FB9F935B0AF32C7AE1F0D834FD5158EDB279A575A4AE91196D1830F281F65,4815350,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
75,PRIMARY,P0341,RGBF50D1FDD58BCFE5,CW60DE20FF6EBD0732725C,A Structural SVM Based Approach for Optimizing Partial AUC,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,MANDATORY_ANCHOR,774A18EAB80707F9766BC10142B76EEE7EBB6DEBF156B349B240936FC3BCC0D9,staging/broad_freeze_canonical_repaired_v4/sources/P0341.pdf,3181AD0BD445DEB002F3F3D6C4A415E5FA008F61219A79DE6078856DB84DF51B,258814,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
76,PRIMARY,P0197,RG254E81CD85A50D22,CW1ECA2D0D8F67549BD4E1,Deep Learning on a Data Diet: Finding Important Examples Early in\n Training,RQ2,RQ1;RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,887A0F34728E934FDFF2ABF845E3EA69649CA54B1B81D0D2C13F27B51B8DE5DA,staging/broad_freeze_canonical_repaired_v4/sources/P0197.pdf,842B7D259D98E6C900D87F730D08B689F347DF70D764BF72E4A503DACA213058,2241745,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
77,PRIMARY,P0497,AX79D4A4F6C4BBCA52,CW79D4A4F6C4BBCA526958,Coresets for Accelerating Incremental Gradient Methods,RQ3,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,890E50BDE577179E9228630D38D2A4A72848C1BFE972517D3C6A9B944A001336,staging/broad_freeze_canonical_repaired_v4/sources/P0497.pdf,0B1D7D169887B38223BD294EBC6618DE562AAE2D8CACF707A16B6AC626F43819,1635193,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
78,PRIMARY,P0020,RG08D4BDEF38C63D1C,CWE6B9AC3B38B527C49DFD,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,RQ5,RQ3;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,969999D19D415C237A925E3ACBDFF8553C69FD6F92E199CE182F5A93F5145C3E,staging/broad_freeze_canonical_repaired_v4/sources/P0020.pdf,88ECDA6540A7E528B2CB7C7763492CFB5763A0D421580ADB50E130FB9551BAF6,797498,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
79,PRIMARY,P0476,RGA715026D32D16F9D,CW88F86EF870BFBAD35193,Dataset Pruning: Reducing Training Data by Examining Generalization Influence,RQ2,RQ1;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,9B51000DAD653A961039BED58D92C27357C7E9575BEF434395B8F1ACC3FD2830,staging/broad_freeze_canonical_repaired_v4/sources/P0476.pdf,BD66704C09AC2C7FD693E6FDBE41E1C05C984924C59B9E75AAC74933EAD36CE0,1300391,HASH_BOUND_PRESENT,BYTE_IDENTICAL_PRESENT,INHERITED_EVIDENCE_PRESENT,false
80,PRIMARY,P0471,RG3DABAD3E9CB489E4,CW3073B4D03E5D1D452B9F,Learning to Reweight Examples for Robust Deep Learning,RQ4,RQ1;RQ2;RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,A3B010B26AD92B8B50E5B9793F2951C5F637B6F3C42D63269CB3485E07FE85B2,staging/broad_freeze_canonical_repaired_v4/sources/P0471.pdf,55976D603D1EF3620A1B0289F27A5F51ABFB60FA0A00F1A2F12364BC146CD88B,3044218,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
81,PRIMARY,P0021,RGEE7171D25C56697E,CWF2FC081E239CD34733A4,Accelerating Deep Learning with Dynamic Data Pruning,RQ1,RQ5;RQ6,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,MANDATORY_ANCHOR,A6FC32381DA648634FEF456812F45846D49C9BEED0BBFF4C5F2F8168D2D0BC89,staging/broad_freeze_canonical_repaired_v4/sources/P0021.pdf,02C12E6E1B066F8B604D4CE4FEBA34D84ABD71E3EE153B989B401731DB633B87,2909921,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
82,PRIMARY,P0420,RG1BD47F376292EB02,CWE0412AAB5FAB9F4950BE,Calibrating Deep Neural Networks using Explicit Regularisation and Dynamic Data Pruning,RQ8,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B2A4BAE9F6C492C3103AC8A93FD82C9C3EC0853E99EF0A0D561EEA8CA145DA0B,staging/broad_freeze_canonical_repaired_v4/sources/P0420.pdf,8AF77F6E2390CC8E0BFC0A6C12894AABD671BA30B2F7CAD65C3A8E56208C9301,476308,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
83,PRIMARY,P0357,AX5D5392D5D7F1038E,CW6B8A991F073C69958D99,Data curation via joint example selection further accelerates multimodal learning,RQ3,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,BFFA892FB6B506D7D7492A8C4C58913A2C56DD8CB824AEEDA9E6EB5B3D7A3FC6,staging/broad_freeze_canonical_repaired_v4/sources/P0357.pdf,8454D8C0109249B7F32FBA9AC349699C342FE16A779BC9CEAEDC607425C79361,1757071,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
84,PRIMARY,P0436,AX60FA7026B413D57B,CW27EA65DC3E285E30085F,Focal Loss for Dense Object Detection,RQ6,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,C075F32FCB47CBE83754AEAB3EEFA0B33D4A69951CC8675981DC722D7EEDFFAB,staging/broad_freeze_canonical_repaired_v4/sources/P0436.pdf,957060A5139B26FF4A41AF8AF84AD6BE57495F11E349B805F48A1ECBDFC8CC6F,2191884,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
85,PRIMARY,P0244,RG258CEAA0B6502D28,CW9E249AC4F35D83423946,Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples,RQ1,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,C10194EB2D9654BA2425B86F5128789895F406837F80E3527FCE7D3BA18E258B,sources/screened_anchor_overrides_v3/CW9E249AC4F35D83423946.pdf,1BF3F39454B23CF65E4E83B186CD14F35DB15C068575B026A6FA01F502ED96E2,1333414,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
86,PRIMARY,P0251,AX5BBB2D6BD039C272,CW5BBB2D6BD039C272F48A,Active Learning Through a Covering Lens,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,MANDATORY_ANCHOR,C294FB60A321878C67556B760B8B0CD6E433CE4F183ABC9813443E0EAED5B457,staging/broad_freeze_canonical_repaired_v4/sources/P0251.pdf,EFBF45149577F3EB64AFDAE440A5335A89F003B9C357D3AFF3926278162E664E,1769964,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
87,PRIMARY,P0254,RG62D350DB6CD76259,CWEBFB36A95AA2316D6377,Adversarial Coreset Selection for Efficient Robust Training,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,D0E1AB3DC883DA4FA6CE5F244B4E9933FDF77FBB91CA7A11B311B79B901C4533,staging/broad_freeze_canonical_repaired_v4/sources/P0254.pdf,966733F44997F9262AB853AD2DE7BA97B1858B1658119E9F2390104A9EB9B53F,1028154,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
88,PRIMARY,P0145,RGCD2D2100BA9A77FD,CWBEC6D4B8418EE862A458,Identifying Mislabeled Data using the Area Under the Margin Ranking,RQ4,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,D70776D8A95CC81E8ACD8E578499D221CA02BF042A5CAC7B5AFFE0A7738F8A3B,staging/broad_freeze_canonical_repaired_v4/sources/P0145.pdf,18884DA0DFDD63F625C3E45FF3E5C7907180045FB8D16C333D379880F37C3E83,2500129,HASH_BOUND_PRESENT,NOT_AVAILABLE,INHERITED_EVIDENCE_PRESENT,false
89,PRIMARY,P0308,AX9313629F9AEE4C10,CW9313629F9AEE4C100021,BWS: Best Window Selection Based on Sample Scores for Data Pruning across Broad Ranges,RQ2,RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,DA832D6FA582D7BBC83AF30EAA7B37C96B3B8F642CBDB37F33DFD2FAE09E366F,staging/broad_freeze_canonical_repaired_v4/sources/P0308.pdf,298402A15EC7252BB871E9948CFF856F5C1CE7A9A672273C49B730444C0F6FCB,2265630,PENDING,NOT_AVAILABLE,FULL_REVIEW_PENDING,false
