paper_id,queue_id,canonical_work_id,quota_rq,secondary_rqs,directness,relevance_class,relation,selection_phase,tie_break_key,original_source_path,source_sha256,source_bytes,merged_queue_ids
P0127,RG1117AE3153030B18,CW3712A2FC09BA696D4238,RQ8,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,RQ_MINIMUM,3B813CEA22592C02112F3B9CC4DD3119EBE1265DD833BBAC302713ADDC248B7A,sources/broad_screen/batch_009/RG1117AE3153030B18.html,BCDDB689E35BD5CBF7BBA9CAE9CA03F1F175715C1A2629E635244EEEE59C8AFE,73721,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0128,AXA06EB02B84C505EE,CWA06EB02B84C505EE335C,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,3BB42EB1C46DD909637D1353BECA31B1314FF7B40384BC74273D9AB31D4D2FD7,sources/anchor_supplement_v2/AXA06EB02B84C505EE.pdf,4F4ADFD9D367CB447D022ADD228233495B2D7295932892BD2E16A8041BE2CBA7,898837,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0129,RGFCD4B8DDEC1FC480,CW524B9752E3E96D1907D4,RQ4,RQ1;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,3BD55C504E455A1CF4F978AFE2D4BD99FA298A9304FC0C1D371C83110937EBB7,sources/broad_screen_primary/batch_021/RGFCD4B8DDEC1FC480.pdf,DB4F5D5B427E58397E8C34097BE3B62344368063DF1B0DFE6D7EA0B7590C0DA7,1312631,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0130,RG7743F30ED832B3A4,CWD88EE770216AE10F2A94,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,3BF8E303A2C91528FF103B8791454E49F7E5468B65B9B73966B5C5A338D98E32,sources/broad_screen/batch_005/RG7743F30ED832B3A4.pdf,DE824E92A7D58F7841D65FD24F8EC0B1F571351570F538CA6035F60CCACD46D9,4224001,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0131,RG519B18C9F0CA5BFF,CWE9E3A73A26F5AA46E0A3,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,3C51B1A1ABF9AF9CC8E585A432D00BFE402298F76B3AB7C100D1D9371C8CF9E5,sources/broad_screen_primary/batch_023/RG519B18C9F0CA5BFF.html,FA420BD198FD743712CB84C1A1AB0CB08BA50E42A06BF86E4F9DB45FB401BCC6,42345,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0132,RG34565DCEB4CDAA78,CW7AB0E11DDAF5F1CEA026,RQ6,RQ1;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,3CF67E0267D1DECC3B98BF4CEF8BD740106C87F01753D8DB51F1AF2957A5145A,sources/broad_screen/batch_004_corrections_v1/RG34565DCEB4CDAA78.html,8D7718CA36EF15B92CF40C850BDC052750C5FFAB8E2E6B439463D363BE4A53E1,10516,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0133,RG8155E24C41132F1F,CWEF0959C76598B4003982,RQ3,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,3DC13F2BC97E9149D0022314E2D2E6FF1295EEBA4ECF4F3E3381D68E2B52DC91,sources/broad_screen_primary/batch_016/RG8155E24C41132F1F.pdf,3CE0D640EB3A79C50041ACBA4339243CA07F5D10069E1478FB458BC27C8EF2A3,210947,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0134,RG022F339E6194B680,CWDAD081B144C2BDA4434A,RQ4,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,3DD618B1529F94404303EB09951438E600A370768B2DD62738FF756128B0F95E,sources/broad_screen/batch_008_corrections_v2/RG022F339E6194B680.html,DC56C1B7C4423B68C9E2F9765217BF947F71C702B0774E6790361904362291A6,8283,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0135,RG658C7C3E49748417,CW03774EE82D8D524FFA68,RQ3,RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,3E06B3AD0B7A4AE71C98EC73A310C50A706857EB5F09D0F3955A15E8825469C5,sources/broad_screen/batch_023_corrections_v1/RG658C7C3E49748417.html,E5D11E11A9AA828462117F37B9ED6AE1D5E1AF125D457565581F3ABFD9906E7E,4097,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0136,RG0E3956F4E3D3BC81,CW414BCDB305D4926D1058,RQ3,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,3E45DD8D2CC1F537E152620EAA2B26CEDE6F4E835881D2ED9E9371028DE2FAD0,sources/broad_screen_primary/batch_013/RG0E3956F4E3D3BC81.pdf,6BBC162930D602D73F2D9ADA583C22D6C6252DE119E9669BF0092718DC0B9EB6,12351128,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0137,RGDF8333E1DCDA9A1F,CW93B4FAD9149BE660C0D7,RQ5,RQ1;RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,MANDATORY_ANCHOR,3E6A939FAEAB18FF3869CD76B5F76304F56AE5DCE7C863A6074EDF9AEDF38975,sources/broad_screen_primary/batch_020/RGDF8333E1DCDA9A1F.pdf,852A3674E15D19DA82F4B57BE22EC9FA0A7119F65C7D9272658E5196C4AE4989,443364,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0138,RGB88CEB648A452ED6,CWAC9B87EE2BC924943C00,RQ2,RQ1;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,3E8DCB304F83F877ACD507046FE15DCEA8F5484D5ED6DFA2E5E50263DC750DEB,sources/broad_screen_primary/batch_022/RGB88CEB648A452ED6.pdf,3BC74055C6CF91A95FA41CAC624F3EEBF426B66CFC9895E1744D0C36F7E3C66A,7730588,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0139,RG920B3FFAD275A3BA,CW4A420F65D789D09FAF18,RQ3,RQ1;RQ2;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,3EF7752308776C2F025B3761285023E0C886EA3BB8DAE48E8E2D09E2838033ED,sources/broad_screen_primary/batch_019/RG920B3FFAD275A3BA.pdf,9686629ECAACA5EAF8FFC0C652ED8079CA9D3C1BF4D0C6FB966F0CA590847D6F,616925,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0140,RG429D68E7934FB7FC,CW0B82DAA9A5838129A858,RQ2,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,3F2617A291628DDD0915237D8A2DA5172A170DF38F42B6C0570908DFC1F6CEEB,sources/broad_screen/batch_011_corrections_v1/RG429D68E7934FB7FC.html,29676E47B0D16B3A317B9F2CE82D5EB6DDD85F5A839BD71FEB6A0E561BAB8952,15659,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0141,RG46AFCD8021257074,CW081EB6BA90B36689FF11,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,4026DFD6E830628C4BBE4944CEE3E36B7CC5D06E49F1DC250CBD5904287700DA,sources/broad_screen/batch_008_corrections_v3/RG46AFCD8021257074.html,CFDE5E032287B08F9A45D4D34D987B81F9F1096E928128465B3F7DDA0AA01652,4938,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0142,RG9C9AD73F23D54116,CW538E0F4861D2EB4BB06D,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,402F2606FC61257048AAC7AB1D7E8819B48B2C078DFE2FCBEB6042E0E023F438,sources/broad_screen_primary/batch_017/RG9C9AD73F23D54116.pdf,C10C3AC54DD62ED5D38ED16E0AD446194A6F2779011B2489FA0EBF1007829D4E,857691,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0143,RG9A3B6DE1F762B631,CW7ECF36BD009643847234,RQ4,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,404C0DE0F572918231565A232AD874DB96F5AE78EF2229BE02AEFE9A18A6057A,sources/broad_screen/batch_010/RG9A3B6DE1F762B631.pdf,52B62222BB7B29228D7D90BF13FD6FE3FFC636809EA3FEBCB2F892B5FBA043A7,919161,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0144,RG91A2F3C2310A2ACD,CWCB097B1E9B5F17989A52,RQ4,RQ1;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4100A9CF2842268EAD08BFED794E9BF0A6492F6725AEE7F8F9523B115FD36AD7,sources/broad_screen/batch_007_corrections_v1/RG91A2F3C2310A2ACD.html,E72A59BDEE6E52C8D53F8B05571A11B064CAC3F7F5F48A0B62326F8AEFF20917,22004,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0145,RGCD2D2100BA9A77FD,CWBEC6D4B8418EE862A458,RQ4,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,41A189A8544DB5F9DF2C2270134B621ED3431A55AE6C878B4CF54AAC6A835A97,sources/broad_screen/batch_007/RGCD2D2100BA9A77FD.pdf,18884DA0DFDD63F625C3E45FF3E5C7907180045FB8D16C333D379880F37C3E83,2500129,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0146,RG094904F05EA0056B,CWD72F67BAF82F54356671,RQ3,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,41D0A2A22B5FDDE5948FFB2FA60390ED69A45C178D0B5A38D819E5EC95F0AE00,sources/broad_screen/batch_018_corrections_v1/RG094904F05EA0056B.html,F86EE9D87877C87973D3D6587748AE503415AD1B9BD3AE1F0CB6E30C16E51702,7353,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0147,RGE356A967323D3A6B,CWC98996EA62B17AAB216A,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,41F19DFD563F692875B3300765A5087C6625F9D5C3022F89269654D275E91D23,sources/broad_screen/batch_004_corrections_v1/RGE356A967323D3A6B.html,03767C378E55A4BD6D2C6CEFCB5DA1C7417727C7BE9B58199D3F288085597857,1337,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0148,RG5211924B2B6E6699,CW6DCB950409CE2CBE4364,RQ3,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,43057B51C73915C67ECFFA4782694B5D573945700B8CA8EB78BFD0B30673CB09,sources/broad_screen/batch_011_corrections_v1/RG5211924B2B6E6699.html,FD99B17CDFE8735D42230E0EA580992036E6C71EECAA7C0E80132EFCFA4019BF,17054,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0149,RG040AD85AE4D12CBA,CW22961787DA756DBB228F,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,43AC6E2D61E6287C5ADFEEA54F2276A9EC59597F7981B40234AB3E2CD5BF90F9,sources/broad_screen/batch_007/RG040AD85AE4D12CBA.pdf,3826EC3EED198449C48843A615505CC0763B1C664E96239C714D61F017B8D6DC,1118931,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0150,RG2B999F5102DF8588,CW5969043305034A39714C,RQ3,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,440649A88DA89747770B730FA6E1B0C9EA6D48F32A9387EAD6FEFC6F0A5FA3A6,sources/broad_screen/batch_023_corrections_v1/RG2B999F5102DF8588.html,3F2E2C090CB0C33840E83E9630273F3F6847EFCAD112F8EA1EAEAAB045DDCE20,2199,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0151,RGA80193BF398DF2BD,CW152BC38D8C913ED84FAE,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,449A8DFD62C8E2366132384B6D22B2D1D4BE1C126294F65BFA48EE2FEB64D5A9,sources/broad_screen_primary/batch_012/RGA80193BF398DF2BD.pdf,B8FCF866329EE43EF1DC7E14834F79EBD8A3F63D18FFB1A08A759EA617A19874,3963620,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0152,RGE7014358FFBBD881,CWD1941BFD54C89947BA64,RQ8,RQ3,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,44A372786552F3B58EFCF9C2355706F375E5688BCFDEF29776674CCBBC6BBD5E,sources/broad_screen/batch_001/RGE7014358FFBBD881.pdf,20B3C113F5776E922C349D118BDD636981371124B400F8BE9B647C23D34F1BC3,3367500,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0153,RG18ABF6A273E1A295,CW49FA8BF80A638D1F4107,RQ7,RQ3;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,45DBF70FB4CA3F852DFB41FFC31624CCD93C0AF08305A4C18830F0A9040BD126,sources/broad_screen_primary/batch_017/RG18ABF6A273E1A295.html,1C41249803D18430402E8D21E43702EC7232BEEAAFA6DA587E25EBED70E168B0,42396,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0154,RG19FB518F86EA562E,CWAC464FABE3E400F01EE7,RQ3,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4674A8B2B1B62C5C7826EE6AB89B16787D4B7DD01EEA040D2C9EBA5C5C1A948B,sources/broad_screen_primary/batch_012/RG19FB518F86EA562E.pdf,C3ADE648F187A871B29829C43B87D7A711109C4EB2D5776EF6D2BB776F47D2E1,497440,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0155,RG94907AB49BBE2A6B,CW6344A82340AFFF0B79B2,RQ3,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,46E7AB20D085D6454F1A61AADFC30D5B9D20EC61153EC3FE543A96474668C328,sources/broad_screen_primary/batch_013/RG94907AB49BBE2A6B.pdf,17232C1705DDE4391DDC94C22C305BE1ECE7E804279F927D20EC542C130EE146,233392,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0156,RGC2403EE662227193,CW5FBCC90C2C5A57EA12E3,RQ2,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,47DA99533C9FDE0F714938A8B194F4BFC90B0F7FADE39BB76C8027ED715538EE,sources/broad_screen/batch_011/RGC2403EE662227193.pdf,574FB4B03B48633C4FA7E4E85C3685620EB200D0D8CEA83ED14678F4FE967373,890501,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0157,RG58E5DAFC741F617B,CW75FBA4F03F8EE6FDD8B7,RQ1,RQ4;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,48E8C8F17D2ED7AAA01C01872236A1630647A179EC959C02C33F035CC969B79B,sources/broad_screen/batch_001/RG58E5DAFC741F617B.pdf,585457056F622810B3C058575AE2CEA412158CB37B00D965A90F3458E59FB710,3438852,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0158,RGF707A7ABC6C8A675,CW33B905ECEF24BD53DFB0,RQ8,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,48EF86D8416C53A75AD5D6585B01C46EC616457DBFCF9282F994392A2D185ED0,sources/broad_screen/batch_005/RGF707A7ABC6C8A675.pdf,518433E1A26CAF18F9D4A8EEEB30310C2523DBDE09D6ACF48C697A5B780482CE,7745562,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0159,RG059D396208B88E50,CWAE64A5F7A61963ECD851,RQ4,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,49060DFE5B2AF27CE48ECDFB16A38C7F049FD263E746205EA7CE26D0CABA3AC1,sources/broad_screen/batch_003/RG059D396208B88E50.pdf,6F65F070C9ACBA518D19D9801AE06DD034FEC425BA67EA3049AF252AF8FF2D0B,1001424,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0160,RG83607947B67E519E,CW15FCA3F88601D45EA4D2,RQ3,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4ADCD6FF1396461DB977CC824B57D8DA80185DD0AFC5247E59B5AE8BC9A9A32C,sources/broad_screen/batch_004_corrections_v1/RG83607947B67E519E.pdf,19EB92EEB67913EF11CC13F94BE9793447B8D1DCDE76E32ACC5E3F7D38542BB8,1750297,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0161,RGEFC7A3B315C9A0C3,CW40CB9D1BB6FA99F4337C,RQ2,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4B115AA27A8346C8CB8181346A6FBD5A9567B80567E8AE6BB16BAA955F0C509C,sources/broad_screen/batch_017_corrections_v1/RGEFC7A3B315C9A0C3.html,3DD2E1F78E989D15DDD965F039ED6F061421ABEDD37469287082307FD72EE896,11358,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0162,RG78D161AE59566E3E,CW4F0FC9FEC0B07A6A6520,RQ1,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,4B6BD5AF4DBA7CC540AC4A31E792B865D8CAD17E0452A93FA348C9452DDD31EF,sources/broad_screen/batch_007/RG78D161AE59566E3E.pdf,5BBF6D9FE8A3525D6A8DCC9F7E3BF4EA04242B2DF2B555EBDAFEB9BF37726E55,576399,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0163,RGC334DA91EDE9E6DF,CWED580E7FEB41E59DAA57,RQ6,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4BE8AB2FC9CC8B86CCE4393CC5D1F24A944AB0E42C77124B12850361BDE43E95,sources/broad_screen/batch_010_corrections_v1/RGC334DA91EDE9E6DF.html,09C9510437A4F8AB10FC67419E831F7AB813E0DFC43FEB591F410016E7317D8F,6879,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0164,RG50A5E5A532831832,CW3EBAFBCB42F5CBC4E96C,RQ4,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4BF1D33F6A1417A6FCA40D79FCA131402027CED9CC8A5FA9E57CA609BCB375C5,sources/broad_screen/batch_009/RG50A5E5A532831832.pdf,EC87BEC94614BEED856EA54388B04BF277DC2EE8CBE58CC85330C702374368C0,8896851,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0165,RGB86125EC3F244E8D,CW2FDE41B709B89E186E8F,RQ3,RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4C8CD685791C5C89FE5C326C740B354BCD142C599CC1D01F4CF329DDC5AAF2C3,sources/broad_screen_primary/batch_016/RGB86125EC3F244E8D.pdf,6D0D2302D2D6B67474C0A9900105126FBC5FAFD24338062AD509D94B8D7E8477,2125525,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0166,RG03282F5D0498C0BB,CW519236560CAA94C7E1E8,RQ3,RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,4CAB9E1DB96C13AF891E9A64F87974B1472D44D953F5673810DB0011F5E45402,sources/broad_screen/batch_008/RG03282F5D0498C0BB.pdf,C29D8EDF467D95A7A89EB925E0AE252C7B7DC2F0ACC720BEB6DC6015A1BD9002,1646462,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0167,RG17ABC448C69B156F,CWCFE394E5B7876915C4CB,RQ3,RQ1;RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4D3EA5391E0BCF57720F453B78DD85417871A325660069F783F19C5BA4E6F1A0,sources/broad_screen_primary/batch_013/RG17ABC448C69B156F.pdf,6A8BEC90FD1BF5EB6D86D776A585D0BDEF738C12DF58F4E7F090B012FAB5BF6F,1626783,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0168,RGAA6F3FDAAA19C394,CWE9984EF552C4771F4F68,RQ6,RQ1;RQ2,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,4DE8D618C68C97185CDAEFAACC874DE365AF4EAA68A3C04FAAE0E870F3FBE857,sources/broad_screen/batch_012_corrections_v1/RGAA6F3FDAAA19C394.html,2BE0E423B80CAAB628BB1280FCAE56127D12972D27A62119CD22730DEB0D9077,24684,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0169,RG45717F25FCB4E036,CWA5E3CBABEBFBE24E40F7,RQ2,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4E109319455485A36A22F4E4C2960369E4863DAD844A01AADA5495665A7E41F7,sources/broad_screen/batch_012_corrections_v1/RG45717F25FCB4E036.html,B7247A09C2FCEE68452FDC685559646BA553115FA485379B22C7199130BF6F70,4219,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0170,RGF1B46C3EE91B3AF6,CWF2337F86C25F7E87FF45,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,4E6520D5BB2E4BB9A25E20DA568BD400FCD1990D79DCF9C50F58E1A2378025D3,sources/broad_screen_primary/batch_012/RGF1B46C3EE91B3AF6.pdf,36040DD5BF55C1977E82E97F7E29C33E808FB54BC6991F36FBC4014D84BDA765,1924283,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0171,RG3A7602D6B87707B9,CWDBCB83413AE39433DC98,RQ4,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,4EDE84B700D534171713C24A8AAC762F4E7B192E138B0B2B1BDC89433CABF7D6,sources/broad_screen/batch_004/RG3A7602D6B87707B9.pdf,82699E612C6ACE39870ACF635A3303B9E9F86D9801BE74AB896C03020272DEF0,2468336,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0172,RGADDD9B5597581758,CW9448DB3B7DF0530D1E98,RQ2,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,4EDEC736FE0F7B7ABAC5F442F6C0178953AEBC2BE47DB7231AE974783E32A35E,sources/broad_screen_primary/batch_012/RGADDD9B5597581758.pdf,38606BD6ACBC5F6BD1775C2124BEBED424EB0538F9A51413797FEFEB88403062,1077792,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0173,RGBB8E4E864A80CC35,CWF8F6623D2632364B5CFB,RQ2,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,4F66985E4A48E7A7227D663CB69F486FC8C467799FA6E11C612475D07F0E62C6,sources/broad_screen_primary/batch_017/RGBB8E4E864A80CC35.pdf,27CA3618BE53A4F5F4F783A48629D2A17C0D7C93FAFE359E6729CBB18879CE79,1120432,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0174,RG52BCA5B7935F1192,CWDA8674B4923AEC398642,RQ4,RQ1;RQ2;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,4F75192B50F15F41EA073CED4993AE03138A15FD5EA57B4447825FBDADACF305,sources/broad_screen/batch_023_corrections_v1/RG52BCA5B7935F1192.html,91C752C79C2F21C982184F6A3E18D5B3E75FB80548E2AF1F834B25182BF9C32D,3335,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0175,RG5F2B30F793B2BCFB,CWB09C915F9F53753EA7C6,RQ4,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,506D098AE6559A205B574C4DC771989C1553D10154A053FB4055CF98B24B99AF,sources/broad_screen/batch_009/RG5F2B30F793B2BCFB.pdf,28C31245D82F03A59AE34DBE39A81470C23D5294A379D802A3BB63CBE730CCE9,1092439,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0176,RG51C5A93D0C5D87EA,CW9F31A1E6577365EFDF09,RQ2,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,5093F20725345B4428DE9B1B2A8C9D80871918BDF03CF986BF16B8F583B5DD2A,sources/broad_screen_primary/batch_019/RG51C5A93D0C5D87EA.pdf,5DB360924D8032A6B46FC62AE5DA6F13968AEF642EDC756F37884045E9907E90,661424,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0177,RG1566F6706465CA34,CW3CD94232AF698C36692D,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,50C27A94C996ACD71E4AE4CE260845FAC4B693F9CBE46D27368B79CDFB885B5F,sources/broad_screen/batch_006/RG1566F6706465CA34.html,9619C5042BF6B164FF316A91C8F891D101B67461C5DECFE128742AB1A39AB092,24968,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0178,RG817B8FB3AA280CF0,CW7050AC1610E90766DCB2,RQ3,RQ1;RQ2;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,51A1201A15DC00E6DD7213510B73035894CF1140871A192B94992B9B5B622227,sources/broad_screen/batch_011/RG817B8FB3AA280CF0.pdf,14612063CA60B39CC22B0EDFFD44AA61D0C4EF8DEC9B087BC7A67170A6422D92,2619486,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0179,RGE1754B60E20FCE30,CWD6748874CDEB0C5CBE14,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,51F2BF54E1CB500A16ABF7156B12A96E76399415F8572767EA1C15D6D0C470FA,sources/broad_screen/batch_010/RGE1754B60E20FCE30.pdf,ACD6179F2C39B1A1F50513F3EA8F85AAE1A903287E926D252711856DFE4F480E,873573,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0180,RG577A9ED140F0DFA8,CW68E00BB5E2FA0A244633,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,525CD9A746CBEEBAE881559C308857133EF11FE4AE22478C4C6557213310F5B6,sources/broad_screen/batch_005/RG577A9ED140F0DFA8.html,B0910BB0953AA9E5617E171CA6AAD883459E156BB0D089881C93C305F8DACC9D,1543097,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
